category,main class,item name,price range,price_min,price_max,monthly sales,item url,item picture
美妝保健,身體清潔、保養,《小雯愛漂亮2》 雅聞BIOCHEM倍優 芬多精透明皂 180g ~ 高雄可面交,$116 ,116,116,729,https://shopee.tw/《小雯愛漂亮2》-雅聞BIOCHEM倍優-芬多精透明皂-180g-~-高雄可面交-i.16038125.135087600,https://cf.shopee.tw/file/46f02496cc3d24ff6f614d6fc5b586ca
美妝保健,身體清潔、保養,WHOO 后 天氣丹 華炫 重生眼霜 1ML 妹子小舖 現貨,$15 ,15,15,1139,https://shopee.tw/WHOO-后-天氣丹-華炫-重生眼霜-1ML-妹子小舖-現貨-i.259998.890572,https://cf.shopee.tw/file/010dae76b82bd4e7a55a22f941a4a8ef
美妝保健,身體清潔、保養,搶限量優惠中?medimix正品公司貨超好洗印度皂團購阿育吠陀美肌膚皂杜拜帆船飯店草本精萃皂藏紅花精油美容皂皇室御用,$13 - $33,13,33,711,https://shopee.tw/搶限量優惠中?medimix正品公司貨超好洗印度皂團購阿育吠陀美肌膚皂杜拜帆船飯店草本精萃皂藏紅花精油美容皂皇室御用-i.32237756.771313705,https://cf.shopee.tw/file/2ad8fc6ccb40cce18b985be1c1ea2242
美妝保健,身體清潔、保養,限時快閃599 Waxkiss台灣總代理 硬蠟套裝組合 熱蠟機 500g蠟豆 木棒 比基尼 私密 蜜蠟 硬蠟 熱蠟 除毛,$599 ,599,599,664,https://shopee.tw/限時快閃599-Waxkiss台灣總代理-硬蠟套裝組合-熱蠟機-500g蠟豆-木棒-比基尼-私密-蜜蠟-硬蠟-熱蠟-除毛-i.1311495.61915950,https://cf.shopee.tw/file/2b59113005951e047c8f3ff796816dfd
美妝保健,身體清潔、保養,除毛貼片 雙面 脫毛蜜蠟紙 除毛紙 脫毛紙 除毛蠟紙(蜜蠟除毛腳毛腿毛 手毛腋毛鬍鬚比基尼線 免除毛膏脫毛膏,$8 ,8,8,841,https://shopee.tw/除毛貼片-雙面-脫毛蜜蠟紙-除毛紙-脫毛紙-除毛蠟紙(蜜蠟除毛腳毛腿毛-手毛腋毛鬍鬚比基尼線-免除毛膏脫毛膏-i.4090725.37700362,https://cf.shopee.tw/file/ebb92da7fa869db49cc99e7a9c54294b
美妝保健,身體清潔、保養,蜜莉小舖??限時24H最低價?買100送10 除毛貼片 除毛蜜蠟紙 蜜蠟除毛 蜜蠟貼 除毛蠟紙 蜜蠟脫毛 脫毛紙,$3 ,3,3,2039,https://shopee.tw/蜜莉小舖??限時24H最低價?買100送10-除毛貼片-除毛蜜蠟紙-蜜蠟除毛-蜜蠟貼-除毛蠟紙-蜜蠟脫毛-脫毛紙-i.33752867.1443349654,https://cf.shopee.tw/file/040a92cf0734044d2dec7f7c1e6a167f
美妝保健,身體清潔、保養,MEDIMIX 印度本草美膚皂 國際出口包裝 美的秘密美膚皂 125g/另有美戴詩,$24 - $26,24,26,920,https://shopee.tw/MEDIMIX-印度本草美膚皂-國際出口包裝-美的秘密美膚皂-125g-另有美戴詩-i.4045781.1378221524,https://cf.shopee.tw/file/b6d485b504ef50c64f81be34fe042313
美妝保健,身體清潔、保養,速拿騰葡萄糖胺關節霜,$240 ,240,240,584,https://shopee.tw/速拿騰葡萄糖胺關節霜-i.7988627.768132780,https://cf.shopee.tw/file/733d8617f2a902c275460293958b521a
美妝保健,身體清潔、保養,「理膚寶水」全護清爽防曬液 SPF50 PA++++【潤色】公司貨 中文標示,$8 - $25,8,25,858,https://shopee.tw/「理膚寶水」全護清爽防曬液-SPF50-PA-【潤色】公司貨-中文標示-i.10285335.1402909608,https://cf.shopee.tw/file/61d271ac2388a431d35f7d1c51c7b968
美妝保健,身體清潔、保養,全新效期 Medimix 印度神皂125G (非小顆75G) 2020/05 不混出內銷版 加送贈品 另售旅行皂,$6 - $29,6,29,635,https://shopee.tw/全新效期-Medimix-印度神皂125G-(非小顆75G)-2020-05-不混出內銷版-加送贈品-另售旅行皂-i.2576963.186336435,https://cf.shopee.tw/file/07eb80ae4e971fe5d81dd6a5832fbc5f
美妝保健,身體清潔、保養,【現貨】全場最便宜 耐斯澎澎沐浴乳/補充包/700g 澎澎沐浴乳補充包700g,$77 ,77,77,611,https://shopee.tw/【現貨】全場最便宜-耐斯澎澎沐浴乳-補充包-700g-澎澎沐浴乳補充包700g-i.71699814.1650022638,https://cf.shopee.tw/file/d2e4d8963e66a6ac313982f02a20cd81
美妝保健,身體清潔、保養,【柯柯小舖】百香身體護膚乳 百香乳液/百香身體乳/百香身體乳液/百香護膚/百香護膚乳液/科士威乳液/百香身體噴霧,$48 - $120,48,120,528,https://shopee.tw/【柯柯小舖】百香身體護膚乳-百香乳液-百香身體乳-百香身體乳液-百香護膚-百香護膚乳液-科士威乳液-百香身體噴霧-i.85006172.1840985439,https://cf.shopee.tw/file/1418201a3a27c1e94d6c7e736513cc2b
美妝保健,身體清潔、保養,[韓國肯妮] (含稅開發票) 韓國 ETUDE HOUSE 蘇打粉毛孔潔淨去角質乳 7g,$9 ,9,9,641,https://shopee.tw/-韓國肯妮-(含稅開發票)-韓國-ETUDE-HOUSE-蘇打粉毛孔潔淨去角質乳-7g-i.12660760.1141146098,https://cf.shopee.tw/file/529c3033e7dc265e9eb4dee8e2d41304
美妝保健,身體清潔、保養,?可刷可萊爾富 澎澎 沐浴乳700g補充包/澎澎MAN男士/亮澤滋潤型/水嫩/保濕型/美白/PONPON香浴乳沐浴補充,$82 ,82,82,526,https://shopee.tw/?可刷可萊爾富-澎澎-沐浴乳700g補充包-澎澎MAN男士-亮澤滋潤型-水嫩-保濕型-美白-PONPON香浴乳沐浴補充-i.5927011.42496614,https://cf.shopee.tw/file/a76923c50446503296845532f7ddc488
美妝保健,身體清潔、保養,《*正公司現貨*》美國Dermisa 第三代 超級A+ 淡斑嫩白皂 淡斑皂 民視消費高手 支藝華推薦 第一代 第二代,$46 - $228,46,228,513,https://shopee.tw/《*正公司現貨*》美國Dermisa-第三代-超級A-淡斑嫩白皂-淡斑皂-民視消費高手-支藝華推薦-第一代-第二代-i.17787685.251535859,https://cf.shopee.tw/file/cda8ee9bccc8b91b60a978b7dd7b27fb
美妝保健,身體清潔、保養,[現貨] 泰國 興太太草本手工皂 24H出貨 台灣現貨 【小麥購物】【S136】香皂 肥皂 天然 Madame Heng,$39 ,39,39,596,https://shopee.tw/-現貨-泰國-興太太草本手工皂-24H出貨-台灣現貨-【小麥購物】【S136】香皂-肥皂-天然-Madame-Heng-i.9687994.1729423057,https://cf.shopee.tw/file/ff7c3de39d65bd4f704bce525be7c8e6
美妝保健,身體清潔、保養,?WaMo?科士威浪漫身體護膚乳液200ml?批發24H出貨/玫瑰香/滋潤/保濕/持久/香體乳/身體乳液,$74 ,74,74,504,https://shopee.tw/?WaMo?科士威浪漫身體護膚乳液200ml?批發24H出貨-玫瑰香-滋潤-保濕-持久-香體乳-身體乳液-i.2305892.51009967,https://cf.shopee.tw/file/e0963b63dd636dc1e67d5a3db8be9481
美妝保健,身體清潔、保養,資生堂 SAVON D'OR 香皂 洗臉皂 全身皂 沐浴皂 洗面皂 洗顏皂 90g SAVON,$36 ,36,36,517,https://shopee.tw/資生堂-SAVON-D'OR-香皂-洗臉皂-全身皂-沐浴皂-洗面皂-洗顏皂-90g-SAVON-i.5644878.1911658660,https://cf.shopee.tw/file/336e935a4019b9fa70cc67f31590627f
美妝保健,身體清潔、保養,# 促銷中 <當日出貨> 正品原廠外銷版 印度香皂 medimix 肥皂 神皂 藥草 阿育吠陀 帆船飯店 藏紅花 美姬仕,$14 - $35,14,35,627,https://shopee.tw/-促銷中-當日出貨-正品原廠外銷版-印度香皂-medimix-肥皂-神皂-藥草-阿育吠陀-帆船飯店-藏紅花-美姬仕-i.1870052.1029751055,https://cf.shopee.tw/file/0c525045198d8f3220106b6d07e1082c
美妝保健,身體清潔、保養,雪花秀 滋陰生人蔘修護霜 EX 人蔘霜 (滋潤) 妹子小舖,$10 ,10,10,645,https://shopee.tw/雪花秀-滋陰生人蔘修護霜-EX-人蔘霜-(滋潤)-妹子小舖-i.259998.922144,https://cf.shopee.tw/file/2761a28adf014ecc0a59ff1f48115359
美妝保健,身體清潔、保養,爆爆小姐 現貨 正品公司貨 有帆船LOGO 超好洗印度香皂 medimix 杜拜帆船飯店使用 御用皇室指定的香皂,$19 - $32,19,32,620,https://shopee.tw/爆爆小姐-現貨-正品公司貨-有帆船LOGO-超好洗印度香皂-medimix-杜拜帆船飯店使用-御用皇室指定的香皂-i.3771183.1318759117,https://cf.shopee.tw/file/eba730435e4ce89f98573e24a6050747
美妝保健,香水、香氛,?買2支送盒子?現貨 Jo Malone 香水 1.5ml 英國梨小蒼蘭 試管香水/生日禮物/交換禮物/聖誕禮物/,$64 ,64,64,1077,https://shopee.tw/?買2支送盒子?現貨-Jo-Malone-香水-1.5ml-英國梨小蒼蘭-試管香水-生日禮物-交換禮物-聖誕禮物--i.41951366.972454653,https://cf.shopee.tw/file/a6dc8cd8a6f0c365aec96e5a9c824da5
美妝保健,香水、香氛,?可下標都現貨?『買2支送盒子』? Jo Malone 香水 1.5ml 試管香水 英國梨小蒼蘭 藍風鈴/批發/,$9 - $33,9,33,1020,https://shopee.tw/?可下標都現貨?『買2支送盒子』?-Jo-Malone-香水-1.5ml-試管香水-英國梨小蒼蘭-藍風鈴-批發--i.44625372.730857730,https://cf.shopee.tw/file/6ec5505e3dfb17119afea2f155092a18
美妝保健,香水、香氛,【現貨】Jo Malone黑莓/牡丹/藍風鈴/青檸/英國梨/沒藥/忍冬/茉莉金盞花/海鹽/伯爵 原廠試管小香1.5ml,$129 - $200,129,200,885,https://shopee.tw/【現貨】Jo-Malone黑莓-牡丹-藍風鈴-青檸-英國梨-沒藥-忍冬-茉莉金盞花-海鹽-伯爵-原廠試管小香1.5ml-i.19351732.433287181,https://cf.shopee.tw/file/f0fb3a77b2589cb1f814cd90ac301b1f
美妝保健,香水、香氛,【大船入港】Jo Malone香水1.5ml英國梨小蒼蘭 試管香水/結婚小禮物/娃娃機/批發/送禮自用兩相宜,$10 - $35,10,35,1246,https://shopee.tw/【大船入港】Jo-Malone香水1.5ml英國梨小蒼蘭-試管香水-結婚小禮物-娃娃機-批發-送禮自用兩相宜-i.2125579.1860094852,https://cf.shopee.tw/file/a7f15fd5640d6b3e348d0aeabc7cccea
美妝保健,香水、香氛,現貨+預購 [小桃代購]韓國 W.DRESSROOM衣物居家香水噴霧70ml 防彈少年團 香氛 室內 田柾國 BTS,$98 - $188,98,188,821,https://shopee.tw/現貨-預購-小桃代購-韓國-W.DRESSROOM衣物居家香水噴霧70ml-防彈少年團-香氛-室內-田柾國-BTS-i.3931581.52757132,https://cf.shopee.tw/file/c00b69446854fe3b9aeeea9ee2e39af1
美妝保健,香水、香氛,買2支送盒子 Jo Malone 香水 1.5ml 英國梨小蒼蘭 試管香水/娃娃機/批發/生日禮物/送禮/小樣/盒子,$10 - $68,10,68,878,https://shopee.tw/買2支送盒子-Jo-Malone-香水-1.5ml-英國梨小蒼蘭-試管香水-娃娃機-批發-生日禮物-送禮-小樣-盒子-i.25970002.1350510905,https://cf.shopee.tw/file/25d8f53a3a37145cf1ed57566a0195ed
美妝保健,香水、香氛,《香水分裝瓶》香水罐 填充式 補充瓶 分裝瓶 香水瓶 隨身瓶 噴霧瓶 出國 外出 底部插入方便,$30 ,30,30,723,https://shopee.tw/《香水分裝瓶》香水罐-填充式-補充瓶-分裝瓶-香水瓶-隨身瓶-噴霧瓶-出國-外出-底部插入方便-i.169631.14382309,https://cf.shopee.tw/file/cdd476846981ea1b883b7cb1ffde4e71
美妝保健,香水、香氛,AVON 雅芳 - 滾珠制汗體香劑/體香噴霧 (４款初登場！),$20 - $39,20,39,685,https://shopee.tw/AVON-雅芳-滾珠制汗體香劑-體香噴霧-(４款初登場！)-i.8039258.1186971121,https://cf.shopee.tw/file/d9d12c70ed18557f2cd1ae2bb6baf53b
美妝保健,香水、香氛,【現貨】㊣ Jo Malone 試管香水- 英國梨與小蒼蘭/鼠尾草與海鹽/杏桃花與蜂蜜等,$85 - $190,85,190,634,https://shopee.tw/【現貨】㊣-Jo-Malone-試管香水-英國梨與小蒼蘭-鼠尾草與海鹽-杏桃花與蜂蜜等-i.2984230.7289856,https://cf.shopee.tw/file/f73d046086f054b65293447fe5bc6468
美妝保健,香水、香氛,「debicandle 」淨化/早晨/舒眠/花園/森林/茶樹/玫瑰/日本蜜柑複方天然精油15%入手工香氛蠟燭1入,$30 - $35,30,35,620,https://shopee.tw/「debicandle-」淨化-早晨-舒眠-花園-森林-茶樹-玫瑰-日本蜜柑複方天然精油15-入手工香氛蠟燭1入-i.1976372.942725132,https://cf.shopee.tw/file/7697fe4812ff970ca97b1e6afd955134
美妝保健,香水、香氛,正韓保證 cocodor 室內擴香瓶 200ml 711可15瓶 室內芳香劑 小蒼蘭 擴香 另售補充瓶,$109 - $139,109,139,605,https://shopee.tw/正韓保證-cocodor-室內擴香瓶-200ml-711可15瓶-室內芳香劑-小蒼蘭-擴香-另售補充瓶-i.37384971.580429289,https://cf.shopee.tw/file/e6689b43135d8029a88d437cf3228610
美妝保健,香水、香氛,現貨當天出!香水分裝瓶 填充式 補充瓶 分裝瓶 香水瓶 隨身瓶 噴霧瓶 出國 外出 底部 5ml旅遊 自泵式,$30 ,30,30,563,https://shopee.tw/現貨當天出!香水分裝瓶-填充式-補充瓶-分裝瓶-香水瓶-隨身瓶-噴霧瓶-出國-外出-底部-5ml旅遊-自泵式-i.64298240.1124431874,https://cf.shopee.tw/file/d20a29c7b727b70baebe0d4edd25b277
美妝保健,香水、香氛,Jo Malone針管香水1.5ml(五款可選),$159 ,159,159,543,https://shopee.tw/Jo-Malone針管香水1.5ml(五款可選)-i.116304162.1861607296,https://cf.shopee.tw/file/ec8f565fa8a6c560758b700e1e1ad454
美妝保健,香水、香氛,特別促銷 - AVON 雅芳滾珠制汗體香劑/體香噴霧,$20 - $33,20,33,534,https://shopee.tw/特別促銷-AVON-雅芳滾珠制汗體香劑-體香噴霧-i.8039258.1847595998,https://cf.shopee.tw/file/95b1e4f0dc440cc9fc05364c6da47213
美妝保健,香水、香氛,正品小香水 試管小香3ml 小黑裙/獨角獸/摩登coco/許願精靈/甜心小姐/清甜小雛菊/巴黎女士/粉色機遇 大牌替代品,$7 - $19,7,19,1110,https://shopee.tw/正品小香水-試管小香3ml-小黑裙-獨角獸-摩登coco-許願精靈-甜心小姐-清甜小雛菊-巴黎女士-粉色機遇-大牌替代品-i.73320867.1431246683,https://cf.shopee.tw/file/dabb174544ce4c9782aa837e484e3b99
美妝保健,香水、香氛,玻璃 噴瓶 香水 分裝瓶 jo malone 各式香水 2ml 3ml 5ml 10ml,$7 - $10,7,10,854,https://shopee.tw/玻璃-噴瓶-香水-分裝瓶-jo-malone-各式香水-2ml-3ml-5ml-10ml-i.9516042.432396757,https://cf.shopee.tw/file/775829fcbcbb184a2c0fdfea97424e9c
美妝保健,香水、香氛,試管香水/使用裝噴霧/現貨商品/平價正品/娃娃機商品（過年後出貨）,$5 - $12,5,12,9173,https://shopee.tw/試管香水-使用裝噴霧-現貨商品-平價正品-娃娃機商品（過年後出貨）-i.1644242.1589381269,https://cf.shopee.tw/file/9a6e78ca88d38011ce743e72fa4aed7d
美妝保健,香水、香氛,小樣香水 現貨秒發 3ml,$10 ,10,10,2821,https://shopee.tw/小樣香水-現貨秒發-3ml-i.823910.1674282827,https://cf.shopee.tw/file/565170fc4c378e933892af11bb95243d
美妝保健,手足保養、美甲,熱銷款 快速 卸甲包 卸甲刨 光療指甲卸甲 - 美甲材料 美甲工具 美甲飾品 - JoysLu美甲,$1 ,1,1,25709,https://shopee.tw/熱銷款-快速-卸甲包-卸甲刨-光療指甲卸甲-美甲材料-美甲工具-美甲飾品-JoysLu美甲-i.462676.173920582,https://cf.shopee.tw/file/373cd62cc30a363bed5ec8562821c2d1
美妝保健,手足保養、美甲,全館現貨?超熱銷【 卸甲包 】 美甲 卸甲液 卸甲綿 光療 卸甲包 指甲卸甲包 卸指 甲油膠 卸光療膠卸甲 I5-3,$1 ,1,1,15230,https://shopee.tw/全館現貨?超熱銷【-卸甲包-】-美甲-卸甲液-卸甲綿-光療-卸甲包-指甲卸甲包-卸指-甲油膠-卸光療膠卸甲-I5-3-i.3566043.20805126,https://cf.shopee.tw/file/61fa553e8f8c964549aabaaf8181e824
美妝保健,手足保養、美甲,che gel 延禧 莫蘭迪 40色 光療膠 - 光療指甲油 甲油膠 光療 需 光療機 - JoysLu美甲美妝,$40 ,40,40,2344,https://shopee.tw/che-gel-延禧-莫蘭迪-40色-光療膠-光療指甲油-甲油膠-光療-需-光療機-JoysLu美甲美妝-i.462676.1538773911,https://cf.shopee.tw/file/f28f21f82dfea9040f31acdd41418025
美妝保健,手足保養、美甲,美甲【可卸 Q瓶 LED/UV凝膠 環保材質】 光療 美甲 水晶粉 粉雕 建構膠 亮片 延長膠 卸甲液 AA-1,$35 ,35,35,1410,https://shopee.tw/美甲【可卸-Q瓶-LED-UV凝膠-環保材質】-光療-美甲-水晶粉-粉雕-建構膠-亮片-延長膠-卸甲液-AA-1-i.3566043.14483875,https://cf.shopee.tw/file/ad773a32cfe30fa81c0d90df5c529802
美妝保健,手足保養、美甲,【下殺$39/買10送2】光療指甲貼(隨機立體版)-until-515151B 指甲貼紙 指甲貼片 指甲彩繪,$39 ,39,39,1282,https://shopee.tw/【下殺-39-買10送2】光療指甲貼(隨機立體版)-until-515151B-指甲貼紙-指甲貼片-指甲彩繪-i.13430830.980278468,https://cf.shopee.tw/file/198897619a8f605ce041c30f346d2cd5
美妝保健,手足保養、美甲,【下殺$29/買10送2】光療指甲貼(隨機平面版)-until-515151A 指甲貼紙 指甲貼片 指甲彩繪,$29 ,29,29,1190,https://shopee.tw/【下殺-29-買10送2】光療指甲貼(隨機平面版)-until-515151A-指甲貼紙-指甲貼片-指甲彩繪-i.13430830.435402308,https://cf.shopee.tw/file/e2d76f133e90b118ab31f3697e780985
美妝保健,手足保養、美甲,R.Nail 美甲飾品 ((現貨秒發 )) OPI 指緣油 " 限10支以上出貨 " 營養筆 修護指甲邊緣皮膚 打卡小禮,$10 - $13,10,13,1867,https://shopee.tw/R.Nail-美甲飾品-((現貨秒發-))-OPI-指緣油-限10支以上出貨-營養筆-修護指甲邊緣皮膚-打卡小禮-i.9448431.1535044694,https://cf.shopee.tw/file/d1e12f5616fd9f2cb0964d5dd43b2d60
美妝保健,手足保養、美甲,潔淨如初~指甲貼紙專用除膠清潔棉(20送10、30送20)-until-545422,$2 ,2,2,1292,https://shopee.tw/潔淨如初~指甲貼紙專用除膠清潔棉(20送10、30送20)-until-545422-i.13430830.1684269114,https://cf.shopee.tw/file/7cbac60da3c9aa6b9774c012996a6257
美妝保健,手足保養、美甲,【 快速 延長 水晶膠 延甲膠】 30ml 15ml 軟管膠快速延甲再送折扣碼 快速延長膠 黏鑽膠 水晶甲模 C1-4,$34 - $99,34,99,1064,https://shopee.tw/【-快速-延長-水晶膠-延甲膠】-30ml-15ml-軟管膠快速延甲再送折扣碼-快速延長膠-黏鑽膠-水晶甲模-C1-4-i.3566043.1346434957,https://cf.shopee.tw/file/c9b211f9cabc376d2d77706216db1df2
美妝保健,手足保養、美甲,37元 當天出貨！限時特價｜台灣 阿嬤的配方 足貼 (2枚入 x 1包) 茶葉黑足貼『多款供選』,$37 - $46,37,46,1276,https://shopee.tw/37元-當天出貨！限時特價｜台灣-阿嬤的配方-足貼-(2枚入-x-1包)-茶葉黑足貼『多款供選』-i.10887555.1446024884,https://cf.shopee.tw/file/d21bf09c998a6770aad1cd0f205f15be
美妝保健,手足保養、美甲,108樂購 買5送1 CANDY糖果色 熱銷日韓歐美 爆夯 水性 可剝 無毒 可撕 馬卡龍 指甲油 網美款【MM101】,$39 ,39,39,1089,https://shopee.tw/108樂購-買5送1-CANDY糖果色-熱銷日韓歐美-爆夯-水性-可剝-無毒-可撕-馬卡龍-指甲油-網美款【MM101】-i.3669047.1440744377,https://cf.shopee.tw/file/4b93885f036261adf9c6d2353fdc54c9
美妝保健,手足保養、美甲,【Lollipop棒棒糖美甲】新上市che gel 最新延禧攻略宮廷色系甲油膠 40色 美甲膠 光療膠 光療指甲油需照燈,$32 ,32,32,1350,https://shopee.tw/【Lollipop棒棒糖美甲】新上市che-gel-最新延禧攻略宮廷色系甲油膠-40色-美甲膠-光療膠-光療指甲油需照燈-i.3483789.1188500904,https://cf.shopee.tw/file/75fad2dbdd8442b7c27e64d2e6388d0a
美妝保健,手足保養、美甲,環保卸甲包 光療卸甲包 卸甲套 卸甲液 卸甲水 美甲材料 卸甲 妙茜 甲油膠 光療膠 凝膠,$1 ,1,1,5252,https://shopee.tw/環保卸甲包-光療卸甲包-卸甲套-卸甲液-卸甲水-美甲材料-卸甲-妙茜-甲油膠-光療膠-凝膠-i.3419197.40083098,https://cf.shopee.tw/file/b797415ce7701af989a80805fe9b5c02
美妝保健,手足保養、美甲,限時下殺 DIY美甲片日韓潮流美甲片甜美可愛少女風指甲貼片指甲貼紙光療美甲學生懶人美甲貼紙指甲貼紙 3D立體卡通銀美甲貼,$11 ,11,11,870,https://shopee.tw/限時下殺-DIY美甲片日韓潮流美甲片甜美可愛少女風指甲貼片指甲貼紙光療美甲學生懶人美甲貼紙指甲貼紙-3D立體卡通銀美甲貼-i.95922229.1715612374,https://cf.shopee.tw/file/e0d600f12d146bf3b8218377379d2dad
美妝保健,手足保養、美甲,台灣現貨 熱銷【 妙茜卸甲包 】 單片 美甲師推薦 卸甲巾 卸甲液 卸甲棉 光療卸甲包 卸除 卸光療膠卸甲 I5-3,$1 ,1,1,1257,https://shopee.tw/台灣現貨-熱銷【-妙茜卸甲包-】-單片-美甲師推薦-卸甲巾-卸甲液-卸甲棉-光療卸甲包-卸除-卸光療膠卸甲-I5-3-i.5519560.30228801,https://cf.shopee.tw/file/d1f8b4c6bb30a145a0b1164bcc710348
美妝保健,手足保養、美甲,che gel 摩登復古色系 若夏紫薇色 光療膠 - 光療指甲油 甲油膠 光療 需 光療機 - JoysLu美甲美妝,$40 ,40,40,842,https://shopee.tw/che-gel-摩登復古色系-若夏紫薇色-光療膠-光療指甲油-甲油膠-光療-需-光療機-JoysLu美甲美妝-i.462676.1371681514,https://cf.shopee.tw/file/06ce4de629d49e021ee9d925da5f8bb8
美妝保健,手足保養、美甲,台灣現貨【MDS指緣筆】美甲 營養油 指緣筆 批發 指緣油 美甲 凝膠 MDS 光療 指緣油 水晶 死皮 C-4,$18 ,18,18,1286,https://shopee.tw/台灣現貨【MDS指緣筆】美甲-營養油-指緣筆-批發-指緣油-美甲-凝膠-MDS-光療-指緣油-水晶-死皮-C-4-i.5519560.55761238,https://cf.shopee.tw/file/7d04215e0455dd97a61012ba8881c07d
美妝保健,手足保養、美甲,【Focallure光療指甲油膠 7ml】有機原料 底膠 封層 可卸式凝膠 美甲 光療膠 美甲 光療凝膠指甲油 C-47,$37 ,37,37,807,https://shopee.tw/【Focallure光療指甲油膠-7ml】有機原料-底膠-封層-可卸式凝膠-美甲-光療膠-美甲-光療凝膠指甲油-C-47-i.3566043.1156857315,https://cf.shopee.tw/file/125c9e0cf538be9f6e3989764c041508
美妝保健,手足保養、美甲,脫皮大師?現時特價?酪梨足膜 嫩白 去角質 一包兩個 腳氣 美足 舒壓 保濕 手膜 潤膚 促進肌膚新陳代謝 細緻肌膚,$69 ,69,69,782,https://shopee.tw/脫皮大師?現時特價?酪梨足膜-嫩白-去角質-一包兩個-腳氣-美足-舒壓-保濕-手膜-潤膚-促進肌膚新陳代謝-細緻肌膚-i.11815009.1427231259,https://cf.shopee.tw/file/fc9ae849fbafbfd459fdb63922baeb82
美妝保健,手足保養、美甲,【DDT】 innisfree 指甲油 Real Color Nail 彩色指甲油 繽紛大地指甲油 指彩 現貨 A204,$75 - $269,75,269,805,https://shopee.tw/【DDT】-innisfree-指甲油-Real-Color-Nail-彩色指甲油-繽紛大地指甲油-指彩-現貨-A204-i.16584973.257279443,https://cf.shopee.tw/file/741f879ada4ca6e49cc7d3b9b8806d6e
美妝保健,手足保養、美甲,? WHAT |現貨| Innisfree Real Color Nail 繽紛大地指甲油 彩色指甲油 生機自然指甲油,$75 ,75,75,780,https://shopee.tw/?-WHAT-現貨-Innisfree-Real-Color-Nail-繽紛大地指甲油-彩色指甲油-生機自然指甲油-i.3855468.1655201521,https://cf.shopee.tw/file/0e13120c671e287ed0d2b5b4e28062e5
美妝保健,手足保養、美甲,【CHE GEL 延喜莫蘭迪系列二】延禧 延禧攻略 美甲 延喜 莫蘭迪 宫廷色 復古色 光療膠 光療指甲油膠 C2-30,$32 ,32,32,777,https://shopee.tw/【CHE-GEL-延喜莫蘭迪系列二】延禧-延禧攻略-美甲-延喜-莫蘭迪-宫廷色-復古色-光療膠-光療指甲油膠-C2-30-i.3566043.1592154280,https://cf.shopee.tw/file/0ef1fb51d3a528bf93322bfca806d8f1
美妝保健,手足保養、美甲,現貨*台南出貨*莫蘭迪色 煙燻 29色可選 5ML水性可剝指甲油 持久防水可剝 無毒 撕拉 快乾 奶奶灰,$17 - $35,17,35,827,https://shopee.tw/現貨*台南出貨*莫蘭迪色-煙燻-29色可選-5ML水性可剝指甲油-持久防水可剝-無毒-撕拉-快乾-奶奶灰-i.4166960.1585871823,https://cf.shopee.tw/file/65c249b6cd6042edef3cb6d6aafc05ce
美妝保健,手足保養、美甲,? DEAL韓購??? Innisfree 指甲油 Real Color Nail 繽紛大地指甲油 彩色指甲油 生機自然,$75 ,75,75,756,https://shopee.tw/?-DEAL韓購???-Innisfree-指甲油-Real-Color-Nail-繽紛大地指甲油-彩色指甲油-生機自然-i.3319311.1809321861,https://cf.shopee.tw/file/1e34f911326480ff26ea8b54bf1cd753
美妝保健,手足保養、美甲,【Focallure光療指甲油膠 7ml】有機原料 底膠 封層 可卸式凝膠 光療膠 美甲 光療凝膠指甲油☆好康飾品材料☆,$35 ,35,35,788,https://shopee.tw/【Focallure光療指甲油膠-7ml】有機原料-底膠-封層-可卸式凝膠-光療膠-美甲-光療凝膠指甲油☆好康飾品材料☆-i.7615402.486376922,https://cf.shopee.tw/file/c1360346f4f33eb4591dcfc00d13ed75
美妝保健,手足保養、美甲,【Lollipop棒棒糖美甲】妙茜卸甲包 光療卸甲包 卸甲棉 美甲工具 1片裝,$1 ,1,1,3426,https://shopee.tw/【Lollipop棒棒糖美甲】妙茜卸甲包-光療卸甲包-卸甲棉-美甲工具-1片裝-i.3483789.18450504,https://cf.shopee.tw/file/64d84d905fccfe2efefaff6447b98a93
美妝保健,手足保養、美甲,?現貨公司正品?效期2022/2/11?EFEM去厚老廢粗硬角質足膜1包2入$48德國鹿角美足霜$89德國護足霜,$47 - $89,47,89,697,https://shopee.tw/?現貨公司正品?效期2022-2-11?EFEM去厚老廢粗硬角質足膜1包2入-48德國鹿角美足霜-89德國護足霜-i.9004350.63208005,https://cf.shopee.tw/file/3f0e3110318df6e6108bbee3fee19762
美妝保健,手足保養、美甲,50貼正品禦仲堂 老北京足貼 去濕氣暖足驅寒養生助眠 老北京 足貼 ?現貨到不用等?50貼,$68 ,68,68,707,https://shopee.tw/50貼正品禦仲堂-老北京足貼-去濕氣暖足驅寒養生助眠-老北京-足貼-?現貨到不用等?50貼-i.86800028.1504748285,https://cf.shopee.tw/file/15f73ef25d49ae47749ca5080eb98a1f
