https://web.facebook.com/egiik.qiguz,egiik.qiguz,2971,2
https://www.facebook.com/firman.a.saputra.39,firman.a.saputra.39,4995,3
https://www.facebook.com/dinhchinh77,dinhchinh77,3764,3
https://www.facebook.com/du.vo.9847,du.vo.9847,4830,3
https://m.facebook.com/shenuli.shenaya.9,shenuli.shenaya.9,4516,3
https://www.facebook.com/dewi048,dewi048,didn't get friends,0
https://www.facebook.com/myself.nadim,myself.nadim,621,1
https://facebook.com/sergei.grankin.9,sergei.grankin.9,3285,3
https://www.facebook.com/phuong.to.180625,phuong.to.180625,didn't get friends,0
https://www.facebook.com/tun.nis.5,tun.nis.5,603,1
https://www.facebook.com/honeyjane.jopista,honeyjane.jopista,2354,2
https://www.facebook.com/syrul.hawkers,syrul.hawkers,1481,2
https://m.facebook.com/sugiono.wibowo.75,sugiono.wibowo.75,2887,2
https://www.facebook.com/Mindsstoner.05,Mindsstoner.05,4304,3
https://www.facebook.com/milana.maria.98,milana.maria.98,4726,3
https://www.facebook.com/nguyenvinh391991,nguyenvinh391991,2743,2
https://www.facebook.com/leonid.zverev,leonid.zverev,5000,3
https://www.facebook.com/shohanur.shohan.370,shohanur.shohan.370,4962,3
https://web.facebook.com/moynul.hasan.shadik.badhon,moynul.hasan.shadik.badhon,4994,3
https://www.facebook.com/asemene41,asemene41,5000,3
https://www.facebook.com/lena.godova.58,lena.godova.58,4156,3
https://web.facebook.com/rubelarahim,rubelarahim,3111,3
https://www.facebook.com/pavlum88,pavlum88,2074,2
https://www.facebook.com/lizachaplina9,lizachaplina9,3519,3
https://www.facebook.com/Panqingwei,Panqingwei,4999,3
https://www.facebook.com/devan.naratama,devan.naratama,3419,3
https://www.facebook.com/humayro.humayro,humayro.humayro,didn't get friends,0
https://www.facebook.com/SamanthaLaylaus,SamanthaLaylaus,4813,3
https://www.facebook.com/EvelynArianaa,EvelynArianaa,4299,3
https://www.facebook.com/goshajackpot,goshajackpot,4986,3
https://www.facebook.com/engr.juaini,engr.juaini,4949,3
https://www.facebook.com/profile.php?id=100015363848915,profile.php?id=100015363848915,453,1
https://www.facebook.com/forallodsonline,forallodsonline,4998,3
https://web.facebook.com/indria.asma,indria.asma,3329,3
https://web.facebook.com/coinhunt1,coinhunt1,4934,3
https://www.facebook.com/nilbtc4555,nilbtc4555,4998,3
https://www.facebook.com/hain08636,hain08636,5000,3
https://www.facebook.com/farjana1155,farjana1155,5000,3
https://www.facebook.com/profile.php?id=100024577517252,profile.php?id=100024577517252,4998,3
https://web.facebook.com/fatema.lepa.5,fatema.lepa.5,5000,3
https://www.facebook.com/ronaldjohnsayson,ronaldjohnsayson,3098,3
https://www.facebook.com/profile.php?id=100008497518280,profile.php?id=100008497518280,4991,3
https://web.facebook.com/widodo.susanto.9,widodo.susanto.9,5000,3
https://www.facebook.com/habibur9606,habibur9606,5000,3
https://www.facebook.com/profile.php?id=100023639899654,profile.php?id=100023639899654,4996,3
https://www.facebook.com/harm4ul,harm4ul,3416,3
https://www.facebook.com/profile.php?id=100026054058740,profile.php?id=100026054058740,4997,3
https://www.facebook.com/ismat.morshed,ismat.morshed,2995,2
https://www.facebook.com/serg.romanov,serg.romanov,4999,3
https://www.facebook.com/ssaida.rahman.79,ssaida.rahman.79,4993,3
https://www.facebook.com/zininaks,zininaks,5000,3
https://www.facebook.com/hashini.rathnayaka.3158,hashini.rathnayaka.3158,4521,3
https://www.facebook.com/dutta.pra,dutta.pra,5000,3
https://www.facebook.com/erfan.maulida.31,erfan.maulida.31,4993,3
https://m.facebook.com/wali.gems.1,wali.gems.1,4626,3
https://web.facebook.com/gustiparikesit,gustiparikesit,1462,2
https://www.facebook.com/niks137,niks137,2493,2
https://www.facebook.com/Dzmitry22,Dzmitry22,5000,3
https://www.facebook.com/AlexaYesiree,AlexaYesiree,4897,3
https://www.facebook.com/Isabellaophia,Isabellaophia,4999,3
https://www.facebook.com/AgarawalRubi,AgarawalRubi,919,1
https://www.facebook.com/AudreyAllisonu,AudreyAllisonu,4544,3
https://www.facebook.com/profile.php?id=100008115078198,profile.php?id=100008115078198,4999,3
https://www.facebook.com/YuriLapunov,YuriLapunov,5000,3
https://www.facebook.com/janna.phill,janna.phill,1946,2
https://www.facebook.com/profile.php?id=100024824300247,profile.php?id=100024824300247,5000,3
https://m.facebook.com/amado.francisco.716,amado.francisco.716,2099,2
https://web.facebook.com/donita.cairissa.7,donita.cairissa.7,4922,3
https://web.facebook.com/amifeabidav.arsemaleale,amifeabidav.arsemaleale,2784,2
https://web.facebook.com/siska.pesegh.1,siska.pesegh.1,4999,3
https://www.facebook.com/dula.akter.7902,dula.akter.7902,2960,2
https://www.facebook.com/manzvenz07,manzvenz07,4994,3
https://m.facebook.com/subejo.bejo.1612,subejo.bejo.1612,2801,2
https://www.facebook.com/whyie14,whyie14,4997,3
https://www.facebook.com/J.Walter2000,J.Walter2000,4947,3
https://www.facebook.com/profile.php?id=100010329941674,profile.php?id=100010329941674,4045,3
https://www.facebook.com/nhikita.satomo.9,nhikita.satomo.9,4998,3
https://www.facebook.com/AbigailCamilau,AbigailCamilau,4769,3
https://www.facebook.com/ardy.litoz,ardy.litoz,4992,3
https://www.facebook.com/lilynjoy.samillano,lilynjoy.samillano,5000,3
https://www.facebook.com/DristyBasu01,DristyBasu01,4940,3
https://www.facebook.com/ahmadfergusen1,ahmadfergusen1,5000,3
https://m.facebook.com/samsul.amri.319?ref=bookmarks,samsul.amri.319?ref=bookmarks,2603,2
https://www.facebook.com/mhd.asnawi.37,mhd.asnawi.37,1165,2
https://web.facebook.com/asrofi.fadil,asrofi.fadil,didn't get friends,0
https://www.facebook.com/dimonbtc,dimonbtc,4990,3
https://web.facebook.com/profile.php?id=100009698822984,profile.php?id=100009698822984,1251,2
https://www.facebook.com/ryan.fadhila,ryan.fadhila,2680,2
https://m.facebook.com/ontorajannatnilima.ontorajannatnilima,ontorajannatnilima.ontorajannatnilima,4991,3
https://facebook.com/profile.php?id=100007104457697,profile.php?id=100007104457697,662,1
https://facebook.com/mokhlesur595,mokhlesur595,4974,3
https://www.facebook.com/dhinilestari26,dhinilestari26,4999,3
https://www.facebook.com/arip.tanggoro.5,arip.tanggoro.5,4208,3
https://www.facebook.com/bakul.wedang.589,bakul.wedang.589,4773,3
https://m.facebook.com/ade.afriyan.3,ade.afriyan.3,3259,3
https://www.facebook.com/ViceKing420,ViceKing420,didn't get friends,0
https://www.facebook.com/rhofix.thecrypteez,rhofix.thecrypteez,1810,2
https://www.facebook.com/profile.php?id=100017158085294,profile.php?id=100017158085294,1061,2
https://www.facebook.com/LenaPetrovaus,LenaPetrovaus,4305,3
https://www.facebook.com/toan.ngovan.7773,toan.ngovan.7773,4957,3
https://www.facebook.com/SEZDF,SEZDF,4999,3
https://www.facebook.com/afif.ali.94,afif.ali.94,2189,2
https://www.facebook.com/Fajarr.Lazuardiyanto,Fajarr.Lazuardiyanto,5000,3
https://www.facebook.com/Gollu0007,Gollu0007,4990,3
https://www.facebook.com/Finnohayanal,Finnohayanal,3884,3
https://www.facebook.com/riyaana43,riyaana43,4980,3
https://www.facebook.com/anushreedas.orni,anushreedas.orni,4910,3
https://m.facebook.com/lily.peseekk,lily.peseekk,4930,3
https://m.facebook.com/putri.mahadewi.792?ref=bookmarks,putri.mahadewi.792?ref=bookmarks,4998,3
https://www.facebook.com/tedaditya,tedaditya,3632,3
https://www.facebook.com/asikrahman.atai.5,asikrahman.atai.5,4234,3
https://www.facebook.com/Sisak01,Sisak01,4995,3
https://www.facebook.com/rinatvr,rinatvr,3608,3
https://www.facebook.com/ImamDJ7,ImamDJ7,2210,2
https://www.facebook.com/retsam077,retsam077,4957,3
https://www.facebook.com/moon.club.750,moon.club.750,5000,3
https://m.facebook.com/suebkrisdiyanro.suebkrisdiyanro.3?refid=7,suebkrisdiyanro.suebkrisdiyanro.3?refid=7,5000,3
https://www.facebook.com/angela.terry.585,angela.terry.585,4985,3
https://www.facebook.com/AngieJ.Gayhart,AngieJ.Gayhart,2150,2
