https://www.facebook.com/Daniel.Hunter686,Daniel.Hunter686,5000,3
https://www.facebook.com/taras.siruy.3,taras.siruy.3,5000,3
https://www.facebook.com/mermdk,mermdk,5000,3
https://www.facebook.com/barinovo619,barinovo619,4320,3
https://www.facebook.com/Lisa.Julian23,Lisa.Julian23,4986,3
https://web.facebook.com/Shakawat8925,Shakawat8925,4993,3
https://m.facebook.com/mariachristina.delan.9,mariachristina.delan.9,1885,2
https://www.facebook.com/artsobol,artsobol,4817,3
https://web.facebook.com/fara.dita11,fara.dita11,2505,2
https://www.facebook.com/eklomanova1,eklomanova1,4690,3
https://www.facebook.com/imstrongwoman,imstrongwoman,4992,3
https://web.facebook.com/truyty,truyty,3836,3
https://www.facebook.com/lizmarkova,lizmarkova,4939,3
https://www.facebook.com/profile.php?id=100022079413157,profile.php?id=100022079413157,4965,3
https://m.facebook.com/jay.chris.3382,jay.chris.3382,1213,2
https://www.facebook.com/mjonel.salessamillano,mjonel.salessamillano,1990,2
https://www.facebook.com/espritman999,espritman999,4992,3
https://www.facebook.com/ledat161293,ledat161293,repeated url,0
https://m.facebook.com/risaririri,risaririri,5000,3
https://www.facebook.com/IvanRuzv,IvanRuzv,4993,3
https://www.facebook.com/dexter.cargullo,dexter.cargullo,4953,3
https://www.facebook.com/igp.real,igp.real,569,1
https://web.facebook.com/jazzman.igp,jazzman.igp,didn't get friends,0
https://www.facebook.com/ledat161293,profile.php?id=100004365197663,5000,3
https://www.facebook.com/ahmd.ibrahim.969,ahmd.ibrahim.969,4555,3
https://web.facebook.com/cwoksagitaryuz,cwoksagitaryuz,3159,3
https://www.facebook.com/winanto.saputra.58,winanto.saputra.58,4997,3
https://www.facebook.com/ry.zal.900,ry.zal.900,didn't get friends,0
https://www.facebook.com/nguyenhuy1107,nguyenhuy1107,4997,3
https://www.facebook.com/vinaybit0007,vinaybit0007,didn't get friends,0
https://www.facebook.com/Hasib8118,Hasib8118,5000,3
https://web.facebook.com/lambe.jeder,lambe.jeder,4101,3
https://web.facebook.com/andha.selamanya.1,andha.selamanya.1,4999,3
https://www.facebook.com/profile.php?id=100026032907699,profile.php?id=100026032907699,4998,3
https://www.facebook.com/valerij.gerasimov,valerij.gerasimov,4996,3
https://www.facebook.com/aisnelis.silensia,aisnelis.silensia,4995,3
https://www.facebook.com/zlata.crypto,zlata.crypto,4228,3
https://www.facebook.com/nadea.gafarova,nadea.gafarova,4989,3
https://www.facebook.com/shramko.timur.7,shramko.timur.7,3667,3
https://www.facebook.com/andyson.lina.3,andyson.lina.3,4998,3
https://www.facebook.com/uche.chuks.503,uche.chuks.503,5000,3
https://m.facebook.com/khoir.enjoyaja?ref=bookmarks,khoir.enjoyaja?ref=bookmarks,1527,2
https://www.facebook.com/100012765190677,1.00013E+14,4996,3
