category,category url,main class,class url
男生包包與配件,https://shopee.tw/男生包包與配件-cat.1837,眼鏡,https://shopee.tw/眼鏡-cat.1837.1853
男生包包與配件,https://shopee.tw/男生包包與配件-cat.1837,手提包,https://shopee.tw/手提包-cat.1837.1847
男生包包與配件,https://shopee.tw/男生包包與配件-cat.1837,圍巾、手套,https://shopee.tw/圍巾、手套-cat.1837.1857
男生包包與配件,https://shopee.tw/男生包包與配件-cat.1837,其他,https://shopee.tw/其他-cat.1837.1838
男生包包與配件,https://shopee.tw/男生包包與配件-cat.1837,男仕精品包包配件,https://shopee.tw/男仕精品包包配件-cat.1837.20589
男生包包與配件,https://shopee.tw/男生包包與配件-cat.1837,皮帶、領帶,https://shopee.tw/皮帶、領帶-cat.1837.20587
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,休閒零食,https://shopee.tw/休閒零食-cat.66.2209
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,飲料、沖泡品,https://shopee.tw/飲料、沖泡品-cat.66.1653
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,進口零食,https://shopee.tw/進口零食-cat.66.15926
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,熟食、小吃,https://shopee.tw/熟食、小吃-cat.66.1649
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,米、麵食,https://shopee.tw/米、麵食-cat.66.15920
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,蛋糕、甜點,https://shopee.tw/蛋糕、甜點-cat.66.1647
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,烘焙食材、南北雜貨,https://shopee.tw/烘焙食材、南北雜貨-cat.66.8411
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,生鮮食品,https://shopee.tw/生鮮食品-cat.66.1651
美食、伴手禮,https://shopee.tw/美食、伴手禮-cat.66,其他,https://shopee.tw/其他-cat.66.290
遊戲王,https://shopee.tw/遊戲王-cat.72,主機遊戲,https://shopee.tw/主機遊戲-cat.72.14591
遊戲王,https://shopee.tw/遊戲王-cat.72,掌上型電玩,https://shopee.tw/掌上型電玩-cat.72.8086
遊戲王,https://shopee.tw/遊戲王-cat.72,桌遊,https://shopee.tw/桌遊-cat.72.2633
遊戲王,https://shopee.tw/遊戲王-cat.72,手機遊戲,https://shopee.tw/手機遊戲-cat.72.14639
遊戲王,https://shopee.tw/遊戲王-cat.72,電腦遊戲,https://shopee.tw/電腦遊戲-cat.72.14617
遊戲王,https://shopee.tw/遊戲王-cat.72,遊戲周邊商品,https://shopee.tw/遊戲周邊商品-cat.72.14627
遊戲王,https://shopee.tw/遊戲王-cat.72,其他,https://shopee.tw/其他-cat.72.288
遊戲王,https://shopee.tw/遊戲王-cat.72,虛擬點數,https://shopee.tw/虛擬點數-cat.72.13987
