https://bitcointalk.org/index.php?topic=4778587.msg43139566#msg43139566,0
https://twitter.com/taraspinchak/status/1024250364609155072,0
https://twitter.com/funny_models/status/1026336830189391872,20
https://bitcointalk.org/index.php?topic=4778587.msg43144221#msg43144221,0
https://bitcointalk.org/index.php?topic=4778587.msg43145128#msg43145128,0
https://twitter.com/mps_olga/status/1029324163389906944,20
https://bitcointalk.org/index.php?topic=4778587.msg43146246#msg43146246,0
https://bitcointalk.org/index.php?topic=4778587.msg43147048#msg43147048,0
https://bitcointalk.org/index.php?topic=4778587.msg43150772#msg43150772,0
https://bitcointalk.org/index.php?topic=4778587.msg43151617#msg43151617,0
https://twitter.com/Dhanems1/status/1032238867049529345,14
https://bitcointalk.org/index.php?topic=4778587.msg43152642#msg43152642,0
https://twitter.com/wahabbounty/status/1032293732131827714,16
https://twitter.com/noviaexo1/status/1023931983271944194,16
https://twitter.com/Milonsa2/status/1025062069513510912,2
https://bitcointalk.org/index.php?topic=4778587.msg43153939#msg43153939,0
https://bitcointalk.org/index.php?topic=4778587.msg43154508#msg43154508,0
https://twitter.com/espritman999/status/1030811644316737537,6
https://twitter.com/ledat1612/status/1028979213691305985,20
https://bitcointalk.org/index.php?topic=4778587.msg43155996#msg43155996,0
https://twitter.com/webrevolutionz/status/1024310825736134657,4
https://twitter.com/k2005_k/status/1025089274683777025,8
https://twitter.com/HectorBR90/status/1032158285594415104,8
https://twitter.com/nguyenhuy1107/status/1024699275840696320,18
https://bitcointalk.org/index.php?topic=4778587.msg43167873#msg43167873,0
https://twitter.com/hanif9047_hanif/status/1026944857888063488,8
https://twitter.com/ramadana_syahru/status/1024296840097759234,4
https://bitcointalk.org/index.php?topic=4778587.msg43172336#msg43172336,0
https://bitcointalk.org/index.php?topic=4778587.msg43172510#msg43172510,0
https://twitter.com/Crypto__Mania93/status/1025801950846218241,2
https://bitcointalk.org/index.php?topic=4778587.msg43176556#msg43176556,0
https://twitter.com/shratim/status/1033810296517943298,16
https://bitcointalk.org/index.php?topic=4778587.new#new,0
https://twitter.com/BlackUche/status/1034895892137103365,10
https://twitter.com/MinhSang07/status/1035020080705228800,10
https://twitter.com/phuong43165290/status/1025055249982091264,18
https://twitter.com/rizalestarii/status/1032887997618782209,10
https://twitter.com/dinhchinhng/status/1027094221331652609,15
https://twitter.com/JDumloan/status/1024117613645848576,2
https://twitter.com/Shenuli3/status/1033900774969896960,9
https://bitcointalk.org/index.php?topic=4778587.msg43188471#msg43188471,0
https://twitter.com/nadimtalk23/status/1024143352160112640,14
https://bitcointalk.org/index.php?topic=4778587.msg43189569#msg43189569,0
https://bitcointalk.org/index.php?topic=4778587.msg43190974#msg43190974,0
https://twitter.com/honey083089/status/1031381853930811393,14
https://twitter.com/syrulhawkers/status/1025259356969791488,12
https://bitcointalk.org/index.php?topic=4778587.msg43192553#msg43192553,0
https://twitter.com/MdMilon24635854/status/1026666878805016576,7
https://bitcointalk.org/index.php?topic=4778587.msg43196505#msg43196505,0
https://twitter.com/ssohanurrahman2/status/1025367060132454401,2
https://twitter.com/nilmegh12/status/1024223743533412352,1
https://twitter.com/asemene41/status/1028209598056951808,8
https://twitter.com/dimagunner23/status/1028984292020502529,0
https://twitter.com/BergFiles/status/1029678461458104321,16
https://bitcointalk.org/index.php?topic=4778587.msg43205458#msg43205458,0
https://bitcointalk.org/index.php?topic=4778587.msg43205974#msg43205974,0
https://bitcointalk.org/index.php?topic=4778587.new#new,0
https://twitter.com/andy_flotado/status/1032567822621110272,20
https://bitcointalk.org/index.php?topic=4778587.msg43209218#msg43209218,0
https://twitter.com/samanthalaylaus/status/1030490705846710272,8
https://twitter.com/chaple100/status/1027808841482661888,8
