Item name,Price,Review num,Item url
Calvin Klein Men's Relaxed Straight Fit Jeans,$19.36 - $115.09,0,https://www.amazon.com/Calvin-Klein-Relaxed-Straight-forever/dp/B07D5VV5SX/ref=sr_1_228?s=apparel&ie=UTF8&qid=1548232138&sr=1-228&nodeID=1045564&psd=1
Wrangler Men's Flame Resistant Relaxed Fit Jean,$35.00 - $109.39,89,https://www.amazon.com/Wrangler-Flame-Resistant-Relaxed-38x32/dp/B005DIHM0K/ref=sr_1_229?s=apparel&ie=UTF8&qid=1548232138&sr=1-229&nodeID=1045564&psd=1
Levi's Men's 514 Straight Fit Jeans,$47.37 - $49.99,84,https://www.amazon.com/Levis-Mens-Straight-Jeans-Dorothy/dp/B077XPV8KW/ref=sr_1_230?s=apparel&ie=UTF8&qid=1548232138&sr=1-230&nodeID=1045564&psd=1
Cinch Men's Silver Label Slim-Fit Jean,$40.53 - $74.99,50,https://www.amazon.com/Cinch-Silver-Label-Performance-Jeans/dp/B07G64W3WP/ref=sr_1_231?s=apparel&ie=UTF8&qid=1548232138&sr=1-231&nodeID=1045564&psd=1
Indigo alpha Stretch Regular Classic Straight Fit Blue Stonewash Denim Jeans for Men £¨801-05£©,$19.99 - $38.99,90,https://www.amazon.com/Indigo-alpha-Stretch-Straight-L32/dp/B0788VVFZR/ref=sr_1_232?s=apparel&ie=UTF8&qid=1548232138&sr=1-232&nodeID=1045564&psd=1
Wrangler RIGGS WORKWEAR Men's Flame Resistant Relaxed Fit Jean,$37.79 - $99.00,216,https://www.amazon.com/Wrangler-Riggs-Workwear-Relaxed-Medium/dp/B005DIIBNC/ref=sr_1_233?s=apparel&ie=UTF8&qid=1548232138&sr=1-233&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Regular Taper Jeans,$21.62 - $24.99,38,https://www.amazon.com/Signature-Levi-Strauss-Gold-Label/dp/B077RC66KZ/ref=sr_1_234?s=apparel&ie=UTF8&qid=1548232138&sr=1-234&nodeID=1045564&psd=1
Wrangler Men's Rugged Wear Relaxed Straight-Fit Jean,$24.99 - $50.00,651,https://www.amazon.com/Wrangler-Rugged-Relaxed-Straight-42x30/dp/B004H2PVFQ/ref=sr_1_235?s=apparel&ie=UTF8&qid=1548232138&sr=1-235&nodeID=1045564&psd=1
Levi's Men's 511 Stretch Jean,$47.49 - $59.99,69,https://www.amazon.com/Levis-Mens-Slim-Fit-Jeans-Lurker/dp/B07C2RQDHP/ref=sr_1_236?s=apparel&ie=UTF8&qid=1548232138&sr=1-236&nodeID=1045564&psd=1
FEESON Men's Straight Leg Slimming Fit Distressed Loose Denim Jeans,$21.99 - $32.99,124,https://www.amazon.com/FEESON-Straight-Slimming-Distressed-Loose/dp/B06XVMKTD3/ref=sr_1_237?s=apparel&ie=UTF8&qid=1548232138&sr=1-237&nodeID=1045564&psd=1
Demon hunter 808 YOUTH Series Men's Super Comfy Stretch Skinny Fit Denim Jeans,$16.90 - $29.90,624,https://www.amazon.com/Demon-hunter-Skinny-Jeans-DH8020/dp/B00PPSL37Q/ref=sr_1_238?s=apparel&ie=UTF8&qid=1548232138&sr=1-238&nodeID=1045564&psd=1
Victorious Men's DK Indigo Drop Crotch Denim Jogger Pants - URBANJ,$24.19 - $37.80,76,https://www.amazon.com/INDIGO-CROTCH-DENIM-JOGGER-PANTS/dp/B06XCTS3ZW/ref=sr_1_239?s=apparel&ie=UTF8&qid=1548232138&sr=1-239&nodeID=1045564&psd=1
KUYIGO Men's Skinny Slim Fit Stretch Straight Leg Fashion Jeans Pants,$24.99 - $29.99,14,https://www.amazon.com/KUYIGO-Skinny-Stretch-Straight-Fashion/dp/B07H9VGDZT/ref=sr_1_240?s=apparel&ie=UTF8&qid=1548232138&sr=1-240&nodeID=1045564&psd=1
KUYIGO Men's Skinny Slim Fit Stretch Straight Leg Fashion Jeans Pants,$24.99 - $29.99,14,https://www.amazon.com/KUYIGO-Skinny-Stretch-Straight-Fashion/dp/B07H9VGDZT/ref=sr_1_241?s=apparel&ie=UTF8&qid=1548232146&sr=1-241&nodeID=1045564&psd=1
U.S. Polo Assn. Men's Slim Straight 5 Pocket Stretch Twill Jean,$14.74 - $72.45,37,https://www.amazon.com/U-S-Polo-Assn-Straight-Stretch/dp/B079WMC3KM/ref=sr_1_242?s=apparel&ie=UTF8&qid=1548232146&sr=1-242&nodeID=1045564&psd=1
Leward Men's Ripped Skinny Distressed Destroyed Straight Fit Zipper Jeans Holes,$20.99 ,178,https://www.amazon.com/Leward-Ripped-Distressed-Destroyed-Straight/dp/B01KYUEB6Y/ref=sr_1_243?s=apparel&ie=UTF8&qid=1548232146&sr=1-243&nodeID=1045564&psd=1
LEE Men's Premium Flex Denim Classic Fit,$19.13 - $109.20,33,https://www.amazon.com/LEE-Premium-Denim-Classic-Empire/dp/B07BHKFQQF/ref=sr_1_244?s=apparel&ie=UTF8&qid=1548232146&sr=1-244&nodeID=1045564&psd=1
Silver Jeans Co. Men's Craig Bootcut Jeans,$65.03 - $170.47,1,https://www.amazon.com/Silver-Jeans-Craig-Bootcut-Marble/dp/B079V5L3M4/ref=sr_1_246?s=apparel&ie=UTF8&qid=1548232146&sr=1-246&nodeID=1045564&psd=1
Outback Rider Men's Dark Indigo Flannel Lined Relaxed Fit Jeans,$29.99 - $31.99,107,https://www.amazon.com/Outback-Rider-Flannel-Lined-Relaxed/dp/B01LORHEY2/ref=sr_1_247?s=apparel&ie=UTF8&qid=1548232146&sr=1-247&nodeID=1045564&psd=1
Dickies Men's Relaxed-Fit Double-Knee Carpenter Jean,$28.43 - $44.83,269,https://www.amazon.com/Dickies-Relaxed-Double-Carpenter-34x30/dp/B0002BH5GY/ref=sr_1_248?s=apparel&ie=UTF8&qid=1548232146&sr=1-248&nodeID=1045564&psd=1
Run & Fly Mens 60s 70s Vintage Hendrix Paisley Stretch Denim Retro Bell Bottom Flares,$49.95 ,27,https://www.amazon.com/Run-Fly-Vintage-Hendrix-Paisley/dp/B071H543R4/ref=sr_1_249?s=apparel&ie=UTF8&qid=1548232146&sr=1-249&nodeID=1045564&psd=1
Wrangler Authentics Men's Premium Athletic Fit Jean,$24.99 ,50,https://www.amazon.com/Wrangler-Authentics-Premium-Athletic-Darkest/dp/B073S6HRJG/ref=sr_1_250?s=apparel&ie=UTF8&qid=1548232146&sr=1-250&nodeID=1045564&psd=1
Nautica Men's 5 Pocket Straight Fit Stretch Jean,$32.92 - $101.40,60,https://www.amazon.com/Nautica-Pocket-Straight-Stretch-Stream/dp/B06XRXK5G9/ref=sr_1_251?s=apparel&ie=UTF8&qid=1548232146&sr=1-251&nodeID=1045564&psd=1
Carhartt Men's Traditional Fit Denim Five Pocket Jean B480,$28.99 - $247.73,444,https://www.amazon.com/Carhartt-Traditional-Denim-Pocket-Deepstone/dp/B005443LP8/ref=sr_1_252?s=apparel&ie=UTF8&qid=1548232146&sr=1-252&nodeID=1045564&psd=1
Lucky Brand Men's 221 Original Straight Jean,$65.31 - $129.98,91,https://www.amazon.com/Lucky-Brand-Original-Straight-34x30/dp/B00LFPR2K0/ref=sr_1_253?s=apparel&ie=UTF8&qid=1548232146&sr=1-253&nodeID=1045564&psd=1
Perruzo Men's Skinny Fit Stylish Stretch Jeans,$19.99 - $29.99,346,https://www.amazon.com/Perruzo-Skinny-Color-Jeans-32x30/dp/B017HVR1Y2/ref=sr_1_254?s=apparel&ie=UTF8&qid=1548232146&sr=1-254&nodeID=1045564&psd=1
Urban Star Mens Jeans Relaxed Fit Straight Leg,$14.99 - $69.99,172,https://www.amazon.com/Urban-Star-44-30-Black/dp/B01INZXQFO/ref=sr_1_255?s=apparel&ie=UTF8&qid=1548232146&sr=1-255&nodeID=1045564&psd=1
Southpole Men's Biker Flex Twill Jeans,$15.24 - $24.99,7,https://www.amazon.com/Southpole-Biker-Twill-Jeans-Black/dp/B07FB5HCQF/ref=sr_1_256?s=apparel&ie=UTF8&qid=1548232146&sr=1-256&nodeID=1045564&psd=1
NITAGUT Men's Slim Fit Stretch Destroyed Ripped Skinny Denim Jeans,$21.99 ,133,https://www.amazon.com/NITAGUT-Stretch-Destroyed-Ripped-White-32Wx31L/dp/B01MA5GIZF/ref=sr_1_257?s=apparel&ie=UTF8&qid=1548232146&sr=1-257&nodeID=1045564&psd=1
ZADDIC Skinny Fit Jeans Men's Younger-Looking Fashionable Colorful Super Comfy Stretch Slim Fit Tapered Jeans Pants.,$16.99 - $32.99,141,https://www.amazon.com/ZADDIC-Younger-Looking-Fashionable-Colorful-Stretch/dp/B0775HQXL8/ref=sr_1_258?s=apparel&ie=UTF8&qid=1548232146&sr=1-258&nodeID=1045564&psd=1
Soojun Mens Seniors Solid Loose Fit Elastic Casual Pants,$16.99 ,118,https://www.amazon.com/Soojun-Seniors-Elastic-Casual-Medium/dp/B07CL4FFKL/ref=sr_1_259?s=apparel&ie=UTF8&qid=1548232146&sr=1-259&nodeID=1045564&psd=1
Wrangler Authentics Men's Classic Flex Jean,$26.99 ,233,https://www.amazon.com/Wrangler-Mens-Authentics-Classic-38x29/dp/B01AIEO2W4/ref=sr_1_260?s=apparel&ie=UTF8&qid=1548232146&sr=1-260&nodeID=1045564&psd=1
Dockers Men's Slim Fit Jean Cut All Seasons Tech Pants,$22.72 - $58.00,16,https://www.amazon.com/Dockers-Mens-Seasons-Pants-Steelhead/dp/B078BMX8P9/ref=sr_1_261?s=apparel&ie=UTF8&qid=1548232146&sr=1-261&nodeID=1045564&psd=1
Rock & Roll Denim Men¡¯s Relaxed Fit Reflex Pistol Straight Leg Mid Wash Western Jeans,$74.99 - $98.75,17,https://www.amazon.com/Rock-Roll-Denim-Relaxed-Straight/dp/B0777SBW4C/ref=sr_1_262?s=apparel&ie=UTF8&qid=1548232146&sr=1-262&nodeID=1045564&psd=1
Carhartt Men's Flame Resistant Rugged Flex Jean Straight Traditional Fit,$62.00 - $79.99,28,https://www.amazon.com/Carhartt-Resistant-Rugged-Straight-Traditional/dp/B00TEPZOA8/ref=sr_1_263?s=apparel&ie=UTF8&qid=1548232146&sr=1-263&nodeID=1045564&psd=1
FEESON Men's Ripped Slim Fit Straight Denim Jeans Vintage Style Broken Holes,$25.99 - $33.99,291,https://www.amazon.com/Ripped-Straight-Denim-Vintage-Broken/dp/B07BBH8178/ref=sr_1_264?s=apparel&ie=UTF8&qid=1548232146&sr=1-264&nodeID=1045564&psd=1
Musuos Men's Ripped Skinny Distressed Destroyed Straight Fit Side Striped Zipper Jeans with Holes,$13.69 - $15.99,26,https://www.amazon.com/Musuos-Distressed-Destroyed-Straight-Striped/dp/B07GLRDXP6/ref=sr_1_265?s=apparel&ie=UTF8&qid=1548232146&sr=1-265&nodeID=1045564&psd=1
Dickies Men¡¯s Relaxed Fit Sanded Duck Carpenter Jean,$19.88 - $62.00,230,https://www.amazon.com/Dickies-Relaxed-Sanded-Carpenter-Brown/dp/B0039ZU2CO/ref=sr_1_266?s=apparel&ie=UTF8&qid=1548232146&sr=1-266&nodeID=1045564&psd=1
ETHANOL Mens Slim Hyper Stretch Motion Denim Jean,$14.99 - $23.99,184,https://www.amazon.com/ETHANOL-Mens-Stretch-Jeans-APL26136SK-PK15-WHITE-32/dp/B06XS7CBHW/ref=sr_1_267?s=apparel&ie=UTF8&qid=1548232146&sr=1-267&nodeID=1045564&psd=1
LONGBIDA Men's Ripped Slim Fit Skinny Destroyed Distressed Tapered Leg Jeans,$18.99 - $22.99,11,https://www.amazon.com/LONGBIDA-Ripped-Destroyed-Distressed-Tapered/dp/B07DPBXZVR/ref=sr_1_268?s=apparel&ie=UTF8&qid=1548232146&sr=1-268&nodeID=1045564&psd=1
OCHENTA Men's Tapered Flat Front Casual Dress Pants,$21.99 - $26.99,132,https://www.amazon.com/OCHENTA-Tapered-Front-Casual-Dress/dp/B01M3O494F/ref=sr_1_269?s=apparel&ie=UTF8&qid=1548232146&sr=1-269&nodeID=1045564&psd=1
34 Heritage Men's Charisma Relaxed Classic Denim,$133.00 - $195.00,33,https://www.amazon.com/34-Heritage-Charisma-Relaxed-Classic/dp/B01LGNJ9OW/ref=sr_1_270?s=apparel&ie=UTF8&qid=1548232146&sr=1-270&nodeID=1045564&psd=1
Wrangler RIGGS WORKWEAR Men's Work Horse Jean,$19.96 - $84.31,350,https://www.amazon.com/Riggs-Workwear-Wrangler-Vintage-Indigo/dp/B000A2K5P8/ref=sr_1_271?s=apparel&ie=UTF8&qid=1548232146&sr=1-271&nodeID=1045564&psd=1
Levi's Men's 513 Slim Straight Fit Jeans,$37.90 - $59.99,143,https://www.amazon.com/Levis-Stretch-Straight-Stone-31x32/dp/B0086L88R2/ref=sr_1_272?s=apparel&ie=UTF8&qid=1548232146&sr=1-272&nodeID=1045564&psd=1
Men¡¯s Slim Fit Pencil Pants Vintage Zipper Denim Distressed Stretch Ripped Jeans,$14.99 - $23.99,75,https://www.amazon.com/Pencil-Vintage-Distressed-Stretch-White-Gold/dp/B01KH1SVJI/ref=sr_1_273?s=apparel&ie=UTF8&qid=1548232146&sr=1-273&nodeID=1045564&psd=1
7 For All Mankind Men's Standard Straight Leg Jean,$107.28 - $215.00,90,https://www.amazon.com/All-Mankind-Standard-Straight-Leg-Clean/dp/B00AAJDNAK/ref=sr_1_274?s=apparel&ie=UTF8&qid=1548232146&sr=1-274&nodeID=1045564&psd=1
Indigo alpha Men¡¯s Stretch Extensible Boot Cut Fit Distressed Faded Denim Jeans(8016),$28.00 - $37.99,27,https://www.amazon.com/Indigo-alpha-Medium-Jeans-L30/dp/B077QHPSPR/ref=sr_1_275?s=apparel&ie=UTF8&qid=1548232146&sr=1-275&nodeID=1045564&psd=1
Eddie Bauer Men's Flannel-Lined Jeans - Relaxed Fit,$49.99 ,48,https://www.amazon.com/Eddie-Bauer-Mens-Flannel-Lined-Jeans/dp/B01M27L37G/ref=sr_1_276?s=apparel&ie=UTF8&qid=1548232146&sr=1-276&nodeID=1045564&psd=1
Wrangler Authentics Mens Premium Relaxed Straight-Leg Jean,$24.99 ,166,https://www.amazon.com/Wrangler-Authentics-Premium-Relaxed-Straight/dp/B00XKY5PXU/ref=sr_1_277?s=apparel&ie=UTF8&qid=1548232146&sr=1-277&nodeID=1045564&psd=1
JD Apparel Men's Skinny Fit Jeans,$16.99 - $29.99,235,https://www.amazon.com/JD-Apparel-Casual-Colored-30Wx32L/dp/B016PY1HLA/ref=sr_1_278?s=apparel&ie=UTF8&qid=1548232146&sr=1-278&nodeID=1045564&psd=1
YTD Men's Zipper Biker Jeans Ripped Distressed Slit Denim Slim Stretch Moto Pants,$26.99 - $29.99,140,https://www.amazon.com/YTD-Zipper-Distressed-Stretch-R-Black/dp/B06XR8SG6N/ref=sr_1_279?s=apparel&ie=UTF8&qid=1548232146&sr=1-279&nodeID=1045564&psd=1
Carhartt Men's Flame Resistant Signature Denim Jean Relaxed Fit,$59.99 - $133.47,160,https://www.amazon.com/Carhartt-Flame-Resistant-Signature-Relaxed/dp/B003ESPUI2/ref=sr_1_280?s=apparel&ie=UTF8&qid=1548232146&sr=1-280&nodeID=1045564&psd=1
Lee Men's Big-Tall Custom Fit Carpenter Jean,$37.88 - $135.76,168,https://www.amazon.com/Big-Tall-Custom-Carpenter-Original-Stone/dp/B00VLK2858/ref=sr_1_281?s=apparel&ie=UTF8&qid=1548232146&sr=1-281&nodeID=1045564&psd=1
Leward Men's Slim Fit Black Stretch Destroyed Ripped Skinny Denim Jeans,$21.69 ,205,https://www.amazon.com/Leward-Stretch-Destroyed-Ripped-Skinny/dp/B01LWXZSM0/ref=sr_1_282?s=apparel&ie=UTF8&qid=1548232146&sr=1-282&nodeID=1045564&psd=1
Carhartt Men's Original Fit Signature Denim Dungaree,$29.66 - $59.66,272,https://www.amazon.com/Carhartt-Original-Signature-Dungaree-Darkstone/dp/B000ZBMOG2/ref=sr_1_283?s=apparel&ie=UTF8&qid=1548232146&sr=1-283&nodeID=1045564&psd=1
Amazon Essentials Men's Straight-Fit 5-Pocket Jean,$20.00 ,6,https://www.amazon.com/Amazon-Essentials-Straight-Fit-5-Pocket-Medium/dp/B06XW3DKVL/ref=sr_1_284?s=apparel&ie=UTF8&qid=1548232146&sr=1-284&nodeID=1045564&psd=1
OKilr Pjik Men's Vintage Skinny Fit Destroyed Cotton Denim Jeans with Knee Open Rips,$23.00 - $31.99,80,https://www.amazon.com/Light-Skinny-Destroyed-Cotton-Denim/dp/B076963ZQ6/ref=sr_1_285?s=apparel&ie=UTF8&qid=1548232146&sr=1-285&nodeID=1045564&psd=1
Lee Men's Stain Resistant Relaxed-Fit Pleated Denim Pant,$23.99 - $88.61,500,https://www.amazon.com/Stain-Resistant-Relaxed-Pleated-Stonewash/dp/B002WYKGNI/ref=sr_1_286?s=apparel&ie=UTF8&qid=1548232146&sr=1-286&nodeID=1045564&psd=1
IZOD Mens Relaxed Fit Comfort Jeans,$29.74 - $138.61,143,https://www.amazon.com/Comfort-Stretch-Regular-Straight-Relaxed/dp/B00K1AIKKG/ref=sr_1_287?s=apparel&ie=UTF8&qid=1548232146&sr=1-287&nodeID=1045564&psd=1
Dickies Men's Relaxed Straight-Fit Carpenter Jean,$22.79 - $78.60,194,https://www.amazon.com/Dickies-Relaxed-Straight-Carpenter-Heritage/dp/B00LE6SUT2/ref=sr_1_288?s=apparel&ie=UTF8&qid=1548232146&sr=1-288&nodeID=1045564&psd=1
Volcom Mens Vorta Denim Jean,$41.25 - $112.95,56,https://www.amazon.com/Volcom-Vorta-Stretch-Denim-Rinse/dp/B00U01FV2G/ref=sr_1_289?s=apparel&ie=UTF8&qid=1548232154&sr=1-289&nodeID=1045564&psd=1
Naked & Famous Denim Men's Weird Guy Midrise Tapered-Leg Jean In Indigo Selvedge,$92.22 - $135.00,50,https://www.amazon.com/Naked-Famous-Denim-Mid-Rise-Tapered-Leg/dp/B00AAVHZ3O/ref=sr_1_290?s=apparel&ie=UTF8&qid=1548232154&sr=1-290&nodeID=1045564&psd=1
Wrangler Men's 20X Collection Vintage Bootcut Jean,$40.14 - $58.00,192,https://www.amazon.com/Wrangler-Xtreme-Cowboy-Vintage-Light/dp/B009AGABCM/ref=sr_1_291?s=apparel&ie=UTF8&qid=1548232154&sr=1-291&nodeID=1045564&psd=1
Carhartt Men's Full Swing Relaxed Dungaree Jean,$44.99 - $63.91,37,https://www.amazon.com/Carhartt-Swing-Relaxed-Dungaree-Superior/dp/B01MYC0UMW/ref=sr_1_292?s=apparel&ie=UTF8&qid=1548232154&sr=1-292&nodeID=1045564&psd=1
Dickies Men's Relaxed-Fit Five-Pocket Flex Performance Carpenter Jean,$24.71 - $39.98,56,https://www.amazon.com/Dickies-Relaxed-5-Pocket-Performance-Heritage/dp/B00RYLQYOO/ref=sr_1_293?s=apparel&ie=UTF8&qid=1548232154&sr=1-293&nodeID=1045564&psd=1
Silver Jeans Co. Men's Grayson Easy Fit Straight Leg Jeans,$47.00 - $170.47,25,https://www.amazon.com/Silver-Jeans-Co-Grayson-Straight/dp/B076Y3NQQ8/ref=sr_1_294?s=apparel&ie=UTF8&qid=1548232154&sr=1-294&nodeID=1045564&psd=1
Wrangler Authentics Men's Classic Stretch Jean with Flex Fit Waistband,$26.99 ,183,https://www.amazon.com/Wrangler-Authentics-Classic-Stretch-Bunny/dp/B01BGYC24U/ref=sr_1_295?s=apparel&ie=UTF8&qid=1548232154&sr=1-295&nodeID=1045564&psd=1
XARAZA Men's Stretchy Ripped Skinny Biker Jeans Slim Fit Denim Pants Destroyed Hole,$12.97 ,28,https://www.amazon.com/XARAZA-Stretchy-Ripped-Skinny-Destroyed/dp/B07KGD17P5/ref=sr_1_296?s=apparel&ie=UTF8&qid=1548232154&sr=1-296&nodeID=1045564&psd=1
Dickies Men's Slim Skinny Five-Pocket Jean,$26.99 - $35.96,206,https://www.amazon.com/Dickies-Skinny-5-Pocket-Heritage-Black/dp/B00RYLL12E/ref=sr_1_297?s=apparel&ie=UTF8&qid=1548232154&sr=1-297&nodeID=1045564&psd=1
Dickies Men's Loose-Fit Carpenter Jean,$30.49 - $39.99,327,https://www.amazon.com/Dickies-Loose-Carpenter-Stone-Washed/dp/B0020MMNS8/ref=sr_1_298?s=apparel&ie=UTF8&qid=1548232154&sr=1-298&nodeID=1045564&psd=1
Carhartt Men's Relaxed Fit Holter Jean,$27.38 - $95.74,30,https://www.amazon.com/Carhartt-Mens-Relaxed-Holter-Ridge/dp/B01MZD9SAS/ref=sr_1_299?s=apparel&ie=UTF8&qid=1548232154&sr=1-299&nodeID=1045564&psd=1
Enrica Men's Ripped Distressed Destroyed Straight Fit Washed Denim Jeans,$26.99 - $29.99,68,https://www.amazon.com/Ripped-Distressed-Destroyed-Straight-Vintage/dp/B075RSKZKM/ref=sr_1_300?s=apparel&ie=UTF8&qid=1548232154&sr=1-300&nodeID=1045564&psd=1
Southpole Men's Big & Tall Relaxed Fit Basic Sand Blasted Core Denim,$15.87 - $39.99,86,https://www.amazon.com/Southpole-Relaxed-Basic-Blasted-Denim/dp/B06Y4MZ41W/ref=sr_1_301?s=apparel&ie=UTF8&qid=1548232154&sr=1-301&nodeID=1045564&psd=1
Buffalo David Bitton Men's Evan-x Slim Straight Fit Denim Jean,$57.62 - $96.20,23,https://www.amazon.com/Buffalo-David-Bitton-Evan-x-Straight/dp/B071GW6J9P/ref=sr_1_302?s=apparel&ie=UTF8&qid=1548232154&sr=1-302&nodeID=1045564&psd=1
WULFUL Men's Skinny Slim Fit Stretch Comfy Fashion Denim Jeans Pants,$17.99 - $24.99,28,https://www.amazon.com/WULFUL-Skinny-Stretch-Straight-30Wx31L/dp/B07JYXNMZ4/ref=sr_1_303?s=apparel&ie=UTF8&qid=1548232154&sr=1-303&nodeID=1045564&psd=1
Levi's Men's 502 Regular Taper Fit Jeans,$53.01 - $59.50,5,https://www.amazon.com/Levis-Regular-Taper-Jeans-Steinway/dp/B07C2QW3RL/ref=sr_1_304?s=apparel&ie=UTF8&qid=1548232154&sr=1-304&nodeID=1045564&psd=1
Levi's Men's 513 Slim Straight-Jeans,$35.12 - $49.99,56,https://www.amazon.com/Levis-Mens-Slim-Straight-Jeans-Brick/dp/B077XR1T1C/ref=sr_1_305?s=apparel&ie=UTF8&qid=1548232154&sr=1-305&nodeID=1045564&psd=1
Full Blue Men's 5 Pocket Flannel Lined Jeans,$25.99 - $34.99,51,https://www.amazon.com/Full-Blue-Pocket-Flannel-Stonewash/dp/B075QM36RK/ref=sr_1_306?s=apparel&ie=UTF8&qid=1548232154&sr=1-306&nodeID=1045564&psd=1
URBAN K Men's Skinny Fit Jeans,$20.00 - $29.99,495,https://www.amazon.com/URBAN-Mens-Skinny-Fit-Jeans/dp/B00TXN3H2S/ref=sr_1_307?s=apparel&ie=UTF8&qid=1548232154&sr=1-307&nodeID=1045564&psd=1
Cinch Men's Carter Relaxed-Fit Jean,$30.99 - $93.75,68,https://www.amazon.com/Cinch-Carter-Relaxed-Medium-Stone/dp/B00EW46CV6/ref=sr_1_308?s=apparel&ie=UTF8&qid=1548232154&sr=1-308&nodeID=1045564&psd=1
Ariat Mens Fr M5 Slim Straight Shale,$56.62 - $104.99,28,https://www.amazon.com/Ariat-Flame-Resistant-Straight-Shale/dp/B00L9BNCUE/ref=sr_1_309?s=apparel&ie=UTF8&qid=1548232154&sr=1-309&nodeID=1045564&psd=1
Wrangler Authentics Men's Regular Fit Jean with Flex Denim,$19.99 ,46,https://www.amazon.com/Wrangler-Authentics-Regular-Denim-40x30/dp/B0799DJCJ9/ref=sr_1_310?s=apparel&ie=UTF8&qid=1548232154&sr=1-310&nodeID=1045564&psd=1
Tommy Jeans Men's Original Scanton Slim Fit Jeans,$43.51 - $105.80,128,https://www.amazon.com/Tommy-Hilfiger-Original-Scanton-Comfort/dp/B079W8W1KK/ref=sr_1_311?s=apparel&ie=UTF8&qid=1548232154&sr=1-311&nodeID=1045564&psd=1
WEEN CHARM Mens Distressed Ripped Biker Slim Fit Jeans Moto Retro Denim Pants,$18.98 - $30.99,59,https://www.amazon.com/WEEN-CHARM-Ripped-Tapered-Vintage/dp/B077GVL6FM/ref=sr_1_312?s=apparel&ie=UTF8&qid=1548232154&sr=1-312&nodeID=1045564&psd=1
Rod's Button Me Up Med Wash Jeans Denim,$39.95 ,163,https://www.amazon.com/Rods-Button-Med-Wash-Jeans/dp/B01EB041FO/ref=sr_1_313?s=apparel&ie=UTF8&qid=1548232154&sr=1-313&nodeID=1045564&psd=1
Goodthreads Men's Skinny-Fit Selvedge Jean,$50.00 ,38,https://www.amazon.com/Goodthreads-Mens-Skinny-Fit-Selvedge-Jean/dp/B077SQ1KKT/ref=sr_1_314?s=apparel&ie=UTF8&qid=1548232154&sr=1-314&nodeID=1045564&psd=1
Tommy Hilfiger Men's Original Ryan Straight Fit Jeans,$51.67 - $99.50,131,https://www.amazon.com/Tommy-Jeans-Original-Straight-Comfort/dp/B079QBT5MQ/ref=sr_1_315?s=apparel&ie=UTF8&qid=1548232154&sr=1-315&nodeID=1045564&psd=1
Dockers Men's Straight Fit Jean Cut Smart 360 Flex Pant D2,$30.74 - $66.00,17,https://www.amazon.com/Dockers-Mens-Straight-Smart-Montecito/dp/B0779NJNJZ/ref=sr_1_316?s=apparel&ie=UTF8&qid=1548232154&sr=1-316&nodeID=1045564&psd=1
Buffalo David Bitton Mens Sam-X Slim Straight Stretch Jeans,$14.94 - $99.00,31,https://www.amazon.com/Buffalo-David-Bitton-Straight-Stretch/dp/B07JBP5S9M/ref=sr_1_317?s=apparel&ie=UTF8&qid=1548232154&sr=1-317&nodeID=1045564&psd=1
Wrangler Men's FR Vintage Bootcut Jean,$52.08 - $115.76,46,https://www.amazon.com/Wrangler-Mens-Vintage-Boot-32Wx32L/dp/B00V2E125K/ref=sr_1_318?s=apparel&ie=UTF8&qid=1548232154&sr=1-318&nodeID=1045564&psd=1
Nautica Men's Big/Tall Relaxed-Fit Jean,$24.44 - $100.93,189,https://www.amazon.com/Nautica-Jeanswear-Marine-Rinse-38WX38L-x/dp/B0006FJYIS/ref=sr_1_319?s=apparel&ie=UTF8&qid=1548232154&sr=1-319&nodeID=1045564&psd=1
Cinch Men's Black Label 2.0,$37.24 - $87.50,49,https://www.amazon.com/Cinch-Label-Medium-Jeans-Stone/dp/B00K13DKXK/ref=sr_1_320?s=apparel&ie=UTF8&qid=1548232154&sr=1-320&nodeID=1045564&psd=1
Volcom Men's Kinkade Stretch Denim Jean,$38.47 - $109.95,60,https://www.amazon.com/Volcom-Mens-Kinkade-Vintage-38X33/dp/B01JNNDQ96/ref=sr_1_321?s=apparel&ie=UTF8&qid=1548232154&sr=1-321&nodeID=1045564&psd=1
Victorious Mens Drop Crotch Jogger Denim Pants JG803,$25.95 - $39.99,190,https://www.amazon.com/Victorious-Jogger-Denim-Pants-JG803/dp/B01BKXCGXO/ref=sr_1_322?s=apparel&ie=UTF8&qid=1548232154&sr=1-322&nodeID=1045564&psd=1
7 For All Mankind Men's Slimmy Slim Straight Leg Jean,$85.99 - $209.00,18,https://www.amazon.com/All-Mankind-Mens-Slimmy-Straight/dp/B07BQGX1ZM/ref=sr_1_323?s=apparel&ie=UTF8&qid=1548232154&sr=1-323&nodeID=1045564&psd=1
APT Mens Designer Basics Regular Fit Bootcut Jeans 28"-48",$24.99 - $41.99,83,https://www.amazon.com/APT-Designer-Branded-Regular-Bootcut/dp/B07F2H268Q/ref=sr_1_324?s=apparel&ie=UTF8&qid=1548232154&sr=1-324&nodeID=1045564&psd=1
LEE Men's Loose-fit Carpenter Jean,$49.00 - $50.00,0,https://www.amazon.com/LEE-Mens-Dungarees-Losse-Fit-Carpenter/dp/B00GJAXY6C/ref=sr_1_325?s=apparel&ie=UTF8&qid=1548232154&sr=1-325&nodeID=1045564&psd=1
