Item name,Price,Review num,Item url
Levi's Men's 505 Regular Fit Jean,$35.35 - $69.33,12113,https://www.amazon.com/Levis-Mens-Regular-Stonewash-34x32/dp/B0018OKNWM/ref=sr_1_1/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-1&nodeID=1045564&psd=1
Wrangler Authentics Men's Classic 5-Pocket Regular Fit Jean,$16.77 - $85.00,8036,https://www.amazon.com/Wrangler-Authentics-Classic-5-Pocket-Stonewash/dp/B00XKXNG8M/ref=sr_1_2/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-2&nodeID=1045564&psd=1
Levi's Men's 501 Original-Fit Jean,$34.99 - $79.50,10497,https://www.amazon.com/Levis-Mens-Original-Stonewash-34x32/dp/B0018OOVPC/ref=sr_1_3/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-3&nodeID=1045564&psd=1
Levi's Men's 511 Slim Fit Jean,$34.75 - $69.50,6913,https://www.amazon.com/Levis-Mens-Slim-Jean-Black/dp/B008YNIFJI/ref=sr_1_4/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-4&nodeID=1045564&psd=1
Wrangler Authentics Men's Relaxed Fit Jean,$18.00 - $28.99,3849,https://www.amazon.com/Wrangler-Authentics-Classic-Relaxed-Stonewash/dp/B00XKXVDC8/ref=sr_1_5/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-5&nodeID=1045564&psd=1
Wrangler Men's Classic Authentics Relaxed Fit Jean,$19.99 ,182,https://www.amazon.com/Wrangler-Authentics-Classic-Relaxed-Stonewash/dp/B00XKXVM06/ref=sr_1_6/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-6&nodeID=1045564&psd=1
Levi's Men's 550 Relaxed-fit Jean,$21.86 - $69.50,6765,https://www.amazon.com/Levis-Mens-Relaxed-fit-Stonewash-38X32/dp/B0018OMIZW/ref=sr_1_7/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-7&nodeID=1045564&psd=1
Levi's Men's 541 Athletic Taper Fit Jean,$37.99 - $79.50,3076,https://www.amazon.com/Levis-Athletic-Straight-Husker-Stretch-36x32/dp/B071WC791T/ref=sr_1_8/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-8&nodeID=1045564&psd=1
Levi's Men's 559 Relaxed Straight Fit Jean,$38.86 - $69.50,4731,https://www.amazon.com/Levis-Mens-Relaxed-Straight-Jean/dp/B0018OREG0/ref=sr_1_9/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-9&nodeID=1045564&psd=1
Levi's Men's 514 Straight Fit Stretch Jean,$29.75 - $63.55,4073,https://www.amazon.com/Levis-Straight-Stretch-Tumbled-Rigid/dp/B0018ORZ14/ref=sr_1_10/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-10&nodeID=1045564&psd=1
Levi's Men's 569 Loose Straight-Leg Jean,$22.29 - $59.50,4801,https://www.amazon.com/Levis-Loose-Straight-Rugged-38x32/dp/B0018OY3MI/ref=sr_1_11/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-11&nodeID=1045564&psd=1
Wrangler Men's Authentics Comfort Flex Waist Jean,$24.25 - $44.71,1633,https://www.amazon.com/Wrangler-Authentics-Comfort-Waist-Stonewash/dp/B074KKMWQT/ref=sr_1_12/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-12&nodeID=1045564&psd=1
Wrangler Authentics Men's Big and Tall Classic Relaxed Fit Jean,$19.99 - $28.99,2101,https://www.amazon.com/Wrangler-Authentics-Classic-Relaxed-Stonewash/dp/B00XKXY1AY/ref=sr_1_13/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-13&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Regular Fit Jeans,$20.92 - $49.90,1690,https://www.amazon.com/Signature-Levi-Strauss-Gold-Label/dp/B07337CSNW/ref=sr_1_14/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-14&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Relaxed Fit Jeans,$15.00 - $51.96,1139,https://www.amazon.com/Signature-Levi-Strauss-Gold-Label/dp/B073V4382Z/ref=sr_1_15/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-15&nodeID=1045564&psd=1
Levi's Men's 527 Slim Bootcut Jean,$35.70 - $60.94,3671,https://www.amazon.com/Levis-Mens-Bootcut-Black-Stone/dp/B00JXI8DKY/ref=sr_1_16/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-16&nodeID=1045564&psd=1
LEE Men's Regular Fit Straight Leg Jean,$16.27 - $114.33,5894,https://www.amazon.com/Mens-Regular-Straight-Double-Black/dp/B0008EOEX2/ref=sr_1_17/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-17&nodeID=1045564&psd=1
Levi's Men's 511 Slim Fit Jeans Stretch,$35.20 - $74.50,1301,https://www.amazon.com/Levis-Mens-Slim-Pumped-32x30/dp/B00C7WBCJM/ref=sr_1_18/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-18&nodeID=1045564&psd=1
Dickies Men's Relaxed Fit Straight-Leg Duck Carpenter Jean With Tool Pockets,$21.99 - $55.50,3042,https://www.amazon.com/Dickies-Relaxed-Straight-Leg-Carpenter-Slate/dp/B0026JON0Q/ref=sr_1_19/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-19&nodeID=1045564&psd=1
Carhartt Men's Relaxed Fit Straight Leg Flannel Lined,$29.99 - $102.89,1193,https://www.amazon.com/Carhartt-Relaxed-Straight-Flannel-Lined/dp/B000KGKBIA/ref=sr_1_20/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-20&nodeID=1045564&psd=1
Lee Men's Modern Series Extreme Motion Straight Fit Tapered Leg Jean,$19.50 - $126.34,658,https://www.amazon.com/Modern-Extreme-Motion-Straight-Tapered/dp/B01LI4IB7A/ref=sr_1_21/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-21&nodeID=1045564&psd=1
Levi's Men's 502 Regular Taper Jean,$37.48 - $79.50,758,https://www.amazon.com/Levis-Mens-Regular-Taper-Panda-Stretch/dp/B072Q46NWH/ref=sr_1_22/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-22&nodeID=1045564&psd=1
Levi's Men's 517 Bootcut Jean,$37.79 - $60.94,3391,https://www.amazon.com/Levis-Mens-Medium-Stonewash-34x32/dp/B0018OLLA0/ref=sr_1_23/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-23&nodeID=1045564&psd=1
Levi's Men's 512 Slim Taper Fit Jean,$19.08 - $79.50,236,https://www.amazon.com/Levis-Mens-Slim-Taper-Bebop-Stretch/dp/B071FT28XN/ref=sr_1_24/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-24&nodeID=1045564&psd=1
Levi's Men's 512 Slim Taper Fit Jean Noise Addict-Stretch 42 30,$59.99 ,0,https://www.amazon.com/Levis-Mens-Taper-Noise-Addict-Stretch/dp/B071ZS49N5/ref=sr_1_25/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-25&nodeID=1045564&psd=1
Wrangler Authentics Men's Classic Carpenter Jean,$23.99 ,1004,https://www.amazon.com/Wrangler-Authentics-Classic-Carpenter-Antique/dp/B00XKXZU3Q/ref=sr_1_26/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-26&nodeID=1045564&psd=1
Levi's Men's 514 Straight Fit Jean,$16.51 - $63.55,1060,https://www.amazon.com/Levis-Straight-Stretch-Shoestring-34x32/dp/B00GA7VVQY/ref=sr_1_27/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-27&nodeID=1045564&psd=1
Levi's? Mens Men's 514? Straight Tumbled Rigid 35 30,$49.99 ,0,https://www.amazon.com/Levis-Straight-Jeans-Tumbled-Rigid/dp/B005A20P3U/ref=sr_1_28/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-28&nodeID=1045564&psd=1
Levi's Mens 510 Skinny-fit Jean,$15.98 - $69.50,1673,https://www.amazon.com/Levis-Mens-Skinny-Jean-32x32/dp/B001H44TP0/ref=sr_1_29/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-29&nodeID=1045564&psd=1
Levi's Mens 510 Skinny-Fit Jean Comeback Kid 42 30,$54.99 ,1,https://www.amazon.com/Levis-Mens-Skinny-Jean-Comeback/dp/B071XM6K8J/ref=sr_1_30/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-30&nodeID=1045564&psd=1
Levi's Men's 501 Original Shrink-to-Fit Jeans,$12.43 - $79.50,3382,https://www.amazon.com/Levis-Original-Shrink-Jeans-36WX34L/dp/B0018OKZBG/ref=sr_1_31/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-31&nodeID=1045564&psd=1
Carhartt Men's Canvas Work Dungaree Pant B151,$29.99 - $123.30,1205,https://www.amazon.com/Carhartt-Canvas-Dungaree-Light-Brown/dp/B000IBH60S/ref=sr_1_32/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-32&nodeID=1045564&psd=1
Carhartt Men's Loose Fit Five Pocket Canvas Carpenter Pant B159,$32.38 - $142.13,1564,https://www.amazon.com/Carhartt-Loose-Canvas-Carpenter-Pocket/dp/B0050G1JRC/ref=sr_1_33/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-33&nodeID=1045564&psd=1
Wrangler Men's Cowboy Cut Original Fit Jean,$13.97 - $60.63,2362,https://www.amazon.com/Wrangler-Cowboy-Original-Rigid-Indigo/dp/B0006U68EG/ref=sr_1_34/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-34&nodeID=1045564&psd=1
LEE Men's Relaxed Fit Straight Leg Jean,$17.25 - $116.03,1915,https://www.amazon.com/Mens-Relaxed-Straight-Jean-Tomas-x/dp/B00V6PV29G/ref=sr_1_35/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-35&nodeID=1045564&psd=1
Wrangler Men's Cowboy Cut Slim Fit Jean,$19.95 - $64.13,2202,https://www.amazon.com/Wrangler-Mens-Cowboy-Slim-34x32/dp/B0006U69JU/ref=sr_1_36/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-36&nodeID=1045564&psd=1
Amazon Essentials Men's Slim-Fit Stretch Jean,$24.00 ,40,https://www.amazon.com/Amazon-Essentials-Mens-Slim-Fit-Stretch/dp/B07BJKY74V/ref=sr_1_37/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-37&nodeID=1045564&psd=1
Levi's Men's Big & Tall 541 Athletic Fit Jean,$11.25 - $79.50,726,https://www.amazon.com/Levis-Mens-Tall-Athletic-Midnight/dp/B00XC0RW56/ref=sr_1_38/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-38&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Athletic Jean,$24.99 - $47.00,634,https://www.amazon.com/Signature-Levi-Strauss-Gold-Label/dp/B0733777K8/ref=sr_1_39/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-39&nodeID=1045564&psd=1
Levi's Men's 560 Comfort-Fit Jean,$39.99 - $59.50,1772,https://www.amazon.com/Levis-Comfort-Medium-Stonewash-36x32/dp/B001H0FUBQ/ref=sr_1_40/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-40&nodeID=1045564&psd=1
Wrangler Authentics Men's Premium Relaxed Fit Boot Cut Jean,$24.99 ,826,https://www.amazon.com/Wrangler-Authentics-Premium-Relaxed-Tinted/dp/B00XKY41XU/ref=sr_1_41/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-41&nodeID=1045564&psd=1
Wrangler Riggs Workwear Men's Ripstop Carpenter Jean,$27.89 - $95.10,1753,https://www.amazon.com/Workwear-Wrangler-Carpenter-Antique-Indigo/dp/B000A2K7HY/ref=sr_1_42/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-42&nodeID=1045564&psd=1
Carhartt Men's Relaxed Fit Five Pocket Tapered Leg Jean B17,$33.00 - $99.39,2302,https://www.amazon.com/Carhartt-Relaxed-Pocket-Tapered-Darkstone/dp/B0001YS11K/ref=sr_1_43/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-43&nodeID=1045564&psd=1
Wrangler Authentics Men's Big and Tall Classic 5-Pocket Regular Fit Jean,$19.99 - $27.38,704,https://www.amazon.com/Wrangler-Authentics-Classic-Regular-Vintage/dp/B074KJ5LF2/ref=sr_1_44/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-44&nodeID=1045564&psd=1
Levi's 513 Men's Slim Straight Fit - Bastion,$39.99 - $59.99,654,https://www.amazon.com/Levis-Stretch-Straight-Bastion-34x30/dp/B00C7XINH0/ref=sr_1_45/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-45&nodeID=1045564&psd=1
Levi's Men's 513 Slim Straight Jean,$16.25 - $69.50,1092,https://www.amazon.com/Levis-Mens-Slim-Straight-Emgee-Stretch/dp/B01ISKRIEO/ref=sr_1_46/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-46&nodeID=1045564&psd=1
Levi's Men's Big & Tall 559 Relaxed Straight-Leg Jean,$39.99 - $69.50,1389,https://www.amazon.com/d/Mens-Big-Tall-Jeans/Levis-Mens-Relaxed-Straight-Jean/B0018OLQLO/ref=sr_1_47/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-47&nodeID=1045564&psd=1
LEE Men's Modern Series Extreme Motion Slim Straight Leg Jean,$27.98 - $59.98,382,https://www.amazon.com/LEE-Modern-Extreme-Straight-Maverick/dp/B071GGC2HW/ref=sr_1_48/146-0060083-5773348?s=apparel&ie=UTF8&qid=1548232106&sr=1-48&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Carpenter Jeans,$21.92 - $44.87,815,https://www.amazon.com/Signature-Levi-Strauss-Carpenter-Clement/dp/B01H7ENCLA/ref=sr_1_49?s=apparel&ie=UTF8&qid=1548232115&sr=1-49&nodeID=1045564&psd=1
Carhartt Men's Washed Denim Original Fit Work Dungaree B13,$28.99 - $128.73,1677,https://www.amazon.com/Carhartt-Washed-Original-Dungaree-Deepstone/dp/B002DWTNT2/ref=sr_1_50?s=apparel&ie=UTF8&qid=1548232115&sr=1-50&nodeID=1045564&psd=1
Levi's Men's 550 Big & Tall Relaxed Fit Jean,$23.57 - $69.50,988,https://www.amazon.com/Levis-Relaxed-Jeans-Stonewash-44x29/dp/B0007PCW6I/ref=sr_1_51?s=apparel&ie=UTF8&qid=1548232115&sr=1-51&nodeID=1045564&psd=1
Carhartt Men's Relaxed Straight Denim Five Pocket Jean B460,$25.92 - $110.30,2080,https://www.amazon.com/Carhartt-Relaxed-Straight-Pocket-Vintage/dp/B004TQH9M8/ref=sr_1_52?s=apparel&ie=UTF8&qid=1548232115&sr=1-52&nodeID=1045564&psd=1
LEE Men's Premium Select Classic-Fit Straight-Leg Jean,$21.00 - $109.20,930,https://www.amazon.com/Mens-Premium-Select-Classic-Straight/dp/B00BCG2KB8/ref=sr_1_53?s=apparel&ie=UTF8&qid=1548232115&sr=1-53&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Bootcut Jeans,$21.99 - $65.09,549,https://www.amazon.com/Signature-Levi-Strauss-Gold-Label/dp/B077RC6J2Q/ref=sr_1_54?s=apparel&ie=UTF8&qid=1548232115&sr=1-54&nodeID=1045564&psd=1
Wrangler Authentics Men's Big & Tall Comfort Flex Waist Jean,$27.99 - $29.31,262,https://www.amazon.com/Wrangler-Authentics-Comfort-Waist-Stonewash/dp/B074KL8F8S/ref=sr_1_55?s=apparel&ie=UTF8&qid=1548232115&sr=1-55&nodeID=1045564&psd=1
LEE Men's Loose-fit Carpenter Jean,$25.00 - $117.77,621,https://www.amazon.com/LEE-Mens-Dungarees-Losse-Fit-Carpenter/dp/B0008EOUT0/ref=sr_1_56?s=apparel&ie=UTF8&qid=1548232115&sr=1-56&nodeID=1045564&psd=1
LEE Men's Loose-fit Carpenter Jean,$22.89 - $109.20,500,https://www.amazon.com/LEE-Mens-Dungarees-Losse-Fit-Carpenter/dp/B073V7WNPG/ref=sr_1_57?s=apparel&ie=UTF8&qid=1548232115&sr=1-57&nodeID=1045564&psd=1
LEE Men's Dungarees Losse-Fit Carpenter Jean - 33W x 32L - Authentic Stone,$39.11 ,1,https://www.amazon.com/LEE-Mens-Dungarees-Losse-Fit-Carpenter/dp/B01DXQ2SC0/ref=sr_1_58?s=apparel&ie=UTF8&qid=1548232115&sr=1-58&nodeID=1045564&psd=1
ZLZ Slim Fit Jeans Men's Younger-Looking Fashionable Colorful Super Comfy Stretch Skinny Fit Denim Jeans,$12.99 - $32.99,943,https://www.amazon.com/ZLZ-Younger-Looking-Fashionable-Colorful-Stretch/dp/B06ZYPRKC5/ref=sr_1_59?s=apparel&ie=UTF8&qid=1548232115&sr=1-59&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Straight Jeans,$21.99 - $86.18,438,https://www.amazon.com/Signature-Levi-Strauss-Straight-Headlands/dp/B01H7EO6LU/ref=sr_1_60?s=apparel&ie=UTF8&qid=1548232115&sr=1-60&nodeID=1045564&psd=1
Wrangler Men¡¯s 13MWZ Cowboy Cut Original Fit Jean,$22.00 - $64.12,1349,https://www.amazon.com/Wrangler-Cowboy-Original-Prewashed-Indigo/dp/B0007CKJS4/ref=sr_1_61?s=apparel&ie=UTF8&qid=1548232115&sr=1-61&nodeID=1045564&psd=1
Lucky Brand Men's 181 Relaxed Straight Jean,$44.99 - $120.83,751,https://www.amazon.com/Lucky-Brand-Relaxed-Straight-Dellwood/dp/B00EZMZATA/ref=sr_1_62?s=apparel&ie=UTF8&qid=1548232115&sr=1-62&nodeID=1045564&psd=1
LEE Men's Modern Series Straight Fit Jean,$19.50 - $131.47,1397,https://www.amazon.com/Mens-Modern-Straight-Fit-Jean-Snakebite/dp/B00BCG2AC2/ref=sr_1_63?s=apparel&ie=UTF8&qid=1548232115&sr=1-63&nodeID=1045564&psd=1
Signature by Levi Strauss & Co. Gold Label Men's Slim Straight Jeans,$21.99 - $49.90,315,https://www.amazon.com/Signature-Levi-Strauss-Gold-Label-x/dp/B077R6XF2C/ref=sr_1_64?s=apparel&ie=UTF8&qid=1548232115&sr=1-64&nodeID=1045564&psd=1
Wrangler Men's Regular Fit Comfort Flex Waist Jean,$22.99 - $24.99,144,https://www.amazon.com/Wrangler-Authentics-Regular-Comfort-Waist/dp/B07C82X7JG/ref=sr_1_65?s=apparel&ie=UTF8&qid=1548232115&sr=1-65&nodeID=1045564&psd=1
Lucky Brand Men's 361 Vintage Straight Jean,$62.23 - $99.00,262,https://www.amazon.com/d/Mens-Jeans/Lucky-Brand-Vintage-Straight-Leg-Valley/B0183BULX8/ref=sr_1_66?s=apparel&ie=UTF8&qid=1548232115&sr=1-66&nodeID=1045564&psd=1
Goodthreads Men's Slim-Fit Jean,$40.00 ,199,https://www.amazon.com/Goodthreads-Mens-Slim-Fit-Jean-White/dp/B077T5NP71/ref=sr_1_67?s=apparel&ie=UTF8&qid=1548232115&sr=1-67&nodeID=1045564&psd=1
Amazon Essentials Men's Straight-Fit Stretch Jean,$24.00 ,21,https://www.amazon.com/Amazon-Essentials-Straight-Fit-Stretch-Black/dp/B07BJKSQN3/ref=sr_1_68?s=apparel&ie=UTF8&qid=1548232115&sr=1-68&nodeID=1045564&psd=1
Amazon Essentials Men's Skinny-Fit Stretch Jean,$24.00 ,28,https://www.amazon.com/Amazon-Essentials-Skinny-Fit-Stretch-Black/dp/B07BJL2KBD/ref=sr_1_69?s=apparel&ie=UTF8&qid=1548232115&sr=1-69&nodeID=1045564&psd=1
Lee Men's Fleece and Flannel Lined Relaxed-Fit Straight-Leg Jeans,$29.90 - $80.00,322,https://www.amazon.com/Fleece-Flannel-Relaxed-Fit-Straight-Leg-Wash-Fleece/dp/B01GN8ZN1S/ref=sr_1_70?s=apparel&ie=UTF8&qid=1548232115&sr=1-70&nodeID=1045564&psd=1
Levi's Men's 502 Regular Taper Fit Pant,$25.05 - $59.50,79,https://www.amazon.com/Levis-Regular-Taper-White-Denim-Stretch/dp/B077GB8VTV/ref=sr_1_71?s=apparel&ie=UTF8&qid=1548232115&sr=1-71&nodeID=1045564&psd=1
514 Straight Fit Pant,$24.99 - $60.96,1381,https://www.amazon.com/Levis-Straight-Graphite-Charcoal-Canvas/dp/B0151YSFHY/ref=sr_1_72?s=apparel&ie=UTF8&qid=1548232115&sr=1-72&nodeID=1045564&psd=1
Carhartt Men's Traditional Fit Five Pocket Tapered Leg Jean B18,$34.99 - $103.16,1035,https://www.amazon.com/Carhartt-Traditional-Pocket-Tapered-Stone/dp/B000BIUJ0C/ref=sr_1_73?s=apparel&ie=UTF8&qid=1548232115&sr=1-73&nodeID=1045564&psd=1
Lucky Brand Men's 410 Athletic Jean,$45.95 - $109.00,202,https://www.amazon.com/Lucky-Brand-Athletic-Corte-Madera/dp/B014VXC3XI/ref=sr_1_74?s=apparel&ie=UTF8&qid=1548232115&sr=1-74&nodeID=1045564&psd=1
LEE Men's Modern Series Extreme Motion Athletic Jean,$30.25 - $123.49,239,https://www.amazon.com/LEE-Modern-Extreme-Motion-Athletic/dp/B0743SJ6PK/ref=sr_1_75?s=apparel&ie=UTF8&qid=1548232115&sr=1-75&nodeID=1045564&psd=1
Wrangler Authentics Men's Premium Flex Straight Leg Stretch Jean,$24.99 - $47.50,427,https://www.amazon.com/Wrangler-Authentics-Premium-Vintage-Straight/dp/B073S6NR9B/ref=sr_1_76?s=apparel&ie=UTF8&qid=1548232115&sr=1-76&nodeID=1045564&psd=1
IZOD Men's Saltwater Stretch Chino,$11.61 - $133.49,551,https://www.amazon.com/IZOD-Saltwater-Stretch-Chino-Cadet/dp/B01LWLS1GN/ref=sr_1_77?s=apparel&ie=UTF8&qid=1548232115&sr=1-77&nodeID=1045564&psd=1
Dickies Men's Regular-Fit 5-Pocket Jean Heavyweight Cotton Denim Work Pants,$18.57 - $56.70,3030,https://www.amazon.com/Dickies-Regular-5-Pocket-Indigo-30x30/dp/B000N8Q2YC/ref=sr_1_78?s=apparel&ie=UTF8&qid=1548232115&sr=1-78&nodeID=1045564&psd=1
Silver Jeans Co. Zac Relaxed Fit Straight Leg Jeans,$48.46 - $187.61,455,https://www.amazon.com/Silver-Jeans-Relaxed-Straight-Indigo/dp/B00FMO4PVO/ref=sr_1_79?s=apparel&ie=UTF8&qid=1548232115&sr=1-79&nodeID=1045564&psd=1
Levi's Men's Big-Tall 560 Comfort-Fit Jean,$39.99 - $69.50,656,https://www.amazon.com/Levis-Comfort-Denim-Jeans-Stonewash/dp/B0018OT8GY/ref=sr_1_80?s=apparel&ie=UTF8&qid=1548232115&sr=1-80&nodeID=1045564&psd=1
FREDD MARSHALL Men's Skinny Slim Fit Stretch Straight Leg Fashion Jeans Pants,$9.99 - $29.99,560,https://www.amazon.com/Black-Skinny-Stretch-Straight-Fashion/dp/B01MRQORJA/ref=sr_1_81?s=apparel&ie=UTF8&qid=1548232115&sr=1-81&nodeID=1045564&psd=1
LEE Men's Modern Series Relaxed Fit Bootcut Jean,$26.06 - $114.33,748,https://www.amazon.com/Modern-Relaxed-Bootcut-Santiago-34x32/dp/B00BFQ3J6A/ref=sr_1_82?s=apparel&ie=UTF8&qid=1548232115&sr=1-82&nodeID=1045564&psd=1
Nautica Men's Relaxed Fit Jean Pant,$30.00 - $44.95,687,https://www.amazon.com/Nautica-Jeans-Relaxed-Rigger-38Wx30L/dp/B005BNJ68S/ref=sr_1_83?s=apparel&ie=UTF8&qid=1548232115&sr=1-83&nodeID=1045564&psd=1
Qazel Vorrlon Men's Blue Skinny Jeans Stretch Washed Slim Fit Pencil Pants,$15.99 - $25.99,396,https://www.amazon.com/Qazel-Vorrlon-Fleece-Thicken-Stretch/dp/B07KJN1R1W/ref=sr_1_84?s=apparel&ie=UTF8&qid=1548232115&sr=1-84&nodeID=1045564&psd=1
Wrangler Men's Rugged Wear Relaxed Fit Jean,$14.98 - $68.00,3908,https://www.amazon.com/Wrangler-Mens-Rugged-Indigo-46x28/dp/B01LWKG2WM/ref=sr_1_85?s=apparel&ie=UTF8&qid=1548232115&sr=1-85&nodeID=1045564&psd=1
LEE Men's Modern Series Slim-Fit Tapered-Leg Jean,$18.95 - $126.34,578,https://www.amazon.com/Modern-Slim-Fit-Tapered-Leg-Brazen-30Wx30L/dp/B01DXQ95X0/ref=sr_1_86?s=apparel&ie=UTF8&qid=1548232115&sr=1-86&nodeID=1045564&psd=1
Ariat Mens M4 Austin,$32.50 - $102.26,288,https://www.amazon.com/Ariat-Mens-Rise-Scoundrel-33x36/dp/B006VWUIQ2/ref=sr_1_87?s=apparel&ie=UTF8&qid=1548232115&sr=1-87&nodeID=1045564&psd=1
Maverick Men's Relaxed-Fit Jean,$14.99 - $25.99,1223,https://www.amazon.com/Maverick-Mens-Relaxed-Stonewash-32x30/dp/B01G3NODMI/ref=sr_1_88?s=apparel&ie=UTF8&qid=1548232115&sr=1-88&nodeID=1045564&psd=1
Wrangler Men's Wrancher Dress Jean,$9.99 - $50.40,1082,https://www.amazon.com/Wrangler-Wrancher-Dress-Black-38x29/dp/B006B5Z60C/ref=sr_1_89?s=apparel&ie=UTF8&qid=1548232115&sr=1-89&nodeID=1045564&psd=1
Amazon Essentials Men's Athletic-Fit Stretch Jean,$24.00 ,20,https://www.amazon.com/Amazon-Essentials-Mens-Athletic-Fit-Stretch/dp/B07BJKW81N/ref=sr_1_90?s=apparel&ie=UTF8&qid=1548232115&sr=1-90&nodeID=1045564&psd=1
Levi's Men's 501 Original-Fit Jean,$28.24 - $69.50,838,https://www.amazon.com/Levis-Mens-Original-Stretch-34Wx32L/dp/B01ECFIN7K/ref=sr_1_91?s=apparel&ie=UTF8&qid=1548232115&sr=1-91&nodeID=1045564&psd=1
LEE Men's Premium Select Regular-Fit Straight-Leg Jean,$18.60 - $109.20,1197,https://www.amazon.com/Premium-Select-Regular-Straight-Dylan/dp/B00V6PEKKO/ref=sr_1_92?s=apparel&ie=UTF8&qid=1548232115&sr=1-92&nodeID=1045564&psd=1
Ariat Mens Fr M3 Loose Flint,$63.00 - $109.90,70,https://www.amazon.com/Ariat-Resistant-Straight-Vortex-Titanium/dp/B0721N9LLG/ref=sr_1_93?s=apparel&ie=UTF8&qid=1548232115&sr=1-93&nodeID=1045564&psd=1
Calvin Klein Men's Relaxed Straight,$27.18 - $97.76,771,https://www.amazon.com/Calvin-Klein-Mens-Relaxed-Straight/dp/B00FS3VRII/ref=sr_1_94?s=apparel&ie=UTF8&qid=1548232115&sr=1-94&nodeID=1045564&psd=1
Wrangler Men's Big & Tall Rugged Wear Relaxed Fit Jean,$24.00 - $67.20,1927,https://www.amazon.com/Wrangler-Rugged-Relaxed-Antique-Indigo/dp/B0007CKMOU/ref=sr_1_95?s=apparel&ie=UTF8&qid=1548232115&sr=1-95&nodeID=1045564&psd=1
