price,pro_name,pro_url,review_num
190000 ,"Bút Dạ Kẻ Viền Mắt Không Lem Trôi, Nét Siêu Mảnh Cao Cấp",https://www.lazada.vn/products/but-da-ke-vien-mat-khong-lem-troi-net-sieu-manh-cao-cap-i244060102-s312642198.html?search=1,2
281000 ,Bảng phấn mắt Maybelline New York The Nudes Palette 12 màu 9g,https://www.lazada.vn/products/bang-phan-mat-maybelline-new-york-the-nudes-palette-12-mau-9g-i258078401-s357511427.html?search=1,237
70000 ,Chì kẻ mày 2 đầu Beauskin Eyebrow Crystal Eyebrow Pencil #02 (Màu Nâu) - Hàng Chính Hãng,https://www.lazada.vn/products/chi-ke-may-2-dau-beauskin-eyebrow-crystal-eyebrow-pencil-02-mau-nau-hang-chinh-hang-i100096967-s100127813.html?search=1,62
34000 ,Bảng phấn mắt 12 màu Geometry Lameila đá cẩm thạch GL34,https://www.lazada.vn/products/bang-phan-mat-12-mau-geometry-lameila-da-cam-thach-gl34-i256902833-s353981137.html?search=1,34
145000 ,"Gel Kẻ Mày Chống Trôi, Chống Nước Dearmay Fixtay Gel",https://www.lazada.vn/products/gel-ke-may-chong-troi-chong-nuoc-dearmay-fixtay-gel-i273734949-s417710348.html?search=1,1
10000 ,Chì xé kẻ chân mày,https://www.lazada.vn/products/chi-xe-ke-chan-may-i254091055-s342420318.html?search=1,59
25000 ,khuôn mày hàn quốc 4 kiểu - khuôn vẽ lông mày,https://www.lazada.vn/products/khuon-may-han-quoc-4-kieu-khuon-ve-long-may-i238118217-s303873286.html?search=1,21
179000 ,Bảng phấn mắt 36 màu cao cấp của MISS RÔSE,https://www.lazada.vn/products/bang-phan-mat-36-mau-cao-cap-cua-miss-rose-i249342652-s365192250.html?search=1,6
400000 ,Dưỡng mi,https://www.lazada.vn/products/duong-mi-i278930303-s434600272.html?search=1,6
75000 ,Phấn mắt Gogo Tales 12 màu,https://www.lazada.vn/products/phan-mat-gogo-tales-12-mau-i259308198-s361451871.html?search=1,32
128000 ,Phấn Mắt 18 Ô Sivanna HD Ultimate Shadow Palette L1660,https://www.lazada.vn/products/phan-mat-18-o-sivanna-hd-ultimate-shadow-palette-l1660-i267494456-s390666133.html?search=1,8
65000 ,Bảng phấn mắt 35 ô màu Lameila PML62,https://www.lazada.vn/products/bang-phan-mat-35-o-mau-lameila-pml62-i267106152-s388982661.html?search=1,9
90000 ,Mascara dài mi chỉ 7 ngày - Henashop 10ml,https://www.lazada.vn/products/mascara-dai-mi-chi-7-ngay-henashop-10ml-i167309941-s183130210.html?search=1,453
137000 ,Bảng Màu Mắt và Phấn Tạo Khối Sivanna Có Nhũ và Không Nhũ Lì Tông Cam Đất - Phấn Mắt Có Nhũ SIVANNA 18 ô tông Cam Đất - Sivanna HD Ultimate Shadow HF 375 - Bảng Màu Mắt Sivanna Có Nhũ Tông Cam Gạch - Bảng Màu Mắt và Phấn Khối Sivanna Có Nhũ Tông Cam Tây,https://www.lazada.vn/products/bang-mau-mat-va-phan-tao-khoi-sivanna-co-nhu-va-khong-nhu-li-tong-cam-dat-phan-mat-co-nhu-sivanna-18-o-tong-cam-dat-sivanna-hd-ultimate-shadow-hf-375-bang-mau-mat-sivanna-co-nhu-tong-cam-gach-bang-mau-mat-va-phan-khoi-sivanna-co-nhu-tong-cam-tay-i222461357-s280090844.html?search=1,13
29000 ,Bảng phấn mắt 6 màu Lameila (#02),https://www.lazada.vn/products/bang-phan-mat-6-mau-lameila-02-i258025065-s357327419.html?search=1,2
693000 ,"Combo Nước Hoa Hồng, Serum và Kem Dưỡng Trị Mụn Some By Mi  AHA-BHA-PHA 30 Ngày - Combo Toner, Serum và Kem Dưỡng Trị Mụn Some By Mi  AHA-BHA-PHA 30 Ngày - Combo Nước Hoa Hồng, Tinh Chất và Kem Dưỡng Trị Mụn Some By Mi  AHA-BHA-PHA 30 Ngày",https://www.lazada.vn/products/combo-nuoc-hoa-hong-serum-va-kem-duong-tri-mun-some-by-mi-aha-bha-pha-30-ngay-combo-toner-serum-va-kem-duong-tri-mun-some-by-mi-aha-bha-pha-30-ngay-combo-nuoc-hoa-hong-tinh-chat-va-kem-duong-tri-mun-some-by-mi-aha-bha-pha-30-ngay-i248747451-s326790072.html?search=1,16
19000 ,"Bút dạ kẻ mắt không lem, không trôi Lameila",https://www.lazada.vn/products/but-da-ke-mat-khong-lem-khong-troi-lameila-i257195271-s354612588.html?search=1,153
40000 ,Bộ Chì Mày Định Hình Novo Fashion Brow + TẶNG Kèm 3 Khuôn Kẻ Mày Và 3 Đầu Chì Thay Thế,https://www.lazada.vn/products/bo-chi-may-dinh-hinh-novo-fashion-brow-tang-kem-3-khuon-ke-may-va-3-dau-chi-thay-the-i246134027-s316011537.html?search=1,27
172000 ,Mascara làm dài và tơi mi Maybelline New York Lash Sensational 10ml (Đen),https://www.lazada.vn/products/mascara-lam-dai-va-toi-mi-maybelline-new-york-lash-sensational-10ml-den-i258119198-s357605787.html?search=1,593
90000 ,Mascara dài mi chỉ 7 ngày - Henashop 10ml,https://www.lazada.vn/products/mascara-dai-mi-chi-7-ngay-henashop-10ml-i167309941-s183130210.html?search=1,453
137000 ,Bảng Màu Mắt và Phấn Tạo Khối Sivanna Có Nhũ và Không Nhũ Lì Tông Cam Đất - Phấn Mắt Có Nhũ SIVANNA 18 ô tông Cam Đất - Sivanna HD Ultimate Shadow HF 375 - Bảng Màu Mắt Sivanna Có Nhũ Tông Cam Gạch - Bảng Màu Mắt và Phấn Khối Sivanna Có Nhũ Tông Cam Tây,https://www.lazada.vn/products/bang-mau-mat-va-phan-tao-khoi-sivanna-co-nhu-va-khong-nhu-li-tong-cam-dat-phan-mat-co-nhu-sivanna-18-o-tong-cam-dat-sivanna-hd-ultimate-shadow-hf-375-bang-mau-mat-sivanna-co-nhu-tong-cam-gach-bang-mau-mat-va-phan-khoi-sivanna-co-nhu-tong-cam-tay-i222461357-s280090844.html?search=1,13
29000 ,Bảng phấn mắt 6 màu Lameila (#02),https://www.lazada.vn/products/bang-phan-mat-6-mau-lameila-02-i258025065-s357327419.html?search=1,2
28000 ,"Sáp Kẻ mắt nước , kẻ mày Magical Halo Không Thấm Nước",https://www.lazada.vn/products/sap-ke-mat-nuoc-ke-may-magical-halo-khong-tham-nuoc-i248448939-s325372495.html?search=1,41
40000 ,HỦ MẶT NẠ TỔ YẾN TƯƠI COLLAGEN,https://www.lazada.vn/products/hu-mat-na-to-yen-tuoi-collagen-i271438657-s406830575.html?search=1,5
43000 ,BỘ COMBO 3 MÓN: MACARA _ KẺ MẮT NƯỚC _ CHÌ KẺ MÀY & KẺ MÍ,https://www.lazada.vn/products/bo-combo-3-mon-macara-_-ke-mat-nuoc-_-chi-ke-may-ke-mi-i267388951-s390360626.html?search=1,6
169000 ,Bảng phấn mắt nhũ kim tuyến 18 màu Miss Rose,https://www.lazada.vn/products/bang-phan-mat-nhu-kim-tuyen-18-mau-miss-rose-i249310742-s328312199.html?search=1,4
18000 ,Bộ khuôn kẻ lông mày 24 kiểu – 24 chiếc,https://www.lazada.vn/products/bo-khuon-ke-long-may-24-kieu-24-chiec-i244654915-s313616634.html?search=1,15
53000 ,Chì kẻ mày Hàn Quốc - Kanacos Artist Eyebrow Pencil K51,https://www.lazada.vn/products/chi-ke-may-han-quoc-kanacos-artist-eyebrow-pencil-k51-i264052213-s377956675.html?search=1,2
99000 ,Mascara Mira Monaliza Không Lem 9Ml (Đen),https://www.lazada.vn/products/mascara-mira-monaliza-khong-lem-9ml-den-i219225709-s275190674.html?search=1,2
260000 ,"Mascara Định Hình và Tạo Màu Chân Mày Etude House Color My Brows 4,5g #02 Light Brown ",https://www.lazada.vn/products/mascara-dinh-hinh-va-tao-mau-chan-may-etude-house-color-my-brows-45g-02-light-brown-i101487277-s101737894.html?search=1,2
69000 ,Chì kẻ mày DAISO (made in Korea) màu nâu - 1 cây,https://www.lazada.vn/products/chi-ke-may-daiso-made-in-korea-mau-nau-1-cay-i160206498-s201190929.html?search=1,2
250000 ,Bảng Phấn Mắt 35 Màu,https://www.lazada.vn/products/bang-phan-mat-35-mau-i244536015-s313405306.html?search=1,2
39000 ,"Phấn Mắt Kim Tuyến KIRA KIRA Lấp Lánh Trang Điểm Cho Đôi Mắt Long Lanh, Rạng Ngời L1657",https://www.lazada.vn/products/phan-mat-kim-tuyen-kira-kira-lap-lanh-trang-diem-cho-doi-mat-long-lanh-rang-ngoi-l1657-i272478019-s423540604.html?search=1,5
75000 ,Bảng Màu Mắt Phấn Mắt 35 Màu Cho Makeup Chuyên Nghiệp Lameila Nội Địa L0114,https://www.lazada.vn/products/bang-mau-mat-phan-mat-35-mau-cho-makeup-chuyen-nghiep-lameila-noi-dia-l0114-i266492477-s386670551.html?search=1,3
