category,price,pro_name,pro_url,review_num
trang-diem-mat,38000 ,Bảng Phấn Mắt 12 Màu Color Geo Lameila Eye Shadow L0102,https://www.lazada.vn/products/bang-phan-mat-12-mau-color-geo-lameila-eye-shadow-l0102-i266250748-s388914647.html?search=1,15
mat,132000 ,Kem lót mịn da che khuyết điểm Maybelline New York Baby Skin Pore Eraser 22ml,https://www.lazada.vn/products/kem-lot-min-da-che-khuyet-diem-maybelline-new-york-baby-skin-pore-eraser-22ml-i258119197-s357605786.html?search=1,320
mat,125000 ,KEM NỀN DẠNG THỎI BB STICK MINIGARDEN (Kèm phiếu bảo hành),https://www.lazada.vn/products/kem-nen-dang-thoi-bb-stick-minigarden-kem-phieu-bao-hanh-i256906916-s354054625.html?search=1,19
mat,98000 ,Phấn Nền Siêu Mịn Lâu Trôi Phiên Bản Đặc Biệt Essance Veil Fit Two Way Cake 11g,https://www.lazada.vn/products/phan-nen-sieu-min-lau-troi-phien-ban-dac-biet-essance-veil-fit-two-way-cake-11g-i208921212-s259893694.html?search=1,487
mat,36000 ,Phấn phủ che khuyết kiềm dầu Maycreate,https://www.lazada.vn/products/phan-phu-che-khuyet-kiem-dau-maycreate-i222499565-s280154977.html?search=1,379
mat,135000 ,"Phấn phủ siêu mịn, kiềm dầu tốt Eglips Oil Cut Powder Pact",https://www.lazada.vn/products/phan-phu-sieu-min-kiem-dau-tot-eglips-oil-cut-powder-pact-i165641037-s181344427.html?search=1,12
tay-trang,270000 ,Sữa Rửa Mặt Tạo Bọt AHC Premium Hydra B5 Soothing 180ml,https://www.lazada.vn/products/sua-rua-mat-tao-bot-ahc-premium-hydra-b5-soothing-180ml-i245157072-s314151344.html?search=1,10
tay-trang,53000 ,Nước Tẩy Trang Làm Sáng Da Nivea Extra Bright Make Up Clear Cleansing Water 200ml _ 84911,https://www.lazada.vn/products/nuoc-tay-trang-lam-sang-da-nivea-extra-bright-make-up-clear-cleansing-water-200ml-_-84911-i245605187-s314961739.html?search=1,92
tay-trang,70000 ,BÔNG TẨY TRANG WATSON 210 miếng,https://www.lazada.vn/products/bong-tay-trang-watson-210-mieng-i278970611-s434728606.html?search=1,92
tay-trang,71000 ,Nước tẩy trang làm sáng da Pond's White Beauty Micellar Water 235ml + Tặng băng đô tai mèo,https://www.lazada.vn/products/nuoc-tay-trang-lam-sang-da-ponds-white-beauty-micellar-water-235ml-tang-bang-do-tai-meo-i249669239-s328737545.html?search=1,50
tay-trang,379000 ,Bộ sản phẩm nước tẩy trang làm sạch sâu giàu khoáng dành cho da nhạy cảm La Roche Posay Micellar Water Ultra Sensitive Skin 400ML,https://www.lazada.vn/products/bo-san-pham-nuoc-tay-trang-lam-sach-sau-giau-khoang-danh-cho-da-nhay-cam-la-roche-posay-micellar-water-ultra-sensitive-skin-400ml-i256359371-s351064938.html?search=1,78
mong,50000 ,Sơn Móng tay Đổi Màu Thời Trang Nhũ Đỏ Cam,https://www.lazada.vn/products/son-mong-tay-doi-mau-thoi-trang-nhu-do-cam-i247699356-s325011405.html?search=1,11
mong,18000 ,Móng giả dán tay (móng úp) hộp 120 móng đủ cỡ,https://www.lazada.vn/products/mong-gia-dan-tay-mong-up-hop-120-mong-du-co-i269324595-s394624105.html?search=1,14
mong,485000 ,Bộ dụng cụ học nail 40 món,https://www.lazada.vn/products/bo-dung-cu-hoc-nail-40-mon-i260107043-s364099687.html?search=1,7
mong,69000 ,Combo 1 keo đính đá tốt + 1 cây chấm đá + 1 hộp đá nhựa trang trí móng + 2 chai bi màu vàng trắng,https://www.lazada.vn/products/combo-1-keo-dinh-da-tot-1-cay-cham-da-1-hop-da-nhua-trang-tri-mong-2-chai-bi-mau-vang-trang-i213982758-s269868803.html?search=1,135
mong,15000 ,Sơn Móng Tay Nhám Szlian Màu 1-20,https://www.lazada.vn/products/son-mong-tay-nham-szlian-mau-1-20-i265214354-s381452129.html?search=1,30
phu-kien-trang-diem,39000 ,Bông Tẩy Trang MonKids 222 Miếng,https://www.lazada.vn/products/bong-tay-trang-monkids-222-mieng-i266408307-s386334600.html?search=1,2
phu-kien-trang-diem,45000 ,BỘ CỌ TRANG  ĐIỂM 12 CÂY,https://www.lazada.vn/products/bo-co-trang-diem-12-cay-i215671340-s270210916.html?search=1,297
