category,price,pro_name,pro_url,review_num
trang-diem-mat,162000 ,Mascara làm dài và tơi mi Maybelline New York Lash Sensational 10ml (Đen),https://www.lazada.vn/products/mascara-lam-dai-va-toi-mi-maybelline-new-york-lash-sensational-10ml-den-i258119198-s357605787.html?search=1,594
trang-diem-mat,99000 ,Chì kẻ chân mày Innisfree Auto Eyebrow Pencil Espresso Brown 0.3g #5,https://www.lazada.vn/products/chi-ke-chan-may-innisfree-auto-eyebrow-pencil-espresso-brown-03g-5-i156017792-s166017641.html?search=1,170
trang-diem-mat,90000 ,Phấn mắt có nhũ Bbia Pigment - 06 Daylight (Màu bạc ánh kim cương),https://www.lazada.vn/products/phan-mat-co-nhu-bbia-pigment-06-daylight-mau-bac-anh-kim-cuong-i134733500-s136412780.html?search=1,61
trang-diem-mat,20000 ,THANH LĂN MẮT NHA ĐAM TRỊ THÂM QUẦNG MẮT,https://www.lazada.vn/products/thanh-lan-mat-nha-dam-tri-tham-quang-mat-i273080175-s415696045.html?search=1,33
trang-diem-mat,29000 ,Bảng Phấn Mắt Play Color Geo 10 Bản New,https://www.lazada.vn/products/bang-phan-mat-play-color-geo-10-ban-new-i255345960-s348246339.html?search=1,329
trang-diem-mat,21850 ,Bảng phấn mắt Play Color Eyes của Lameila hàng nội địa Trung - 1126,https://www.lazada.vn/products/bang-phan-mat-play-color-eyes-cua-lameila-hang-noi-dia-trung-1126-i223370219-s281411513.html?search=1,436
trang-diem-mat,25000 ,Mascara dầu dừa dưỡng dài mi Coco Secret,https://www.lazada.vn/products/mascara-dau-dua-duong-dai-mi-coco-secret-i165458701-s181151581.html?search=1,165
trang-diem-mat,14000 ,Chì Kẻ Mày Drawing Color Geometry Hàng Nội Địa Trung,https://www.lazada.vn/products/chi-ke-may-drawing-color-geometry-hang-noi-dia-trung-i257686370-s356606560.html?search=1,108
trang-diem-mat,35000 ,SÁP MẮT NHŨ DẠNG THỎI NOVO,https://www.lazada.vn/products/sap-mat-nhu-dang-thoi-novo-i214317360-s268479698.html?search=1,247
trang-diem-mat,24000 ,Bảng Phấn Mắt Play Color Geo 10 Bản New,https://www.lazada.vn/products/bang-phan-mat-play-color-geo-10-ban-new-i255386985-s348233991.html?search=1,261
trang-diem-mat,23000 ,(GIÁ RẺ) Bảng Màu Mắt Phấn Mắt 10 Màu EyeShadow Matte Ánh Nhũ  Lameila Color play L0109,https://www.lazada.vn/products/gia-re-bang-mau-mat-phan-mat-10-mau-eyeshadow-matte-anh-nhu-lameila-color-play-l0109-i266434295-s386468646.html?search=1,53
trang-diem-mat,140000 ,Chì Kẻ Mày,https://www.lazada.vn/products/chi-ke-may-i256056921-s349788754.html?search=1,1
trang-diem-mat,85000 ,Phấn mắt 2 line Northshow 5 ô kèm cọ,https://www.lazada.vn/products/phan-mat-2-line-northshow-5-o-kem-co-i258571216-s358741735.html?search=1,0
trang-diem-mat,60000 ,Chì kẻ mày 2in1 NoVo Makeup Seduce (KẺ MÀY + KẺ MẮT),https://www.lazada.vn/products/chi-ke-may-2in1-novo-makeup-seduce-ke-may-ke-mat-i230196387-s292152594.html?search=1,107
trang-diem-mat,21600 ,Bảng phấn mắt Play Color Eyes Lameila PC23,https://www.lazada.vn/products/bang-phan-mat-play-color-eyes-lameila-pc23-i246760360-s317892827.html?search=1,185
trang-diem-mat,79000 ,BỘ 3 MASCARA MAY BELINE 3 TRONG 1,https://www.lazada.vn/products/bo-3-mascara-may-beline-3-trong-1-i252203881-s335596402.html?search=1,11
trang-diem-mat,130000 ,Mascara Hai Đầu Chuốt Dài Mi Gấp 5 Lần Sivanna Super Model 5X Long,https://www.lazada.vn/products/mascara-hai-dau-chuot-dai-mi-gap-5-lan-sivanna-super-model-5x-long-i275580056-s423552304.html?search=1,0
trang-diem-mat,23000 ,Bút Kẻ Lông Mày Gẩy Sợi 4D Fine Skech Miking Pretty,https://www.lazada.vn/products/but-ke-long-may-gay-soi-4d-fine-skech-miking-pretty-i256286781-s351170230.html?search=1,69
trang-diem-mat,55000 ,Bút kẻ mắt nước kèm tattoo ngôi sao Balala,https://www.lazada.vn/products/but-ke-mat-nuoc-kem-tattoo-ngoi-sao-balala-i206122215-s256507447.html?search=1,0
trang-diem-mat,150000 ,Kẻ lông mày Mamonde Natural Auto Pencil Eyebrow,https://www.lazada.vn/products/ke-long-may-mamonde-natural-auto-pencil-eyebrow-i279942983-s437118056.html?search=1,0
trang-diem-mat,13200 ,Chì vặn kẻ chân mày ngang chống nước Keep color,https://www.lazada.vn/products/chi-van-ke-chan-may-ngang-chong-nuoc-keep-color-i248758035-s326307416.html?search=1,52
trang-diem-mat,185000 ,BẢNG PHẤN MẮT TONE NUDE NÂU ODBO LOVE SWEET OD262 BROWN,https://www.lazada.vn/products/bang-phan-mat-tone-nude-nau-odbo-love-sweet-od262-brown-i259820013-s363202654.html?search=1,0
trang-diem-mat,85000 ,Bột in chân mày 2 khuôn + phấn mày (#03 – Nâu sáng),https://www.lazada.vn/products/bot-in-chan-may-2-khuon-phan-may-03-nau-sang-i278974976-s434760656.html?search=1,0
trang-diem-mat,59000 ,Combo bộ kẻ chân mày + bộ chì kẻ lông mày + dao cạo long mày + tấm dán khuôn kẻ lông mày  - Dozimax - CBLM01 - bộ khuôn kẻ chân mày - chì kẻ mày - giúp cách vẽ chân mày nhanh chóng - tạo lông mày đẹp.,https://www.lazada.vn/products/combo-bo-ke-chan-may-bo-chi-ke-long-may-dao-cao-long-may-tam-dan-khuon-ke-long-may-dozimax-cblm01-bo-khuon-ke-chan-may-chi-ke-may-giup-cach-ve-chan-may-nhanh-chong-tao-long-may-dep-i265344594-s381754091.html?search=1,57
trang-diem-mat,180000 ,Mascara Obuse Double Wear Thái Lan,https://www.lazada.vn/products/mascara-obuse-double-wear-thai-lan-i261282780-s367822738.html?search=1,0
trang-diem-mat,38000 ,Bảng Phấn Mắt 12 Màu Color Geo Lameila Eye Shadow L0102,https://www.lazada.vn/products/bang-phan-mat-12-mau-color-geo-lameila-eye-shadow-l0102-i266250748-s388914647.html?search=1,17
trang-diem-mat,19000 ,"Bút dạ kẻ mắt không lem, không trôi Lameila",https://www.lazada.vn/products/but-da-ke-mat-khong-lem-khong-troi-lameila-i257195271-s354612588.html?search=1,155
trang-diem-mat,29000 ,Dầu Dừa Dưỡng Mi Nguyên Chất 100%,https://www.lazada.vn/products/dau-dua-duong-mi-nguyen-chat-100-i251389713-s333291721.html?search=1,0
trang-diem-mat,144000 ,Bảng Màu Mắt Odbo Galaxy Có Nhũ Tông Cam Gạch OD201 - Bảng Phấn Mắt Odbo Galaxy Có Nhũ Tông Cam Đất - Bảng Mắt Odbo Tông Cam Gạch - Phấn Mắt Tông Cam Gạch - Bảng Màu Mắt Odbo Tông Tây Cam Đất - Bảng Phấn Mắt Odbo Tông Tây Cam Gạch - Màu Mắt Thái Cam Gạch,https://www.lazada.vn/products/bang-mau-mat-odbo-galaxy-co-nhu-tong-cam-gach-od201-bang-phan-mat-odbo-galaxy-co-nhu-tong-cam-dat-bang-mat-odbo-tong-cam-gach-phan-mat-tong-cam-gach-bang-mau-mat-odbo-tong-tay-cam-dat-bang-phan-mat-odbo-tong-tay-cam-gach-mau-mat-thai-cam-gach-i280072387-s437372977.html?search=1,0
trang-diem-mat,55000 ,"[TẶNG KÈM ĐÈN LED DẺO] Hộp chì kẻ chân mày novo (Gồm bút chì, 3 khuôn kẻ, 3 ruột bút chì) NOVO",https://www.lazada.vn/products/tang-kem-den-led-deo-hop-chi-ke-chan-may-novo-gom-but-chi-3-khuon-ke-3-ruot-but-chi-novo-i279704209-s436620797.html?search=1,0
trang-diem-mat,97000 ,Bảng Phấn Mắt NUDE HUDAMOJI,https://www.lazada.vn/products/bang-phan-mat-nude-hudamoji-i266364039-s386144390.html?search=1,1
