category,main class,item name,price info,price,monthly sales,item url,item picture
Menbags,MenBag,? INDOLAND ? READY STOCK TAS USB MURAH Selempang Sling bag Murah Impor Batam Slempang Tas Dada,Rp38500,38500,2247,https://shopee.co.id/?-INDOLAND-?-READY-STOCK-TAS-USB-MURAH-Selempang-Sling-bag-Murah-Impor-Batam-Slempang-Tas-Dada-i.36604406.704407895,https://cf.shopee.co.id/file/54c9b449c51089a061ce0b19d0544a59
Menbags,MenBag,Diskon Besar Tas Selempang & Slempang Anti Maling/Anti Air (Smart Crossbody Bag) HIGH QUALITY,Rp54500,54500,2351,https://shopee.co.id/Diskon-Besar-Tas-Selempang-Slempang-Anti-Maling-Anti-Air-(Smart-Crossbody-Bag)-HIGH-QUALITY-i.90712295.1499733430,https://cf.shopee.co.id/file/ebfcdebe21572bef71a72f9422f8d8b5
Menbags,MenBag,Tas Ransel 10 L Decathlon Quechua Arpenaz 10 ORI,Rp39100 - Rp42500,40800,2321,https://shopee.co.id/Tas-Ransel-10-L-Decathlon-Quechua-Arpenaz-10-ORI-i.53903380.1120856828,https://cf.shopee.co.id/file/93b47caef3d6a99c3c9e058ce571dbd9
Menbags,MenBag,FYG-1148 Tas Selempang Pria Sling Shoulder Bag Back Pack Travel Trendy Tas MUrah Tas Import TAS USB,Rp38500,38500,2131,https://shopee.co.id/FYG-1148-Tas-Selempang-Pria-Sling-Shoulder-Bag-Back-Pack-Travel-Trendy-Tas-MUrah-Tas-Import-TAS-USB-i.11184349.1137500629,https://cf.shopee.co.id/file/451894f4aa7b0286db9661bf43117d0f
Menbags,MenBag,Tas Selempang Pushop/Groow,Rp18000,18000,1828,https://shopee.co.id/Tas-Selempang-Pushop-Groow-i.4818709.724136215,https://cf.shopee.co.id/file/63ceda02bdf4aa98429e1a40637e086c
Menbags,MenBag,Tas Pria Selempang Distro,Rp24000,24000,1870,https://shopee.co.id/Tas-Pria-Selempang-Distro-i.4818709.164099163,https://cf.shopee.co.id/file/740952d648dc7d3238b09315622de1ef
Menbags,MenBag,Dompet Kulit Premium Pria,Rp33000,33000,1550,https://shopee.co.id/Dompet-Kulit-Premium-Pria-i.11318485.80394912,https://cf.shopee.co.id/file/d9f3918ac8a78853b980a3d649a8ffce
Menbags,MenBag,Decathlon Quechua Tas Ransel Carrier Olahraga Arpenaz 10L Day Hiking Backpack 100 % Original,Rp39600 - Rp45000,42300,1565,https://shopee.co.id/Decathlon-Quechua-Tas-Ransel-Carrier-Olahraga-Arpenaz-10L-Day-Hiking-Backpack-100-Original-i.61228063.998926748,https://cf.shopee.co.id/file/8b6a62b865fba8e7ba824fcfe0afa899
Menbags,MenBag,Selempang Kulit Pria Tas Hp/Tas Dada Usb/Tas Impor Batam /Sling Bag Usb Kulit/Selempang Sling Bag,Rp51000,51000,1512,https://shopee.co.id/Selempang-Kulit-Pria-Tas-Hp-Tas-Dada-Usb-Tas-Impor-Batam-Sling-Bag-Usb-Kulit-Selempang-Sling-Bag-i.24548222.1649172013,https://cf.shopee.co.id/file/c3352ea60e313be516e66d8918b359b1
Fashion,FashionAccessory,Harga murah Kacamata Transparan Port Frameless Tren Pasangan kacamata Simple,Rp7880,7880,59236,https://shopee.co.id/Harga-murah-Kacamata-Transparan-Port-Frameless-Tren-Pasangan-kacamata-Simple-i.24548222.1323412048,https://cf.shopee.co.id/file/412300fa70b1c0e22a02746158bfa9b3
Fashion,FashionAccessory,?Bayar di Tempat? Kacamata Hitam Fashion Wanita Model Simple Transparan Tanpa Frame untuk Pasangan,Rp7499 - Rp8999,8249,49442,https://shopee.co.id/?Bayar-di-Tempat?-Kacamata-Hitam-Fashion-Wanita-Model-Simple-Transparan-Tanpa-Frame-untuk-Pasangan-i.47678487.1114303113,https://cf.shopee.co.id/file/6b6b157c198d10fd7f9f9e3c0c6789b2
Fashion,FashionAccessory,Kacamata Wanita Pria Frame Sunglasses Anti Radiasi Lensa Transparan,Rp10300 - Rp13500,11900,35576,https://shopee.co.id/Kacamata-Wanita-Pria-Frame-Sunglasses-Anti-Radiasi-Lensa-Transparan-i.18587545.1653061402,https://cf.shopee.co.id/file/2f5c505342be2d2ecfa0716d17392ee8
Fashion,FashionAccessory,?Bayar Di Tempat?kacamata wanita fashion tanpa bingkai sunglasses transparan sederhana UV400,Rp3999 - Rp8300,6149.5,30269,https://shopee.co.id/?Bayar-Di-Tempat?kacamata-wanita-fashion-tanpa-bingkai-sunglasses-transparan-sederhana-UV400-i.93215140.1548411867,https://cf.shopee.co.id/file/3fdc5463958c147f280e84afdb2276d6
Fashion,FashionAccessory,Kacamata Hitam Wanita Transparent Sunglasses Frameless Port Trends Couples Simple glasses,Rp7200 - Rp9900,8550,21710,https://shopee.co.id/Kacamata-Hitam-Wanita-Transparent-Sunglasses-Frameless-Port-Trends-Couples-Simple-glasses-i.18587545.519562209,https://cf.shopee.co.id/file/0e5eb02cb5670563c120d04491a9125c
Fashion,FashionAccessory,?Bayar Di Tempat?kacamata Anti Radiasi Sinar Biru Kacamata wanita/Laki-laki fashion,Rp10300 - Rp13500,11900,23897,https://shopee.co.id/?Bayar-Di-Tempat?kacamata-Anti-Radiasi-Sinar-Biru-Kacamata-wanita-Laki-laki-fashion-i.93215140.1647779038,https://cf.shopee.co.id/file/b6b6e4f3e1382cc23f9adedc3a415f05
Fashion,FashionAccessory,{Barang Tiba Pembayaran}Kacamata Perlindungan Radiasi Putaran Wanitn Pria Dan Wanita Yang Nyaman,Rp11900,11900,23107,https://shopee.co.id/-Barang-Tiba-Pembayaran-Kacamata-Perlindungan-Radiasi-Putaran-Wanitn-Pria-Dan-Wanita-Yang-Nyaman-i.24548222.1832300161,https://cf.shopee.co.id/file/349c9fe0793dd0eaa840bb3f6a3ae0a4
Fashion,FashionAccessory,[TER-MURAH] JALLE - KACAMATA JK3001 - KACAMATA FASHION - TRANSPARAN - JELLY - TANPA FRAME - WANITA,Rp7900,7900,23074,https://shopee.co.id/-TER-MURAH-JALLE-KACAMATA-JK3001-KACAMATA-FASHION-TRANSPARAN-JELLY-TANPA-FRAME-WANITA-i.65778131.1696743287,https://cf.shopee.co.id/file/8b8747a83e0fc7351831a0c90c670e6a
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Lensa Rangka Transparan Retro Vintage Metal Frame Eyeglasses,Rp10800 - Rp12800,11800,13463,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Lensa-Rangka-Transparan-Retro-Vintage-Metal-Frame-Eyeglasses-i.18587545.401136086,https://cf.shopee.co.id/file/d9edbe7c97a9f1b2ed478ce085ee0629
Fashion,FashionAccessory,SOFTLENS MISTIQUE BLACK and GREY 16mm,Rp23288 - Rp30888,27088,14360,https://shopee.co.id/SOFTLENS-MISTIQUE-BLACK-and-GREY-16mm-i.3891529.1019107054,https://cf.shopee.co.id/file/aae8a85611ea0a9295e0a4e36708f127
Fashion,FashionAccessory,【Bayar di Tempat】Kacamata Lensa Transparan Anti Radiasi Untuk Pria/Wanita Kacamata Bingkai Optik,Rp9999 - Rp65000,37499.5,13338,https://shopee.co.id/【Bayar-di-Tempat】Kacamata-Lensa-Transparan-Anti-Radiasi-Untuk-Pria-Wanita-Kacamata-Bingkai-Optik-i.47678487.1582384567,https://cf.shopee.co.id/file/bb339c82716443739b0628936bbe1928
Fashion,FashionAccessory,CAIRAN SOFTLENS ICE 60ml with ProVitamin B5,Rp8800,8800,10704,https://shopee.co.id/CAIRAN-SOFTLENS-ICE-60ml-with-ProVitamin-B5-i.3891529.684827047,https://cf.shopee.co.id/file/30cdee1b69ff8a44a4888a999b319a1b
Fashion,FashionAccessory,[TER-MURAH] JALLE - KACAMATA JK3002 - KACAMATA FASHION - TRANSPARAN - KACAMATA LENSA - FRAME,Rp11950,11950,14073,https://shopee.co.id/-TER-MURAH-JALLE-KACAMATA-JK3002-KACAMATA-FASHION-TRANSPARAN-KACAMATA-LENSA-FRAME-i.65778131.1696902371,https://cf.shopee.co.id/file/3f6193151639634857deec6136414711
Fashion,FashionAccessory,Kacamata Wanita Bulat Korean retro metal flat mirror Optical Glasses Decorative Harajuku Prince,Rp8900 - Rp11300,10100,8074,https://shopee.co.id/Kacamata-Wanita-Bulat-Korean-retro-metal-flat-mirror-Optical-Glasses-Decorative-Harajuku-Prince-i.18587545.236656389,https://cf.shopee.co.id/file/25ad7b38c1d0a6e700e7cbe9752a7902
Fashion,FashionAccessory,【Bayar Di Tempat】 Kacamata Wanita Pria Frame Ringan Sunglasses Anti Radiasi Lensa Transparan,Rp6000 - Rp14500,10250,8778,https://shopee.co.id/【Bayar-Di-Tempat】-Kacamata-Wanita-Pria-Frame-Ringan-Sunglasses-Anti-Radiasi-Lensa-Transparan-i.17430886.1156934032,https://cf.shopee.co.id/file/32ec91e8b6981a44e380be60f1937224
Fashion,FashionAccessory,Kalung Titanium Anti Karat Crystal KT45,Rp17000 - Rp17500,17250,11045,https://shopee.co.id/Kalung-Titanium-Anti-Karat-Crystal-KT45-i.5395355.37576319,https://cf.shopee.co.id/file/5ed85ceb5ae312d09ea25a08400bf613
Fashion,FashionAccessory,FYGALERY K200 KACAMATA LENSA TRANSPARAN KACAMATA FASHION WANITA/PRIA KACAMATA IMPORT KACAMATA MURAH,Rp11950,11950,6372,https://shopee.co.id/FYGALERY-K200-KACAMATA-LENSA-TRANSPARAN-KACAMATA-FASHION-WANITA-PRIA-KACAMATA-IMPORT-KACAMATA-MURAH-i.11184349.1856500852,https://cf.shopee.co.id/file/5805a370ff725467752a6f51d41f2049
Fashion,FashionAccessory,SOFTLENS SOFTLEN SOFLEN N8 BABY BIG EYES DIA 16mm,Rp32000 - Rp39500,35750,5617,https://shopee.co.id/SOFTLENS-SOFTLEN-SOFLEN-N8-BABY-BIG-EYES-DIA-16mm-i.3891529.160131303,https://cf.shopee.co.id/file/681b257ba4f6b74a75d4aa6632bedaee
Fashion,FashionAccessory,?Tersedia Bayar di Tempat?Wanita Kacamata Hitam Gaya Mata Kucing Metal Cat Eye Women Sunglasses,Rp17999 - Rp23500,20749.5,5011,https://shopee.co.id/?Tersedia-Bayar-di-Tempat?Wanita-Kacamata-Hitam-Gaya-Mata-Kucing-Metal-Cat-Eye-Women-Sunglasses-i.47678487.1122440908,https://cf.shopee.co.id/file/99d4273ee688f615b79efbf890816395
Fashion,FashionAccessory,[Bayar Di Tempat]Kacamata Baca Frame Metal Gaya Retro untuk Pria / Wanita,Rp11800 - Rp14980,13390,5192,https://shopee.co.id/-Bayar-Di-Tempat-Kacamata-Baca-Frame-Metal-Gaya-Retro-untuk-Pria-Wanita-i.47678487.1116700606,https://cf.shopee.co.id/file/03cef3a89421c8acd211022b8b0d2817
Fashion,FashionAccessory,?Bayar di Tempat?5 Desgin Thug life Mosaic Sunglasses Kacamata Hitam Wanita/Pria Small Sunglasses,Rp8999 - Rp10000,9499.5,8231,https://shopee.co.id/?Bayar-di-Tempat?5-Desgin-Thug-life-Mosaic-Sunglasses-Kacamata-Hitam-Wanita-Pria-Small-Sunglasses-i.47678487.1203568312,https://cf.shopee.co.id/file/7f8524754e120a5ef53fa1999abba10d
Fashion,FashionAccessory,JEPITAN PENJEPIT SOFTLENS + TONGKAT SOFTLENS TERMURAH,Rp3314 - Rp3488,3401,4591,https://shopee.co.id/JEPITAN-PENJEPIT-SOFTLENS-TONGKAT-SOFTLENS-TERMURAH-i.3891529.1271435707,https://cf.shopee.co.id/file/4c176512abcd1dd88c64d3ca28498fef
Fashion,FashionAccessory,SOFTLENS SOFTLEN SOFLEN LIVING COLOR MISTIQUE KEMENSKES 16MM BLACK GREY FREE LENSCASE (MATA NORMAL),Rp23100 - Rp23643,23371.5,5116,https://shopee.co.id/SOFTLENS-SOFTLEN-SOFLEN-LIVING-COLOR-MISTIQUE-KEMENSKES-16MM-BLACK-GREY-FREE-LENSCASE-(MATA-NORMAL)-i.5153623.674311874,https://cf.shopee.co.id/file/722a620a172fe0beae49fd1f27bd1f22
Fashion,FashionAccessory,ICE 60 mL Air Softlens / Cairan ICE 60mL Provitamin B5,Rp8300,8300,4927,https://shopee.co.id/ICE-60-mL-Air-Softlens-Cairan-ICE-60mL-Provitamin-B5-i.375994.671377772,https://cf.shopee.co.id/file/de9515de38b59319b8b508a9af7872a1
Fashion,FashionAccessory,Air Softlens Nice Look 60 ml / Nicelook Cairan Soft Lens 60ml,Rp4910,4910,4996,https://shopee.co.id/Air-Softlens-Nice-Look-60-ml-Nicelook-Cairan-Soft-Lens-60ml-i.375994.27656485,https://cf.shopee.co.id/file/e7fbb69135569e145613e42a7efef5ca
Fashion,FashionAccessory,[COD available/Bayar di Tempat] Bandana Turban Elastis Motif Bunga untuk Yoga // FASHION / Premium,Rp5939,5939,5446,https://shopee.co.id/-COD-available-Bayar-di-Tempat-Bandana-Turban-Elastis-Motif-Bunga-untuk-Yoga-FASHION-Premium-i.66406573.1175988408,https://cf.shopee.co.id/file/9c15ce7071a88cf0adc7892b848219fb
Fashion,FashionAccessory,Kacamata Wanita Pria Optik Anti Radiasi Dengan Fashion Sunglasses Eyewear,Rp13400,13400,5244,https://shopee.co.id/Kacamata-Wanita-Pria-Optik-Anti-Radiasi-Dengan-Fashion-Sunglasses-Eyewear-i.18587545.1698973176,https://cf.shopee.co.id/file/1f4060483665503a6386f05b0593269f
Fashion,FashionAccessory,[Bayar Di Tempat]Pouch (sarung) Kacamata,Rp2000,2000,5187,https://shopee.co.id/-Bayar-Di-Tempat-Pouch-(sarung)-Kacamata-i.47678487.1333068102,https://cf.shopee.co.id/file/de555db69fd500e07aaaf7eec5f7fc6a
Fashion,FashionAccessory,Label Woven Damask Subtitute,Rp500,500,23251,https://shopee.co.id/Label-Woven-Damask-Subtitute-i.18350044.1522111385,https://cf.shopee.co.id/file/243279216e712135bb706f2240744380
Fashion,FashionAccessory,SOFTLENS ICE N8 NORMAL,Rp31000 - Rp32000,31500,4386,https://shopee.co.id/SOFTLENS-ICE-N8-NORMAL-i.17220153.1465956597,https://cf.shopee.co.id/file/86934609a0bcdea4b720a10b3151701c
Fashion,FashionAccessory,Softlens MISTIQUE Living Color / Mistiq Super BIG EYES,Rp23498,23498,4007,https://shopee.co.id/Softlens-MISTIQUE-Living-Color-Mistiq-Super-BIG-EYES-i.375994.1467952540,https://cf.shopee.co.id/file/7c9835b99e517138e572e4bbd84937b1
Fashion,FashionAccessory,[COD Bayar di Tempat] POPULER/FASHION/Premium Bandana Simpul Twist Elastis Ala Korea untuk Wanita,Rp7099,7099,4488,https://shopee.co.id/-COD-Bayar-di-Tempat-POPULER-FASHION-Premium-Bandana-Simpul-Twist-Elastis-Ala-Korea-untuk-Wanita-i.66406573.1146457058,https://cf.shopee.co.id/file/b40b9dec2ae31f088c50a84bc355e601
Fashion,FashionAccessory,【Bayar Di Tempat】 Kacamata Wanita Pria Frame Ringan Sunglasses Anti Radiasi Lensa Transparan,Rp19000 - Rp45000,32000,5793,https://shopee.co.id/【Bayar-Di-Tempat】-Kacamata-Wanita-Pria-Frame-Ringan-Sunglasses-Anti-Radiasi-Lensa-Transparan-i.104462659.1851196933,https://cf.shopee.co.id/file/58b809667d9268da0cb559bda3fda0ea
Fashion,FashionAccessory,Softlens I SCREAM LOVE / IScream Love Lens,Rp20450,20450,3834,https://shopee.co.id/Softlens-I-SCREAM-LOVE-IScream-Love-Lens-i.375994.783357559,https://cf.shopee.co.id/file/7d5f323858b2fed2fd480df4098d68fc
Fashion,FashionAccessory,Kacamata Lensa Rangka Transparan Retro Vintage Metal Frame Eyeglasses,Rp18000,18000,3506,https://shopee.co.id/Kacamata-Lensa-Rangka-Transparan-Retro-Vintage-Metal-Frame-Eyeglasses-i.24548222.1540952782,https://cf.shopee.co.id/file/7e25231432f7f2b896266336c70ee371
Fashion,FashionAccessory,Kalung Titanium Crystal Anti Karat KT45,Rp17000 - Rp17500,17250,4362,https://shopee.co.id/Kalung-Titanium-Crystal-Anti-Karat-KT45-i.5395355.379293705,https://cf.shopee.co.id/file/ae82092200724a39493cf9d9b28ed903
Fashion,FashionAccessory,TERMURAH - WEEDO - KACAMATA JK3001 - KACAMATA FASHION - TRANSPARAN - TANPA FRAME,Rp7900,7900,4476,https://shopee.co.id/TERMURAH-WEEDO-KACAMATA-JK3001-KACAMATA-FASHION-TRANSPARAN-TANPA-FRAME-i.28368144.1697128015,https://cf.shopee.co.id/file/39fa1c21f3cdd9ed055c1cce4c217292
Fashion,FashionAccessory,CAIRAN SOFTLENS X2 MPS 120ML,Rp16500,16500,3302,https://shopee.co.id/CAIRAN-SOFTLENS-X2-MPS-120ML-i.3891529.210168813,https://cf.shopee.co.id/file/3d92c20db323456f55c4d968be01bbc3
Fashion,FashionAccessory,SOFTLENS GEL LUNA NATURAL BEST SELLER 14.5mm,Rp30000 - Rp35000,32500,3349,https://shopee.co.id/SOFTLENS-GEL-LUNA-NATURAL-BEST-SELLER-14.5mm-i.3891529.980456443,https://cf.shopee.co.id/file/6eff0c5da68c652610595733c02b512a
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Hitam Pria Frame Metal Optical Glasses,Rp26600,26600,3362,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Hitam-Pria-Frame-Metal-Optical-Glasses-i.18587545.1535313422,https://cf.shopee.co.id/file/28a39f23f86c5065e5e79029d8b5978b
Fashion,FashionAccessory,Felicelife PIN gesper PU Fashion All-Match sabuk wanita fesyen,Rp15200,15200,3706,https://shopee.co.id/Felicelife-PIN-gesper-PU-Fashion-All-Match-sabuk-wanita-fesyen-i.30989409.1179504414,https://cf.shopee.co.id/file/9606642830e2c4086728a215164ec344
Fashion,FashionAccessory,PENJEPIT Softlens + Tongkat Stick Pasang / Capitan Softlen / Tweezers / Twezer / Jepitan,Rp2490,2490,4216,https://shopee.co.id/PENJEPIT-Softlens-Tongkat-Stick-Pasang-Capitan-Softlen-Tweezers-Twezer-Jepitan-i.375994.338825811,https://cf.shopee.co.id/file/14914e38b8e46cd8b00634a7325f2051
Fashion,FashionAccessory,Topi Bahan Plush Desain Telinga Kelinci Dapat Bergerak dengan Kantong Udara untuk Hadiah/Mainan Anak,Rp52500,52500,4143,https://shopee.co.id/Topi-Bahan-Plush-Desain-Telinga-Kelinci-Dapat-Bergerak-dengan-Kantong-Udara-untuk-Hadiah-Mainan-Anak-i.35704726.1721243406,https://cf.shopee.co.id/file/f61c45cfb31d195e04f6bcacc1e66972
Fashion,FashionAccessory,SOFTLENS NATURAL NORMAL by Urban Factory / NATURAL,Rp28000,28000,3164,https://shopee.co.id/SOFTLENS-NATURAL-NORMAL-by-Urban-Factory-NATURAL-i.17220153.1580926749,https://cf.shopee.co.id/file/450e03fac393865dca67d1b239c7dc2e
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Oval Gaya Vintage Retro Mewah Transparant,Rp11300,11300,3281,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Oval-Gaya-Vintage-Retro-Mewah-Transparant-i.18587545.306039465,https://cf.shopee.co.id/file/20fd949f784b57b4a3127e272df0229d
Fashion,FashionAccessory,CAIRAN SOFTLENS ILOOK 60ML,Rp5900,5900,2973,https://shopee.co.id/CAIRAN-SOFTLENS-ILOOK-60ML-i.3891529.1566273386,https://cf.shopee.co.id/file/babf1e30a9a99af0b7b7a11b027bc143
Fashion,FashionAccessory,?Bayar di Tempat?Korean Design Anti Radiasi Komputer Kacamata Wanita/Pria Square Eyeglasses,Rp10800 - Rp14500,12650,3252,https://shopee.co.id/?Bayar-di-Tempat?Korean-Design-Anti-Radiasi-Komputer-Kacamata-Wanita-Pria-Square-Eyeglasses-i.47678487.1642997524,https://cf.shopee.co.id/file/832763f46641dcb2897656f3add14fed
Fashion,FashionAccessory,SOFTLENS 1TONE BLACK ANGEL/LOVELY 14.4mm,Rp23188 - Rp29000,26094,2836,https://shopee.co.id/SOFTLENS-1TONE-BLACK-ANGEL-LOVELY-14.4mm-i.3891529.1511819376,https://cf.shopee.co.id/file/3220f7d4687b10c436f6470a1202a0af
Fashion,FashionAccessory,Kacamata Bulat (Design Korea) Pria dan Wanita - Model Vintage (Group) - Bulat Kacamata bingkai retro,Rp8999 - Rp11500,10249.5,3165,https://shopee.co.id/Kacamata-Bulat-(Design-Korea)-Pria-dan-Wanita-Model-Vintage-(Group)-Bulat-Kacamata-bingkai-retro-i.47678487.1182585475,https://cf.shopee.co.id/file/262d06118f819c8e9bd4fc30c20af205
Fashion,FashionAccessory,[Termurah] WEEDO - KACAMATA JK3002 - KACAMATA FASHION - TRANSPARAN - KACAMATA LENSA - FRAME,Rp11950,11950,4894,https://shopee.co.id/-Termurah-WEEDO-KACAMATA-JK3002-KACAMATA-FASHION-TRANSPARAN-KACAMATA-LENSA-FRAME-i.28368144.1697186973,https://cf.shopee.co.id/file/62309d12928cc3343b672c25becbbc75
Fashion,FashionAccessory,SOFTLENS NOBLUQ NORMAL by Urban factory / NOBLUQ,Rp28000,28000,2760,https://shopee.co.id/SOFTLENS-NOBLUQ-NORMAL-by-Urban-factory-NOBLUQ-i.17220153.939852305,https://cf.shopee.co.id/file/b2442fe4a1f6197d0780d79b0cd1c7e0
Fashion,FashionAccessory,TU88 Kacamata Transparan Hitam Transparant Frameless Sunglasses Couple Fashion Pria Wanita Korea,Rp7999,7999,3188,https://shopee.co.id/TU88-Kacamata-Transparan-Hitam-Transparant-Frameless-Sunglasses-Couple-Fashion-Pria-Wanita-Korea-i.8338469.1523576854,https://cf.shopee.co.id/file/009c8042a38f40568d53d644a83cdfde
Fashion,FashionAccessory,ELBER K200 KACAMATA FASHION WANITA/PRIA KACAMATA LENSA TRANSPARAN KACAMATA IMPORT KACAMATA MURAH,Rp11950,11950,3027,https://shopee.co.id/ELBER-K200-KACAMATA-FASHION-WANITA-PRIA-KACAMATA-LENSA-TRANSPARAN-KACAMATA-IMPORT-KACAMATA-MURAH-i.6358511.1856504789,https://cf.shopee.co.id/file/beee7c8d88066d531b5f6b75568fbb39
Fashion,FashionAccessory,Kacamata Hitam Lensa Oversize Cat Eye Sunglasses Women,Rp21660,21660,2759,https://shopee.co.id/Kacamata-Hitam-Lensa-Oversize-Cat-Eye-Sunglasses-Women-i.24548222.1376597695,https://cf.shopee.co.id/file/6f45ca42b47736a7e95218e1f5b205f2
Fashion,FashionAccessory,?Bayar di Tempat?Kacamata Hitam Lensa Cat Eye Anti UV Variasi 12 Warna Kualitas Tinggi untuk Wanita,Rp7599 - Rp8999,8299,3028,https://shopee.co.id/?Bayar-di-Tempat?Kacamata-Hitam-Lensa-Cat-Eye-Anti-UV-Variasi-12-Warna-Kualitas-Tinggi-untuk-Wanita-i.47678487.1138480279,https://cf.shopee.co.id/file/7e4cec74a2bcb41668caca8b44ada6f6
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Hitam H Polarized Retro Coating Sunglasses Round,Rp12800,12800,2561,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Hitam-H-Polarized-Retro-Coating-Sunglasses-Round-i.18587545.234888365,https://cf.shopee.co.id/file/ed70e7363699a453c2525a5072c50c0f
Fashion,FashionAccessory,SOFTLENS NEW MORE DUBAI NORMAL,Rp28000 - Rp30000,29000,2629,https://shopee.co.id/SOFTLENS-NEW-MORE-DUBAI-NORMAL-i.17220153.1223900854,https://cf.shopee.co.id/file/06b3a513bdc492e09057970a779f62c8
Fashion,FashionAccessory,Masker Buff Multifungsi,Rp3000,3000,4289,https://shopee.co.id/Masker-Buff-Multifungsi-i.17332236.164279702,https://cf.shopee.co.id/file/642a4c51a26028989bdaa47ae6ee7a92
Fashion,FashionAccessory,Softlens Wish Living Color / True Color Wish / Softlense Big Eyes,Rp23800,23800,2633,https://shopee.co.id/Softlens-Wish-Living-Color-True-Color-Wish-Softlense-Big-Eyes-i.375994.759453904,https://cf.shopee.co.id/file/02958d98d66a6e3eed5319d4c3496a32
Fashion,FashionAccessory,(Dikirim Dari Jakarta) Kacamata Hitam Fashion Wanita Model Simple Transparan Tanpa Frame,Rp13700,13700,2433,https://shopee.co.id/(Dikirim-Dari-Jakarta)-Kacamata-Hitam-Fashion-Wanita-Model-Simple-Transparan-Tanpa-Frame-i.90309109.1544428575,https://cf.shopee.co.id/file/3e6923b911e0a0900f7544942dd406d9
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Hitam Tanpa Frame untuk Couples Simple Transparent,Rp9900,9900,2788,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Hitam-Tanpa-Frame-untuk-Couples-Simple-Transparent-i.18587545.1514493741,https://cf.shopee.co.id/file/849ed53c99b33c4894aa18fceb04866e
Fashion,FashionAccessory,TU88 Kacamata Lensa Transparan Anti Radiasi Gaya Korea Untuk Pria Wanita Frame Kacamata Bulat SG007,Rp11899,11899,2835,https://shopee.co.id/TU88-Kacamata-Lensa-Transparan-Anti-Radiasi-Gaya-Korea-Untuk-Pria-Wanita-Frame-Kacamata-Bulat-SG007-i.8338469.1572919769,https://cf.shopee.co.id/file/977e55ca020c45e7233e326463eb25c7
Fashion,FashionAccessory,Kalung Titanium Full Zircon DF888,Rp17000 - Rp17500,17250,3148,https://shopee.co.id/Kalung-Titanium-Full-Zircon-DF888-i.24178494.1628112317,https://cf.shopee.co.id/file/4728a4247b8aa98225b2fcb02d657119
Fashion,FashionAccessory,FYGALERY K100 KACAMATA FASHION WANITA/PRIA KACAMATA SIMPLE TRANSPARAN IMPORT KACAMATA TANPA FRAME,Rp7900,7900,2314,https://shopee.co.id/FYGALERY-K100-KACAMATA-FASHION-WANITA-PRIA-KACAMATA-SIMPLE-TRANSPARAN-IMPORT-KACAMATA-TANPA-FRAME-i.11184349.1867865916,https://cf.shopee.co.id/file/41ab771e4091d5cbd6826d1888395edd
Fashion,FashionAccessory,[COD available]12Pcs/Set Ikat Rambut Simple Bahan Karet Gaya Korea untuk Wanita termasuk kotak-kotak,Rp21499,21499,2371,https://shopee.co.id/-COD-available-12Pcs-Set-Ikat-Rambut-Simple-Bahan-Karet-Gaya-Korea-untuk-Wanita-termasuk-kotak-kotak-i.66406573.1361018733,https://cf.shopee.co.id/file/87454120638af57bb7c6d3bc25b13f88
Fashion,FashionAccessory,[Bayar di Tempat]HairBand Elastis Karet Rambut Suede Wanita Akseoris Fashion,Rp6600 - Rp8700,7650,2651,https://shopee.co.id/-Bayar-di-Tempat-HairBand-Elastis-Karet-Rambut-Suede-Wanita-Akseoris-Fashion-i.18587545.1535150886,https://cf.shopee.co.id/file/803b0b0b552cad4a7201a4a23f2a7850
Fashion,FashionAccessory,JARUM PENTUL HIJAB / FASHION,Rp1000,1000,2378,https://shopee.co.id/JARUM-PENTUL-HIJAB-FASHION-i.11410819.853621667,https://cf.shopee.co.id/file/ba459e4f61dab931d22e2822a7b0277b
Fashion,FashionAccessory,[Bayar Di Tempat] Ikat Pinggang Kulit PU dengan Gesper untuk Wanita fesyen,Rp14900,14900,2370,https://shopee.co.id/-Bayar-Di-Tempat-Ikat-Pinggang-Kulit-PU-dengan-Gesper-untuk-Wanita-fesyen-i.64909675.1208723644,https://cf.shopee.co.id/file/5b7736ed7f1be9edfdf7bb887bc5b0e6
Fashion,FashionAccessory,Harga Grosir Topi Baseball Tumblr Polos Murah,Rp9300,9300,2676,https://shopee.co.id/Harga-Grosir-Topi-Baseball-Tumblr-Polos-Murah-i.12485679.108953056,https://cf.shopee.co.id/file/b3ec6803a50c551c9dc325d415a29387
