,Unnamed: 0,名字,投票人数,类型,产地,上映时间,时长,年代,评分,首映地点
0,0,肖申克的救赎,692795.0,剧情,美国,1994-09-10 00:00:00,142,1994,9.6,多伦多电影节
1,1,控方证人,42995.0,剧情,美国,1957-12-17 00:00:00,116,1957,9.5,美国
2,2,美丽人生 ,327855.0,剧情,意大利,1997-12-20 00:00:00,116,1997,9.5,意大利
3,3,阿甘正传,580897.0,剧情,美国,1994-06-23 00:00:00,142,1994,9.4,洛杉矶首映
4,4,霸王别姬,478523.0,剧情,中国,1993-01-01 00:00:00,171,1993,9.4,香港
5,5,泰坦尼克号 ,157074.0,剧情,美国,2012-04-10 00:00:00,194,2012,9.4,中国
6,6,辛德勒的名单,306904.0,剧情,美国,1993-11-30 00:00:00,195,1993,9.4,华盛顿首映
7,7,新世纪福音战士剧场版：Air/真心为你 新世紀エヴァンゲリオン劇場版 Ai,24355.0,剧情,日本,1997-07-19 00:00:00,87,1997,9.4,日本
8,8,银魂完结篇：直到永远的万事屋 劇場版 銀魂 完結篇 万事屋よ,21513.0,剧情,日本,2013-07-06 00:00:00,110,2013,9.4,日本
9,9,这个杀手不太冷 ,662552.0,剧情,法国,1994-09-14 00:00:00,133,1994,9.4,法国
10,10,灿烂人生 ,16807.0,剧情,意大利,2003-06-22 00:00:00,366,2003,9.3,美国
11,11,疯狂动物城,284652.0,喜剧,美国,2016-03-04 00:00:00,109,2016,9.3,中国/美国
12,12,福音战士新剧场版：破 ヱヴァンゲリヲン新劇場版：,32524.0,剧情,日本,2009-06-27 00:00:00,108,2009,9.3,美国
13,13,海豚湾,159302.0,纪录片,美国,2009-07-31 00:00:00,92,2009,9.3,美国
14,14,回忆积木小屋 つみきのい,93384.0,剧情,日本,2008-06-10 00:00:00,12,2008,9.3,美国
15,15,机器人总动员 ,421734.0,喜剧,美国,2008-06-27 00:00:00,98,2008,9.3,美国
16,16,十二怒汉,134949.0,剧情,美国,1957-04-01 00:00:00,96,1957,9.3,美国
17,17,旅行到宇宙边缘,10044.0,纪录片,美国,2008-11-07 00:00:00,90,2008,9.3,美国
18,18,父与女,53358.0,剧情,英国,2001-05-27 00:00:00,60,2001,9.2,美国
19,19,暴力云与送子鹳,75567.0,喜剧,美国,2009-05-29 00:00:00,6,2009,9.2,美国
20,20,城市之光,31105.0,剧情,美国,1931-01-30 00:00:00,87,1931,9.2,美国
21,21,大闹天宫,74881.0,动画,中国,1961-05-14 00:00:00,114,1961,9.2,上集
22,22,盗梦空间,642134.0,剧情,美国,2010-09-01 00:00:00,148,2010,9.2,中国
23,23,放牛班的春天,370585.0,剧情,法国,2004-10-16 00:00:00,97,2004,9.2,中国
24,24,海上钢琴师,501153.0,剧情,意大利,1998-10-28 00:00:00,165,1998,9.2,意大利
25,25,家园,32717.0,纪录片,法国,2009-06-05 00:00:00,118,2009,9.2,美国
26,26,教父,280871.0,剧情,美国,1972-03-15 00:00:00,175,1972,9.2,纽约首映
27,27,乱世佳人,226131.0,剧情,美国,1939-12-15 00:00:00,238,1939,9.2,亚特兰大首映
28,28,千与千寻 千と千尋の神隠,525505.0,剧情,日本,2001-07-20 00:00:00,125,2001,9.2,日本
29,29,穹顶之下,51113.0,纪录片,中国,2015-02-28 00:00:00,104,2015,9.2,中国
30,30,生活多美好,24495.0,剧情,美国,1946-12-20 00:00:00,130,1946,9.2,美国
31,31,唐顿庄园：2011圣,29611.0,剧情,英国,2011-12-25 00:00:00,93,2011,9.2,英国
32,32,(无),331.0,剧情,美国,2011-06-18 00:00:00,75,2011,7.0,美国
33,33,调音师,105300.0,剧情,法国,2010-02-01 00:00:00,14,2010,9.2,克莱蒙费朗国际短片电影节
34,34,新世纪福音战士剧场版：死与新生 新世紀エヴァンゲリオン劇場版 シト,17059.0,动作,日本,1997-03-15 00:00:00,101,1997,9.2,日本
35,35,银魂剧场版：新译红樱篇 劇場版 銀魂 新訳,17493.0,喜剧,日本,2010-04-24 00:00:00,96,2010,9.2,日本
36,36,忠犬八公的故事,352613.0,剧情,美国,2009-06-13 00:00:00,93,2009,9.2,西雅图电影节
37,37,IT狂人特,13284.0,喜剧,英国,2013-09-27 00:00:00,48,2013,9.2,英国
38,38,茶馆,10678.0,剧情,中国,1982-06-04 00:00:00,118,1982,9.2,美国
39,39,洞,13757.0,剧情,法国,1960-03-18 00:00:00,132,1960,9.2,法国
40,40,含泪活着 泣きながら生き,10923.0,纪录片,日本,2006-11-03 00:00:00,109,2006,9.2,日本富士电视台
41,41,[NHK纪录片]侵袭职场的新型忧郁症 NHKスペシャル,54.0,纪录片,日本,2012-04-29 00:00:00,49,2012,7.4,美国
42,42,[NHK纪录片]与艾滋病同行 NHK ,97.0,纪录片,日本,2010-07-14 00:00:00,89,2010,8.5,日本
43,43,空之境界 第五章 矛盾螺旋 劇場版 空の境界 第五,12584.0,动画,日本,2008-08-16 00:00:00,113,2008,9.2,美国
44,44,抢救切尔诺贝利,10823.0,纪录片,英国,2006-06-28 00:00:00,93,2006,9.2,美国
45,45,山水情,10781.0,动画,中国,1988-06-10 00:00:00,19,1988,9.2,美国
46,46,“大都市”酒店珠宝失窃案,396.0,剧情,英国,1993-03-07 00:00:00,52,1993,8.0,美国
47,47,宠物,18562.0,喜剧,美国,2013-10-22 00:00:00,60,2013,9.1,美国
48,48,爱·回家,38043.0,剧情,韩国,2002-04-05 00:00:00,80,2002,9.1,韩国
49,49,“人权卫士”的人权纪录,109.0,纪录片,中国,2016-03-13 00:00:00,45,2016,5.6,中国
50,50,辩护人,134273.0,剧情,韩国,2013-12-18 00:00:00,127,2013,9.1,韩国
51,51,触不可及,293040.0,剧情,法国,2011-11-02 00:00:00,112,2011,9.1,法国
52,52,《发展受阻》全纪录,124.0,纪录片,美国,2013-05-03 00:00:00,75,2013,8.6,美国
53,53,大话西游之大圣娶亲 西遊記大結局之仙履奇,366223.0,喜剧,中国,1995-10-24 00:00:00,95,1995,9.1,中国
54,54,《特写》首映日,143.0,短片,意大利,1996-09-13 00:00:00,7,1996,5.7,美国
55,55,地下,18855.0,剧情,法国,1995-04-01 00:00:00,170,1995,9.1,南斯拉夫
56,56,《乡愁》中的塔可夫斯基,54.0,纪录片,意大利,1984-06-06 00:00:00,94,1984,9.0,美国
57,57,《星际穿越》中的科学,2386.0,纪录片,美国,2014-11-25 00:00:00,41,2014,7.8,美国
58,58,《指环王》全纪录,185.0,纪录片,美国,2001-12-23 00:00:00,60,2001,7.7,美国
59,59,≒會田誠 無氣力大陸 ≒会田誠～無気力,88.0,纪录片,日本,2004-06-26 00:00:00,98,2004,8.3,美国
60,60,≒天明屋尚：新·武士藝術 ≒(ニアイコール)天明,81.0,纪录片,日本,2006-06-03 00:00:00,80,2006,8.0,美国
61,61,≒舟越桂,80.0,纪录片,日本,2004-11-13 00:00:00,98,2004,8.3,美国
62,62,0.5,2825.0,爱情,中国,2014-09-12 00:00:00,85,2014,4.4,中国
63,63,0.5毫,6923.0,剧情,日本,2014-11-08 00:00:00,196,2014,8.1,日本
64,64,东京物语 東京物,35150.0,剧情,日本,1953-11-03 00:00:00,136,1953,9.1,美国
65,65,福音战士新剧场版：序 ヱヴァンゲリヲン新劇場版：,28726.0,动作,日本,2007-09-01 00:00:00,98,2007,9.1,日本
66,66,雇佣人生,45682.0,剧情,阿根廷,2008-09-04 00:00:00,7,2008,9.1,阿根廷
67,67,鬼子来了,180738.0,剧情,中国,2000-05-12 00:00:00,139,2000,9.1,戛纳电影节
68,68,哈利·波特系列的50个精彩,23832.0,纪录片,英国,2011-07-27 00:00:00,93,2011,9.1,英国
69,69,007别传之皇家,1344.0,喜剧,英国,1967-04-13 00:00:00,131,1967,6.4,美国
70,70,007外传之巡,2111.0,动作,英国,1983-10-07 00:00:00,134,1983,6.8,美国
71,71,007之,3699.0,动作,英国,1983-06-10 00:00:00,131,1983,6.8,美国
72,72,007之俄罗,5420.0,动作,英国,1963-10-10 00:00:00,115,1963,7.2,美国
73,73,007之,3554.0,动作,英国,1977-07-07 00:00:00,125,1977,7.0,美国
74,74,黑镜：圣诞特别篇,41667.0,剧情,英国,2014-12-16 00:00:00,74,2014,9.1,英国
75,75,黄金三镖客,37831.0,西部,意大利,1966-12-23 00:00:00,161,1966,9.1,美国
76,76,007之,4214.0,动作,英国,1971-12-14 00:00:00,120,1971,6.8,美国
77,77,007之,3907.0,动作,英国,1974-12-19 00:00:00,125,1974,6.8,美国
78,78,007之,3534.0,动作,英国,1967-06-12 00:00:00,117,1967,6.9,美国
79,79,007之雷,3238.0,动作,英国,1985-05-24 00:00:00,131,1985,6.9,美国
80,80,007之黎,3981.0,动作,英国,1987-06-30 00:00:00,130,1987,7.0,美国
81,81,教父2,151333.0,剧情,美国,1974-12-20 00:00:00,200,1974,9.1,美国
82,82,007之你,3631.0,动作,英国,1973-06-27 00:00:00,121,1973,6.7,美国
83,83,007之,6236.0,动作,英国,1962-10-05 00:00:00,110,1962,7.0,美国
84,84,007之女,4092.0,动作,英国,1969-12-18 00:00:00,142,1969,6.6,美国
85,85,007之杀,3772.0,动作,英国,1989-07-14 00:00:00,133,1989,6.8,美国
86,86,007之,4602.0,动作,英国,1979-06-29 00:00:00,126,1979,6.9,美国
87,87,龙猫 となりのトト,344318.0,动画,日本,1988-04-16 00:00:00,86,1988,9.1,日本
88,88,007之最,3966.0,动作,英国,1981-06-26 00:00:00,127,1981,7.0,美国
89,89,美国往事,141130.0,剧情,意大利,1984-02-17 00:00:00,229,1984,9.1,波士顿首映
90,90,摩登时代,64916.0,剧情,美国,1936-02-25 00:00:00,87,1936,9.1,美国
91,91,0与1的,126.0,喜剧,美国,1995-07-28 00:00:00,84,1995,5.5,美国
92,92,1/2,595.0,喜剧,中国,1996-09-27 00:00:00,94,1996,5.8,香港
93,93,七武士 七人の,58845.0,剧情,日本,1954-04-26 00:00:00,160,1954,9.1,美国
94,94,100℃的微热 摂氏,78.0,爱情,日本,2014-03-21 00:00:00,80,2014,5.1,冲绳电影节
95,95,100次哭泣 1,753.0,剧情,日本,2013-06-22 00:00:00,116,2013,5.3,日本
96,96,迁徙的鸟,45707.0,纪录片,法国,2001-12-12 00:00:00,98,2001,9.1,法国
97,97,窃听风暴,176426.0,剧情,德国,2006-03-23 00:00:00,137,2006,9.1,德国
98,98,熔炉,166196.0,剧情,韩国,2011-09-22 00:00:00,125,2011,9.1,韩国
99,99,三傻大闹宝莱坞,549808.0,剧情,印度,2009-12-08 00:00:00,171,2009,9.1,中国
100,100,101,146.0,喜剧,韩国,1993-06-19 00:00:00,112,1993,7.4,韩国
101,101,10,186.0,喜剧,英国,1995-01-25 00:00:00,101,1995,7.4,美国
102,102,素媛,114819.0,剧情,韩国,2013-10-02 00:00:00,123,2013,9.1,韩国
103,103,101忠狗续集：伦敦,924.0,喜剧,美国,2003-01-21 00:00:00,70,2003,7.5,美国
104,104,10,9514.0,喜剧,美国,2000-09-22 00:00:00,100,2000,7.0,美国
105,105,10,601.0,剧情,韩国,2013-04-24 00:00:00,93,2013,7.2,美国
106,106,10件或,1770.0,剧情,美国,2006-12-01 00:00:00,82,2006,7.7,美国
107,107,10年,1531.0,喜剧,美国,2014-06-02 00:00:00,90,2014,6.9,美国
108,108,11·25自决之日 三岛由纪夫与年轻人们 11・25自決の,149.0,剧情,日本,2012-06-02 00:00:00,119,2012,5.6,日本
109,109,泰坦尼克号,535491.0,剧情,美国,1997-04-03 00:00:00,194,1997,9.1,中国
110,110,天地玄黄,18076.0,纪录片,美国,1992-09-15 00:00:00,96,1992,9.1,美国
111,111,天堂电影院,259119.0,剧情,意大利,1988-11-17 00:00:00,155,1988,9.1,意大利
112,112,微观世界,18869.0,纪录片,法国,1996-09-06 00:00:00,80,1996,9.1,瑞士
113,113,不后悔,9834.0,剧情,韩国,2006-11-16 00:00:00,60,2006,7.3,美国
114,114,无翼鸟,30346.0,剧情,美国,2006-05-05 00:00:00,3,2006,9.1,美国
115,115,深藏不露,9807.0,短片,美国,2002-07-01 00:00:00,60,2002,8.3,美国
116,116,小鞋子,107031.0,剧情,其他,1997-01-22 00:00:00,89,1997,9.1,美国
117,117,洗衣日,9797.0,喜剧,加拿大,2008-06-30 00:00:00,60,2008,8.3,美国
118,118,想起了你,9711.0,动画,美国,2010-07-02 00:00:00,60,2010,8.3,美国
119,119,11度青春之《李雷和韩梅,9583.0,短片,中国,2008-10-21 00:00:00,60,2008,5.7,美国
120,120,11,254.0,剧情,波兰,2015-09-09 00:00:00,81,2015,5.7,威尼斯电影节
121,121,新扎师兄 新紮師,9348.0,动作,中国,2004-05-01 00:00:00,60,2004,6.5,美国
122,122,星际穿越,380140.0,剧情,美国,2014-11-12 00:00:00,169,2014,9.1,中国
123,123,12把,137.0,喜剧,美国,1970-10-28 00:00:00,94,1970,7.2,美国
124,124,12个温柔的日本人 12人の優,994.0,喜剧,日本,1991-12-14 00:00:00,116,1991,8.1,美国
125,125,12回合2：重,981.0,动作,美国,2013-06-04 00:00:00,95,2013,5.1,美国录像带发行
126,126,12回合3：致,682.0,动作,美国,2015-09-11 00:00:00,90,2015,4.6,美国
127,127,熊的故事,17058.0,剧情,法国,1988-10-19 00:00:00,94,1988,9.1,法国
128,128,哈布洛先生,9238.0,动画,其他,2013-10-15 00:00:00,60,2013,7.8,华沙电影节
129,129,12岁的,1679.0,剧情,美国,2005-09-11 00:00:00,90,2005,8.2,美国
130,130,12条圣诞,170.0,家庭,美国,2005-11-01 00:00:00,102,2005,6.5,美国
131,131,12游戏,798.0,惊悚,泰国,2006-06-28 00:00:00,30,2006,7.4,美国
132,132,12只蚊子和,1231.0,动画,中国,1992-06-14 00:00:00,6,1992,8.3,美国
133,133,1303,1599.0,恐怖,日本,2007-10-27 00:00:00,94,2007,5.4,日本
134,134,13,465.0,恐怖,美国,2012-07-25 00:00:00,85,2012,3.3,美国
135,135,13朵,512.0,剧情,意大利,2007-10-19 00:00:00,124,2007,7.1,美国
136,136,13,271.0,剧情,美国,2008-07-20 00:00:00,13,2008,7.1,美国
137,137,13骇人,6850.0,惊悚,美国,2014-04-18 00:00:00,92,2014,6.5,美国
138,138,寻找小糖人,30946.0,纪录片,英国,2012-07-26 00:00:00,86,2012,9.1,英国
139,139,13号,2732.0,喜剧,澳大利亚,2003-06-28 00:00:00,15,2003,7.9,美国
140,140,13号待避線より その護送車,49.0,动作,日本,1960-05-13 00:00:00,79,1960,7.1,美国
141,141,13号怪,888.0,科幻,加拿大,2013-04-02 00:00:00,87,2013,4.5,美国
142,142,13号,489.0,剧情,印度,2009-03-06 00:00:00,137,2009,6.5,美国
143,143,13号,366.0,喜剧,美国,1920-10-27 00:00:00,20,1920,7.6,美国
144,144,13号星,768.0,惊悚,美国,1981-05-01 00:00:00,87,1981,6.1,美国
145,145,13平,28.0,剧情,法国,2007-06-18 00:00:00,84,2007,5.3,美国
146,146,紧急救命 新春特别篇 コード・ブルー -ドクターヘリ緊急救命- ,8896.0,剧情,日本,2009-01-10 00:00:00,60,2009,8.2,日本
147,147,14比塞塔换,50.0,剧情,西班牙,2006-05-05 00:00:00,102,2006,8.2,美国
148,148,14号收容所：完全控制,384.0,纪录片,德国,2012-11-08 00:00:00,106,2012,7.6,德国
149,149,14,80.0,剧情,日本,2007-05-19 00:00:00,114,2007,6.3,日本
150,150,我们的精神角落,8821.0,剧情,中国,2016-02-16 00:00:00,60,2016,7.4,中国
151,151,160,244.0,剧情,美国,1997-04-18 00:00:00,107,1997,6.3,美国
152,152,1612,419.0,剧情,俄罗斯,2007-10-28 00:00:00,135,2007,6.6,美国
153,153,1,3783.0,纪录片,中国,2005-12-12 00:00:00,54,2005,8.8,美国
154,154,1724妓房,1509.0,喜剧,韩国,2008-12-03 00:00:00,103,2008,6.2,美国
155,155,17小,56.0,剧情,西班牙,2011-02-23 00:00:00,100,2011,7.1,西班牙
156,156,小胖妞,8814.0,动作,中国,2010-12-01 00:00:00,60,2010,8.2,中国
157,157,180°,2248.0,纪录片,美国,2010-07-02 00:00:00,86,2010,8.9,美国
158,158,灰姑娘,8690.0,剧情,韩国,2006-08-17 00:00:00,60,2006,6.3,美国
159,159,8号房,8507.0,科幻,英国,2013-04-24 00:00:00,60,2013,8.2,英国
160,160,180台,47.0,纪录片,中国,2014-08-29 00:00:00,40,2014,7.9,美国
161,161,1812：枪骑兵之歌 1812: Улан,101.0,历史,俄罗斯,2012-11-01 00:00:00,115,2012,5.3,美国
162,162,18爱不爱之怦然,58.0,剧情,中国,2015-05-18 00:00:00,60,2015,2.6,中国
163,163,18,100.0,剧情,日本,2009-04-17 00:00:00,65,2009,5.2,日本
164,164,18岁老,347.0,喜剧,美国,2009-01-20 00:00:00,86,2009,4.0,美国
165,165,1915年,402.0,剧情,法国,2013-03-13 00:00:00,95,2013,6.8,法国
166,166,1920：,109.0,惊悚,印度,2012-10-02 00:00:00,119,2012,4.6,美国
167,167,贱女孩,8311.0,喜剧,美国,2011-07-03 00:00:00,60,2011,5.8,美国
168,168,1933年,128.0,歌舞,美国,1933-05-27 00:00:00,97,1933,7.9,美国
169,169,1936年的岁月 Μέ,488.0,剧情,其他,1972-12-19 00:00:00,105,1972,7.4,美国
170,170,19,201.0,剧情,其他,2008-12-01 00:00:00,120,2008,7.2,波兰Camerimage电影节
171,171,负重前行,7966.0,惊悚,澳大利亚,2013-02-17 00:00:00,60,2013,8.6,Tropfest电影节
172,172,1,161.0,剧情,法国,2006-03-09 00:00:00,93,2006,7.6,美国
173,173,蚁蛉,7850.0,悬疑,英国,1997-05-05 00:00:00,60,1997,7.7,美国
174,174,进化简史,7842.0,动画,英国,2010-07-02 00:00:00,60,2010,8.4,美国
175,175,财神到 財神,7839.0,喜剧,中国,2010-02-09 00:00:00,60,2010,5.6,美国
176,176,1980年,4375.0,爱情,中国,2015-09-11 00:00:00,105,2015,6.3,中国
177,177,SPEC：结 后篇 劇場版,7832.0,剧情,日本,2013-11-29 00:00:00,60,2013,7.2,日本
178,178,1991：朋克,916.0,纪录片,美国,1992-11-20 00:00:00,99,1992,8.4,美国
179,179,1991年莫斯科摇,1325.0,纪录片,美国,1992-10-14 00:00:00,83,1992,9.6,美国
180,180,七天爱上你,7738.0,剧情,中国,2009-11-03 00:00:00,60,2009,5.7,美国
181,181,1993年中央电视台春节,67.0,音乐,中国,1993-01-22 00:00:00,263,1993,6.6,美国
182,182,翡翠明珠,7699.0,剧情,中国,2010-08-13 00:00:00,60,2010,5.3,美国
183,183,1995,678.0,喜剧,泰国,2015-03-19 00:00:00,112,2015,5.7,美国
184,184,师兄撞鬼,7618.0,喜剧,中国,1990-07-28 00:00:00,60,1990,6.6,美国
185,185,无敌反斗星,7594.0,喜剧,中国,1995-06-17 00:00:00,60,1995,7.3,美国
186,186,A面,7512.0,剧情,中国,2010-04-30 00:00:00,60,2010,5.7,美国
187,187,悭钱家族,7446.0,喜剧,中国,2002-06-06 00:00:00,60,2002,6.1,美国
188,188,1999,33.0,剧情,法国,1998-07-10 00:00:00,112,1998,8.6,美国
189,189,婚纱照,7441.0,剧情,中国,2013-04-04 00:00:00,60,2013,7.5,中国
190,190,19号,70.0,纪录片,其他,2014-08-31 00:00:00,13,2014,5.4,英国
191,191,不存在的女儿,7380.0,剧情,美国,2008-04-12 00:00:00,60,2008,7.7,美国
192,192,1号通缉,1612.0,动作,美国,1997-12-01 00:00:00,99,1997,6.7,中国
193,193,指环王3：王者无,240217.0,剧情,美国,2003-03-12 00:00:00,201,2003,9.1,中国
194,194,塞巴斯蒂安的巫毒,7146.0,动画,美国,2008-06-07 00:00:00,60,2008,8.0,美国
195,195,2000年中央电视台春节,267.0,音乐,中国,2000-02-04 00:00:00,270,2000,6.2,美国
196,196,2001：,83.0,纪录片,英国,2001-01-13 00:00:00,43,2001,8.6,美国
197,197,200,575.0,喜剧,美国,2005-05-12 00:00:00,87,2005,6.0,美国
198,198,古惑仔激情篇之洪兴大飞哥 古惑仔激情篇洪興大飛,7109.0,剧情,中国,1999-12-10 00:00:00,60,1999,6.4,美国
199,199,棒子老虎鸡,7096.0,喜剧,中国,2007-12-28 00:00:00,60,2007,4.7,中国
200,200,最完美的离婚 2014特别篇,18478.0,剧情,日本,2014-02-08 00:00:00,120,2014,9.1,日本
201,201,2001夜物,84.0,剧情,日本,2009-10-02 00:00:00,80,2009,6.6,美国
202,202,头七 頭,7039.0,恐怖,中国,2009-05-21 00:00:00,60,2009,6.2,美国
203,203,火车进站 L,7001.0,纪录片,法国,1896-01-06,60,1896,8.8,法国
204,204,银行舞蹈,6944.0,短片,美国,2009-07-01 00:00:00,60,2009,7.8,美国
205,205,2003提雅,48.0,音乐,荷兰,2003-10-07 00:00:00,200,2003,8.9,美国
206,206,死亡飞车3：地狱烈,6937.0,动作,美国,2012-12-12 00:00:00,60,2012,5.8,美国
207,207,时光钟摆 振り,6876.0,剧情,日本,2012-03-20 00:00:00,60,2012,8.7,美国
208,208,你还可爱么 你還可愛,6805.0,短片,中国,2011-04-22 00:00:00,60,2011,8.3,美国
209,209,一碌蔗,6799.0,剧情,中国,2002-09-19 00:00:00,60,2002,6.7,美国
210,210,山顶小屋咚咚摇,6729.0,喜剧,法国,1999-06-21 00:00:00,60,1999,8.0,美国
211,211,同居蜜友,6714.0,爱情,中国,2001-06-09 00:00:00,60,2001,6.5,美国
212,212,拖延症,6685.0,动画,英国,2007-08-25 00:00:00,60,2007,8.0,美国
213,213,九个女仔一只鬼 9個女仔,6679.0,喜剧,中国,2002-06-24 00:00:00,60,2002,6.2,美国
214,214,小胖妞,6658.0,动作,中国,2011-07-15 00:00:00,60,2011,8.7,中国
215,215,20,114.0,爱情,韩国,2008-06-30 00:00:00,58,2008,8.2,美国
216,216,对话的维度,10393.0,喜剧,其他,1982-06-04 00:00:00,12,1982,9.1,美国
217,217,搭错车,6474.0,剧情,中国,1983-06-05 00:00:00,60,1983,8.3,美国
218,218,所罗门王凯恩,6432.0,动作,其他,2009-12-23 00:00:00,60,2009,5.8,美国
219,219,乔治和,6356.0,喜剧,美国,2009-11-22 00:00:00,60,2009,8.0,美国
220,220,美人依旧,6271.0,剧情,中国,2005-02-14 00:00:00,60,2005,6.2,美国
221,221,2008,254.0,喜剧,意大利,2007-02-16 00:00:00,102,2007,7.3,美国
222,222,我说啊，我说,6035.0,动画,中国,2009-06-12 00:00:00,60,2009,7.9,美国
223,223,世界奇妙物语 2009秋之特别篇 世にも奇妙な物,6011.0,悬疑,日本,2009-10-05 00:00:00,60,2009,7.6,美国
224,224,2009迷,1753.0,剧情,韩国,2002-02-01 00:00:00,136,2002,6.7,美国
225,225,雪宝的鼻子,5964.0,喜剧,美国,2013-06-01 00:00:00,60,2013,8.7,美国
226,226,绝世好宾 絕世好,5953.0,喜剧,中国,2004-05-03 00:00:00,60,2004,6.1,美国
227,227,猫咪又回来了,5880.0,喜剧,加拿大,1988-06-22 00:00:00,60,1988,7.8,美国
228,228,200,97.0,剧情,美国,1999-02-26 00:00:00,101,1999,6.7,美国
229,229,茗记：,5839.0,动画,中国,2007-04-23 00:00:00,60,2007,8.0,中国
230,230,世界奇妙物语 2009春之特别篇 世にも奇妙な物語 豪華キャストで,5802.0,悬疑,日本,2009-03-30 00:00:00,60,2009,7.8,日本
231,231,,144.0,纪录片,韩国,2011-02-02 00:00:00,90,2011,9.7,美国
232,232,睡美人,5785.0,喜剧,加拿大,2007-06-11 00:00:00,60,2007,8.0,美国
233,233,2010年青少年选择奖,313.0,家庭,美国,2010-08-09 00:00:00,120,2010,6.8,美国
234,234,准时,5773.0,剧情,德国,2008-02-14 00:00:00,60,2008,7.8,柏林电影节
235,235,超级杯奶爸,5742.0,喜剧,美国,2007-09-28 00:00:00,60,2007,7.2,美国
236,236,月朗星稀夜,5702.0,动画,美国,2007-06-29 00:00:00,60,2007,7.9,美国
237,237,冬之蝉 冬の,5652.0,剧情,日本,2007-02-23 00:00:00,60,2007,8.7,美国
238,238,2011全美,266.0,音乐,美国,2011-11-20 00:00:00,120,2011,6.9,美国
239,239,2012,2350.0,科幻,美国,2011-06-28 00:00:00,91,2011,3.6,美国
240,240,2012：超,486.0,动作,美国,2009-10-27 00:00:00,87,2009,3.1,美国
241,241,20,1322.0,剧情,中国,2011-12-31 00:00:00,100,2011,3.5,中国
242,242,2012末日是科学,115.0,纪录片,美国,2009-07-01 00:00:00,78,2009,6.4,美国
243,243,2012年第30届伦敦奥运会开幕,7526.0,运动,英国,2012-07-27 00:00:00,238,2012,7.5,英国
244,244,2012年中央电视台春节,314.0,音乐,中国,2012-01-22 00:00:00,265,2012,5.4,美国
245,245,2012全美,704.0,音乐,美国,2012-11-19 00:00:00,128,2012,6.5,美国
246,246,2012,8478.0,动作,美国,2008-02-12 00:00:00,85,2008,4.7,美国
247,247,神探夏洛克：福至如归,12366.0,剧情,英国,2013-12-24 00:00:00,7,2013,9.1,英国
248,248,时尚先生,5646.0,剧情,中国,2008-05-16 00:00:00,60,2008,4.8,美国
249,249,解剖学教室,5623.0,惊悚,韩国,2007-07-12 00:00:00,60,2007,5.9,韩国
250,250,世界奇妙物语 2008秋之特别篇 世にも奇妙な物,5584.0,剧情,日本,2008-09-23 00:00:00,60,2008,7.8,美国
251,251,2014 MTV音,233.0,音乐,美国,2014-08-24 00:00:00,90,2014,6.1,美国
252,252,草原英雄小姐妹,5551.0,动画,中国,1965-05-18 00:00:00,60,1965,7.5,美国
253,253,2015-2016,62.0,音乐,中国,2015-12-31 00:00:00,258,2015,6.1,中国
254,254,2015湖南卫视春节,56.0,剧情,中国,2015-02-12 00:00:00,180,2015,4.4,美国
255,255,2015年MTV音乐,161.0,音乐,美国,2015-08-30 00:00:00,103,2015,5.1,美国
256,256,2015年美国公告牌音乐大,73.0,音乐,美国,2015-05-17 00:00:00,130,2015,6.6,美国
257,257,2015年中央电视台春节,5360.0,舞台艺术,中国,2015-02-18 00:00:00,280,2015,4.4,中国
258,258,2015年中央电视台,42.0,歌舞,中国,2015-03-05 00:00:00,150,2015,3.8,中国
259,259,2015全美,106.0,音乐,美国,2015-11-22 00:00:00,136,2015,6.6,美国
260,260,2015,490.0,短片,中国,2015-12-14 00:00:00,21,2015,6.6,中国
261,261,2016：,810.0,科幻,德国,2011-09-22 00:00:00,89,2011,5.4,德国
262,262,2016第73届金,771.0,舞台艺术,美国,2016-01-10 00:00:00,180,2016,5.9,美国
263,263,我的父亲，我的儿子,10692.0,剧情,其他,2005-11-18 00:00:00,108,2005,9.1,美国
264,264,2016年中央电视台,83.0,音乐,中国,2016-02-22 00:00:00,109,2016,3.1,中国
265,265,绝命岛,5439.0,喜剧,中国,2010-10-12 00:00:00,60,2010,3.2,美国
266,266,20,169.0,恐怖,丹麦,2007-08-10 00:00:00,90,2007,4.4,美国
267,267,2077日本锁国 ベクシ,8370.0,动作,日本,2007-08-18 00:00:00,109,2007,7.2,美国
268,268,20公分我变,95.0,喜剧,法国,2005-08-06 00:00:00,112,2005,7.2,美国
269,269,20世纪少年 20世紀少年 第1章,6644.0,科幻,日本,2008-08-30 00:00:00,142,2008,6.8,美国
270,270,20世纪少年 最终章 我们的旗帜 20世紀少年 ,3337.0,冒险,日本,2009-08-29 00:00:00,156,2009,7.0,美国
271,271,20世纪少年：第二部 最后的希望 20世紀少年 ,3995.0,剧情,日本,2009-01-31 00:00:00,139,2009,6.7,美国
272,272,20岁的差,6377.0,喜剧,法国,2013-03-06 00:00:00,92,2013,6.8,法国
273,273,20岁的微热 二十才,350.0,剧情,日本,1993-09-04 00:00:00,114,1993,6.7,美国
274,274,鬼肢解,5424.0,惊悚,泰国,2007-10-08 00:00:00,60,2007,6.9,美国
275,275,2112年 哆啦A梦诞生 2,1036.0,剧情,日本,1995-03-04 00:00:00,31,1995,9.1,日本
