,Unnamed: 0,名字,投票人数,类型,产地,上映时间,时长,年代,评分,首映地点
4673,4673,超级明星,73.0,喜剧,美国,1999-10-08 00:00:00,81,1999,5.1,美国
4674,4674,超级魔术师,5745.0,喜剧,美国,2013-03-15 00:00:00,100,2013,6.0,美国
4675,4675,爱上格蕾丝,372.0,喜剧,美国,2006-11-07 00:00:00,60,2006,6.2,美国
4676,4676,疯狂第一次,372.0,爱情,中国,2013-03-23/http://www.iqiyi.com/weidianying/20130322/9c6116e2dae30cb3.html,60,2013,6.3,美国
4677,4677,情熱大陸 杏,372.0,纪录片,日本,2010-11-07 00:00:00,60,2010,8.7,日本
4678,4678,断背山,262173.0,剧情,美国,2005-09-02 00:00:00,134,2005,8.5,威尼斯电影节
4679,4679,超级骑警,598.0,喜剧,美国,2001-02-15 00:00:00,100,2001,6.0,美国
4680,4680,超级赛车场,59.0,动作,加拿大,1997-06-19 00:00:00,50,1997,7.3,美国
4681,4681,超级少女,2214.0,动作,英国,1984-07-19 00:00:00,124,1984,6.5,英国
4682,4682,超级食人鱼,484.0,恐怖,美国,2010-07-02 00:00:00,91,2010,3.1,美国
4683,4683,语路计划之王一扬,372.0,纪录片,中国,2010-11-17 00:00:00,60,2010,7.1,美国
4684,4684,超级特工,637.0,动作,法国,2004-03-31 00:00:00,109,2004,5.4,法国
4685,4685,命运,371.0,动画,美国,2002-06-24 00:00:00,60,2002,7.6,美国
4686,4686,超级外星历险,270.0,科幻,美国,2000-01-14 00:00:00,90,2000,5.5,美国
4687,4687,魔鬼护路人 Путевой обходч,371.0,惊悚,俄罗斯,2007-09-13 00:00:00,60,2007,4.3,美国
4688,4688,疯狂的麦克斯4：狂暴之,161023.0,动作,澳大利亚,2015-05-15 00:00:00,120,2015,8.5,美国
4689,4689,歌剧魅影,98642.0,剧情,美国,2004-12-10 00:00:00,143,2004,8.5,英国
4690,4690,超级无敌掌门狗：剃刀边缘,7700.0,喜剧,英国,1995-12-24 00:00:00,30,1995,8.8,英国
4691,4691,超级无敌掌门狗：异想天开小发明,3114.0,喜剧,英国,2002-10-15 00:00:00,20,2002,8.8,UK
4692,4692,超级无敌掌门狗：引鹅入室,9276.0,喜剧,英国,1993-12-03 00:00:00,30,1993,8.8,美国
4693,4693,超级无敌掌门狗：月球野餐记,7098.0,喜剧,英国,1989-06-11 00:00:00,23,1989,8.6,英国短片电影节
4694,4694,超级无敌追女仔II之狗仔,187.0,喜剧,中国,1997-12-20 00:00:00,94,1997,5.9,美国
4695,4695,三弦之恋 ナビィの,371.0,剧情,日本,1999-12-04 00:00:00,60,1999,8.3,日本
4696,4696,超级小淘气,42.0,喜剧,美国,2009-03-20 00:00:00,98,2009,3.3,美国
4697,4697,公民凯恩,37077.0,剧情,美国,1941-09-05 00:00:00,119,1941,8.5,美国
4698,4698,残片 おんぼろフィル,370.0,喜剧,日本,1985-08-17 00:00:00,60,1985,7.9,美国
4699,4699,超级英雄,8992.0,剧情,美国,2010-04-01 00:00:00,96,2010,6.7,美国
4700,4700,狗镇,52716.0,剧情,丹麦,2003-05-19 00:00:00,178,2003,8.5,戛纳电影节
4701,4701,超级英雄必死,314.0,惊悚,美国,2011-10-26 00:00:00,80,2011,3.3,多伦多恐怖电影节
4702,4702,大国手之棋行江湖,370.0,剧情,中国,2010-07-02 00:00:00,60,2010,7.0,美国
4703,4703,男女有别,370.0,喜剧,意大利,2004-06-26 00:00:00,60,2004,7.9,美国
4704,4704,超级赢家,41.0,悬疑,德国,1992-01-16 00:00:00,108,1992,5.9,美国
4705,4705,超级幼兽 スーパーカ,171.0,喜剧,日本,2008-01-26 00:00:00,80,2008,5.8,美国
4706,4706,关于我母亲的一切,29146.0,剧情,西班牙,1999-01-20 00:00:00,101,1999,8.5,美国
4707,4707,超级整蛊霸王,1049.0,喜剧,中国,1998-10-22 00:00:00,91,1998,5.9,美国
4708,4708,超级终结者,77.0,剧情,美国,1990-05-11 00:00:00,99,1990,7.4,美国
4709,4709,超决战！贝利亚银河帝国 ウルトラマンゼロ THE MOVIE ,1619.0,动作,日本,2010-07-12 00:00:00,100,2010,6.6,中国
4710,4710,超萌动物,427.0,纪录片,英国,2015-03-10 00:00:00,60,2015,8.4,美国
4711,4711,超萌英雄,1127.0,喜剧,中国,2014-07-04 00:00:00,89,2014,3.8,中国
4712,4712,超梦！我就在这里 ,414.0,动画,日本,2000-12-30 00:00:00,65,2000,8.2,美国
4713,4713,超脑48,520.0,剧情,英国,2016-05-13 00:00:00,113,2016,7.9,中国
4714,4714,光荣之路,18682.0,剧情,美国,2006-01-13 00:00:00,118,2006,8.5,美国
4715,4715,超能狗兰尼,321.0,喜剧,美国,2005-06-27 00:00:00,84,2005,5.8,美国
4716,4716,超能力爱情 ニュータイプ ただ、愛のた,158.0,剧情,日本,2008-11-22 00:00:00,90,2008,5.6,美国
4717,4717,透视画法,370.0,动画,瑞典,1975-02-03 00:00:00,60,1975,7.2,美国
4718,4718,超能力者,3609.0,科幻,韩国,2010-07-02 00:00:00,114,2010,5.8,美国
4719,4719,哈利·波特与魔法石,188449.0,奇幻,美国,2001-01-26 00:00:00,152,2001,8.5,中国
4720,4720,超能少年 拉斯维加斯特别,1015.0,剧情,英国,2011-09-15 00:00:00,12,2011,7.9,美国
4721,4721,我可以自己疯,370.0,剧情,美国,2009-07-01 00:00:00,60,2009,6.8,美国
4722,4722,黑天鹅,349175.0,剧情,美国,2010-12-17 00:00:00,108,2010,8.5,美国
4723,4723,超能兔战队,473.0,喜剧,中国,2015-05-30 00:00:00,80,2015,2.5,中国
4724,4724,超能先生和他的伙伴们,83.0,动画,美国,2005-03-15 00:00:00,4,2005,5.8,美国
4725,4725,超能游戏者 Геймеры. В поисках,3243.0,动作,俄罗斯,2009-06-10 00:00:00,108,2009,5.5,中国
4726,4726,超能游戏者2 На игре 2. Новый,937.0,动作,俄罗斯,2010-04-15 00:00:00,105,2010,4.9,俄罗斯
4727,4727,超强台风,6493.0,喜剧,中国,2008-10-24 00:00:00,89,2008,4.1,美国
4728,4728,超人,8322.0,动作,英国,1978-12-10 00:00:00,143,1978,7.5,美国
4729,4729,超人：布莱尼亚克的攻击,258.0,动作,美国,2006-06-20 00:00:00,76,2006,5.9,美国
4730,4730,花火,29539.0,剧情,日本,1997-09-03 00:00:00,103,1997,8.5,威尼斯电影节
4731,4731,超人：解放,1556.0,科幻,美国,2013-05-07 00:00:00,75,2013,6.2,美国录像带发行
4732,4732,超人,3244.0,动作,美国,1980-12-04 00:00:00,127,1980,6.9,澳大利亚
4733,4733,超人2：理查德·唐纳剪辑,692.0,动作,英国,2006-11-28 00:00:00,115,2006,6.8,美国
4734,4734,超人,1703.0,动作,英国,1983-06-17 00:00:00,125,1983,6.2,美国
4735,4735,超人,1226.0,动作,英国,1987-07-24 00:00:00,90,1987,5.9,美国
4736,4736,超人大战极英盟,1667.0,动画,美国,2012-06-05 00:00:00,76,2012,7.1,美国
4737,4737,回家的路,19924.0,剧情,韩国,2013-12-11 00:00:00,130,2013,8.5,韩国
4738,4738,机器管家,39877.0,剧情,美国,1999-12-13 00:00:00,132,1999,8.5,美国
4739,4739,超人集中营,2201.0,动作,美国,2006-08-11 00:00:00,83,2006,5.5,美国
4740,4740,超人与蝙蝠侠：公众之敌,2949.0,剧情,美国,2009-09-29 00:00:00,67,2009,7.0,美国
4741,4741,超人与蝙蝠侠：启示录,2031.0,动画,美国,2010-09-28 00:00:00,78,2010,6.5,美国
4742,4742,超人之死,1239.0,剧情,美国,2007-09-18 00:00:00,75,2007,6.4,美国
4743,4743,记忆碎片,225621.0,剧情,美国,2000-09-05 00:00:00,113,2000,8.5,威尼斯电影节
4744,4744,,369.0,动画,英国,2002-05-06 00:00:00,60,2002,8.1,美国
4745,4745,超时空宠爱,557.0,剧情,美国,1999-01-27 00:00:00,112,1999,7.6,美国
4746,4746,交响情人梦 最终乐章 前篇 のだめカンタービレ 最終,25500.0,剧情,日本,2009-12-19 00:00:00,122,2009,8.5,日本
4747,4747,超时空救兵,5006.0,喜剧,中国,2012-01-24 00:00:00,90,2012,5.1,中国
4748,4748,超时空来电,3271.0,悬疑,英国,2011-06-20 00:00:00,92,2011,6.9,美国
4749,4749,超时空魔钟,129.0,动画,法国,1924-12-10 00:00:00,45,1924,8.6,美国
4750,4750,超时空泡泡机 バブルヘGO！タイムマシンはド,994.0,喜剧,日本,2007-02-10 00:00:00,116,2007,6.9,美国
4751,4751,超时空圣战,89.0,动作,美国,2000-09-01 00:00:00,87,2000,5.5,美国
4752,4752,超时空要爱,9695.0,喜剧,中国,1998-03-05 00:00:00,95,1998,7.1,香港
4753,4753,超时空要塞 Flash Ba,339.0,科幻,日本,1987-06-21 00:00:00,30,1987,8.8,美国
4754,4754,超时空要塞：可曾记得爱 超時空要塞マクロス 愛・おぼえてい,4149.0,爱情,日本,1984-07-21 00:00:00,114,1984,8.9,日本
4755,4755,超时空要塞7：银河在呼唤我 マクロス7 銀河がオレを呼,172.0,剧情,日本,1995-10-07 00:00:00,35,1995,8.0,美国
4756,4756,超时空要塞F 剧场版后篇：恋离之翼 劇場版マクロスF 恋離飛翼〜サヨ,1697.0,动画,日本,2011-02-26 00:00:00,115,2011,7.7,美国
4757,4757,超时空要塞F:虚空歌姬 マクロスF 虚空歌姫～イツワリノ,2896.0,动画,日本,2009-11-21 00:00:00,120,2009,7.5,美国
4758,4758,路易·C.K.：比肯,369.0,喜剧,美国,2011-12-10 00:00:00,60,2011,8.8,美国
4759,4759,超时空要塞II:再爱一次 超時空要塞,255.0,科幻,日本,1992-05-21 00:00:00,30,1992,6.8,美国
4760,4760,超时空要塞Plu,181.0,剧情,日本,1995-06-17 00:00:00,100,1995,8.6,美国
4761,4761,超时空要塞外传 マクロスプラ,1730.0,科幻,日本,1994-08-25 00:00:00,115,1994,8.8,日本
4762,4762,超世纪战神,1156.0,动作,美国,2011-10-26 00:00:00,155,2011,6.0,印度
4763,4763,结婚礼服,55467.0,剧情,韩国,2010-01-14 00:00:00,109,2010,8.5,韩国
4764,4764,借着雨点说爱你 いま、会いにゆきま,21028.0,剧情,日本,2004-10-30 00:00:00,119,2004,8.5,美国
4765,4765,超市之女 スーパーの,345.0,喜剧,日本,1996-06-15 00:00:00,127,1996,7.8,美国
4766,4766,超索型警,61.0,动作,中国,2005-09-10 00:00:00,81,2005,3.3,香港
4767,4767,开心家族,110795.0,剧情,韩国,2010-11-29 00:00:00,111,2010,8.5,中国
4768,4768,克莱默夫妇,33692.0,剧情,美国,1979-12-19 00:00:00,105,1979,8.5,美国
4769,4769,超蛙战士之初露锋芒,593.0,科幻,中国,2010-06-01 00:00:00,90,2010,4.1,美国
4770,4770,超蛙战士之威武教官,137.0,动作,中国,2012-06-01 00:00:00,90,2012,5.1,中国
4771,4771,超完美地狱,1061.0,剧情,其他,2006-05-26 00:00:00,95,2006,7.9,美国
4772,4772,超完美谋杀案,9977.0,惊悚,美国,1998-06-05 00:00:00,107,1998,6.9,美国
4773,4773,蓝白红三部曲之蓝,57549.0,剧情,法国,1993-01-10 00:00:00,98,1993,8.5,美国
4774,4774,超消费：被恐吓的消费者,48.0,纪录片,瑞典,2003-11-21 00:00:00,52,2003,8.5,美国
4775,4775,蓝风筝,22075.0,剧情,中国,1993-09-12 00:00:00,138,1993,8.5,美国
4776,4776,廊桥遗梦,77023.0,剧情,美国,1995-06-02 00:00:00,135,1995,8.5,美国
4777,4777,超异能快感,2397.0,喜剧,美国,1998-01-21 00:00:00,104,1998,6.4,美国
4778,4778,超越北极,41.0,剧情,英国,2009-10-14 00:00:00,87,2009,5.3,美国
4779,4779,超越边界,3349.0,剧情,美国,2003-10-24 00:00:00,127,2003,7.7,美国
4780,4780,超越巅峰 クライマーズ・,1019.0,剧情,日本,2008-07-05 00:00:00,146,2008,7.7,美国
4781,4781,医院风云,369.0,剧情,丹麦,1994-11-24 00:00:00,60,1994,7.7,美国
4782,4782,超戰士擊破!! 勝利的勇士是我 ドラゴンボール Z 劇場版  超戦士,303.0,动作,日本,1994-07-09 00:00:00,46,1994,6.8,美国
4783,4783,超自然学院,83.0,喜剧,丹麦,2007-03-30 00:00:00,97,2007,5.9,美国
4784,4784,朝韩梦之队,1609.0,运动,韩国,2012-05-03 00:00:00,127,2012,6.5,韩国
4785,4785,朝九晚五,722.0,纪录片,德国,2008-08-24 00:00:00,113,2008,6.9,美国
4786,4786,朝九晚五,468.0,喜剧,美国,1980-06-11 00:00:00,110,1980,8.0,美国
4787,4787,朝圣,70.0,纪录片,英国,2001-06-23 00:00:00,18,2001,7.6,美国
4788,4788,朝圣者,1715.0,喜剧,美国,1923-02-26 00:00:00,59,1923,8.1,美国
4789,4789,恋恋笔记本,223440.0,剧情,美国,2004-06-25 00:00:00,123,2004,8.5,美国
4790,4790,朝外8,97.0,恐怖,中国,2014-07-16 00:00:00,45,2014,3.1,中国
4791,4791,朝我心脏开枪,2570.0,剧情,韩国,2015-01-28 00:00:00,102,2015,7.3,韩国
4792,4792,朝夕之间,126.0,喜剧,法国,2006-03-08 00:00:00,93,2006,6.9,美国
4793,4793,朝鲜：权力与金钱之谜 北朝鮮 権力とカネ,678.0,纪录片,日本,2014-04-13 00:00:00,49,2014,7.3,日本
4794,4794,朝鲜：生活中的一天,193.0,纪录片,荷兰,2004-04-27 00:00:00,48,2004,7.1,美国
4795,4795,朝鲜来的少女-脱北者在韩国生活的1,136.0,纪录片,日本,2003-06-25 00:00:00,48,2003,7.0,美国
4796,4796,朝鲜美女三剑客,2326.0,动作,韩国,2014-01-29 00:00:00,107,2014,4.7,韩国
4797,4797,朝鲜名侦探：高山乌头花的秘密,3264.0,喜剧,韩国,2011-01-27 00:00:00,115,2011,6.6,韩国
4798,4798,朝鲜名侦探：奴隶的女儿,1142.0,喜剧,韩国,2015-02-11 00:00:00,125,2015,6.1,韩国
4799,4799,灵与欲 靈與,368.0,剧情,中国,1995-06-17 00:00:00,60,1995,3.9,美国
4800,4800,情热大陆 土屋安娜,368.0,纪录片,日本,2006-04-02 00:00:00,60,2006,8.4,美国
4801,4801,朝鲜战争停战50周年 [NHK]休戰5,130.0,纪录片,日本,2003-07-21 00:00:00,98,2003,8.1,美国
4802,4802,朝鲜之歌,46.0,纪录片,韩国,2014-08-08 00:00:00,72,2014,6.3,洛迦诺电影节
4803,4803,周末3,368.0,剧情,美国,2008-11-18 00:00:00,60,2008,6.2,美国
4804,4804,媒人帮 媒人,368.0,剧情,其他,2011-02-03 00:00:00,60,2011,6.5,马来西亚
4805,4805,潮浪王子,376.0,剧情,美国,1991-12-25 00:00:00,132,1991,7.9,美国
4806,4806,潮骚,359.0,爱情,日本,1975-04-26 00:00:00,93,1975,7.4,美国
4807,4807,潮性办公室,5836.0,剧情,中国,2011-06-09 00:00:00,88,2011,4.6,美国
4808,4808,潮涨海岸,4579.0,剧情,加拿大,2005-09-01 00:00:00,120,2005,7.3,美国
4809,4809,吵闹鬼,1185.0,恐怖,美国,1982-09-09 00:00:00,114,1982,7.0,美国
4810,4810,惊喜！,367.0,剧情,德国,1995-02-21 00:00:00,60,1995,7.5,美国
4811,4811,车祸,192.0,剧情,英国,1967-04-17 00:00:00,105,1967,7.6,美国
4812,4812,车祸惊魂,944.0,剧情,加拿大,2007-05-21 00:00:00,85,2007,6.7,美国
4813,4813,车祸情缘,464.0,剧情,美国,2007-09-01 00:00:00,101,2007,7.4,美国
4814,4814,车警官,4795.0,喜剧,韩国,2012-05-30 00:00:00,110,2012,6.2,韩国
4815,4815,车库 Гара,85.0,剧情,俄罗斯,1979-03-10 00:00:00,101,1979,8.3,俄罗斯
4816,4816,车库惊魂,3943.0,惊悚,美国,2007-09-09 00:00:00,98,2007,6.0,美国
4817,4817,车库时光,60.0,剧情,澳大利亚,2002-10-03 00:00:00,105,2002,6.6,美国
4818,4818,邻居,367.0,剧情,中国,1981-06-03 00:00:00,60,1981,7.3,美国
4819,4819,车票,2352.0,剧情,中国,2008-10-23 00:00:00,104,2008,6.1,香港
4820,4820,车赛,47.0,动画,波兰,1990-05-01 00:00:00,6,1990,7.4,美国
4821,4821,车神,2139.0,动作,法国,2003-08-26 00:00:00,103,2003,7.0,中国
4822,4822,车逝,1072.0,剧情,中国,2008-11-10 00:00:00,86,2008,6.1,美国
4823,4823,洛奇,19243.0,剧情,美国,1976-12-03 00:00:00,119,1976,8.5,美国
4824,4824,人奶魔巢,367.0,剧情,中国,1989-06-11 00:00:00,60,1989,5.6,美国
4825,4825,麻将,16958.0,剧情,中国,1996-12-07 00:00:00,121,1996,8.5,美国
4826,4826,麦兜故事 麥兜故,109195.0,剧情,中国,2001-12-15 00:00:00,75,2001,8.5,美国
4827,4827,车站小说,351.0,剧情,法国,2007-06-27 00:00:00,103,2007,7.4,美国
4828,4828,胆小猫,366.0,喜剧,美国,1989-11-03 00:00:00,60,1989,5.6,美国
4829,4829,扯淡动物,89.0,纪录片,中国,2016-01-15 00:00:00,35,2016,7.2,美国
4830,4830,扯线王子复仇记,796.0,剧情,丹麦,2004-05-15 00:00:00,88,2004,7.2,美国
4831,4831,彻底完蛋,55.0,剧情,美国,1993-09-16 00:00:00,78,1993,6.7,美国
4832,4832,彻夜狂欢,1943.0,喜剧,美国,2004-07-09 00:00:00,89,2004,6.3,美国
4833,4833,夺魂铃 奪魂,366.0,动作,中国,1968-06-30 00:00:00,60,1968,7.4,美国
4834,4834,撤离科威特,317.0,剧情,印度,2016-01-22 00:00:00,130,2016,6.9,美国
4835,4835,黑色短篇集,366.0,剧情,美国,2012-02-12 00:00:00,60,2012,6.2,美国
4836,4836,尘封笔记本 クローズド・ノ,4614.0,剧情,日本,2007-09-29 00:00:00,138,2007,7.3,美国
4837,4837,尘封核爆,1176.0,纪录片,美国,1995-09-29 00:00:00,92,1995,8.4,美国
4838,4838,尘归尘,43.0,喜剧,墨西哥,2000-09-14 00:00:00,97,2000,8.1,美国
4839,4839,尘世女王,279.0,剧情,美国,2015-02-07 00:00:00,90,2015,6.2,柏林电影节
4840,4840,尘世之间,891.0,剧情,英国,2002-11-17 00:00:00,88,2002,8.0,美国
4841,4841,尘土,283.0,剧情,德国,2001-08-29 00:00:00,127,2001,7.8,美国
4842,4842,尘与雪,7138.0,剧情,美国,2005-03-05 00:00:00,63,2005,8.8,美国
4843,4843,沉底鳄 沉底,66.0,动作,中国,1989-06-11 00:00:00,90,1989,6.2,美国
4844,4844,沉寂的往事 Тихие страни,115.0,剧情,俄罗斯,1994-10-08 00:00:00,77,1994,8.0,美国
4845,4845,沉静的美国人,1648.0,剧情,德国,2002-11-29 00:00:00,101,2002,7.0,美国
4846,4846,美国X档,56217.0,剧情,美国,1998-10-30 00:00:00,119,1998,8.5,美国
4847,4847,沉沦,71.0,剧情,其他,2005-04-05 00:00:00,86,2005,7.8,美国
4848,4848,沉眠之虎,42.0,剧情,英国,1954-06-21 00:00:00,89,1954,7.5,美国
4849,4849,沉默,738.0,惊悚,英国,2008-03-13 00:00:00,91,2008,6.3,美国
4850,4850,沉默,1025.0,剧情,美国,2005-09-12 00:00:00,96,2005,6.7,美国
4851,4851,沉默,1821.0,剧情,瑞典,1963-09-23 00:00:00,96,1963,8.4,美国
4852,4852,沉默 沈,224.0,剧情,日本,1971-12-13 00:00:00,129,1971,8.0,日本
4853,4853,沉默的愤怒：斯坦福监狱实验,113.0,纪录片,美国,1992-06-17 00:00:00,52,1992,8.0,美国
4854,4854,千年等一天,366.0,爱情,中国,2001-09-27 00:00:00,60,2001,7.8,美国
4855,4855,迷魂记,27913.0,爱情,美国,1958-05-09 00:00:00,128,1958,8.5,美国
4856,4856,沉默的姑娘,294.0,恐怖,中国,1994-06-16 00:00:00,98,1994,6.1,美国
4857,4857,沉默的军队,164.0,剧情,荷兰,2008-11-11 00:00:00,115,2008,7.4,美国
4858,4858,沉默的人,330.0,剧情,法国,1973-02-21 00:00:00,117,1973,8.0,法国
4859,4859,沉默的世界,313.0,纪录片,法国,1956-08-15 00:00:00,86,1956,8.0,美国
4860,4860,沉默的世界,38.0,科幻,美国,2004-05-20 00:00:00,91,2004,5.2,美国
4861,4861,沉默的探长,179.0,喜剧,美国,1943-03-20 00:00:00,7,1943,8.8,美国
4862,4862,沉默的夏天,46.0,剧情,中国,2011-11-08 00:00:00,83,2011,5.5,中国
4863,4863,沉默的约定,42.0,剧情,法国,2003-03-05 00:00:00,95,2003,6.1,美国
4864,4864,沉默生机,1989.0,剧情,美国,2001-09-24 00:00:00,113,2001,6.7,美国
4865,4865,沉默与黑暗的世界,393.0,纪录片,德国,1971-10-01 00:00:00,85,1971,8.5,美国
4866,4866,沉默之城,101.0,科幻,其他,2006-10-01 00:00:00,7,2006,6.4,美国
4867,4867,沉默之像,1131.0,纪录片,丹麦,2014-08-28 00:00:00,98,2014,8.4,威尼斯电影节
4868,4868,新暗行御史,366.0,剧情,日本,2004-12-04 00:00:00,60,2004,7.6,美国
4869,4869,沉默中爆发,346.0,剧情,美国,1961-04-01 00:00:00,77,1961,7.9,美国
4870,4870,沉睡的巴黎,368.0,科幻,法国,1925-02-06 00:00:00,35,1925,8.2,美国
4871,4871,沉睡的旧账,197.0,惊悚,其他,2007-11-29 00:00:00,100,2007,7.2,以色列
4872,4872,沉睡的美人,203.0,剧情,法国,2012-09-06 00:00:00,115,2012,7.0,意大利
4873,4873,一个老爸四个娃,366.0,喜剧,丹麦,2005-10-14 00:00:00,60,2005,7.0,美国
4874,4874,沉睡的谋杀案,274.0,悬疑,英国,2006-02-05 00:00:00,93,2006,8.3,美国
4875,4875,沉睡的谋杀案,53.0,剧情,英国,1987-01-11 00:00:00,102,1987,8.9,美国
4876,4876,沉睡的男人,113.0,动画,法国,2009-07-01 00:00:00,12,2009,7.9,美国
4877,4877,沉睡的妮可,228.0,剧情,加拿大,2014-05-20 00:00:00,93,2014,6.5,戛纳电影节
4878,4878,秒速5厘米 秒速5センチメ,223763.0,剧情,日本,2007-03-03 00:00:00,63,2007,8.5,日本
4879,4879,沉睡的人,179.0,剧情,法国,1974-04-24 00:00:00,93,1974,8.2,美国
4880,4880,沉睡的声音,253.0,剧情,西班牙,2011-10-21 00:00:00,128,2011,7.3,美国
4881,4881,名侦探柯南：世纪末的魔术师 名探偵コナン 世紀末の魔,53635.0,喜剧,日本,1999-04-17 00:00:00,100,1999,8.5,日本
4882,4882,沉睡野人,110.0,喜剧,美国,1992-05-22 00:00:00,88,1992,6.3,美国
4883,4883,沉睡者,6591.0,剧情,美国,1996-10-18 00:00:00,147,1996,7.8,美国
4884,4884,沉重的决定 ,296.0,剧情,德国,2006-11-17 00:00:00,104,2006,8.4,美国
4885,4885,陈梦吉计破脂粉阵 陳夢吉計破脂粉,60.0,喜剧,中国,1975-10-17 00:00:00,87,1975,5.6,美国
4886,4886,陈酿的关键,406.0,短片,西班牙,2007-12-14 00:00:00,10,2007,7.9,美国
4887,4887,晨练,505.0,动画,英国,2011-07-03 00:00:00,7,2011,7.2,美国
4888,4888,晨鸟,38.0,喜剧,英国,1965-11-30 00:00:00,98,1965,9.0,美国
4889,4889,名侦探柯南：通向天国的倒计时 名探偵コナン 天国へのカウントダ,49399.0,动作,日本,2001-04-21 00:00:00,100,2001,8.5,日本
4890,4890,趁当年,829.0,剧情,法国,1968-12-19 00:00:00,88,1968,6.2,美国
4891,4891,趁火行劫,100.0,剧情,德国,2006-05-26 00:00:00,97,2006,6.1,美国
4892,4892,趁人之危,54.0,剧情,法国,2013-07-05 00:00:00,90,2013,6.2,美国
4893,4893,称霸世界最高峰赛事-为本田赌上全部的年轻人们 NHK Project「制覇せよ 世界最高峰レース ～マン島,55.0,纪录片,日本,2002-05-07 00:00:00,42,2002,8.7,美国
4894,4894,成成烽火之沙沟事件,33.0,历史,中国,2011-06-21 00:00:00,94,2011,5.2,美国
4895,4895,成都一夜,168.0,剧情,中国,2013-05-28 00:00:00,15,2013,4.3,美国
4896,4896,成功的秘密,467.0,喜剧,美国,1987-04-10 00:00:00,111,1987,6.9,美国
4897,4897,成功的祝福,39.0,剧情,美国,2009-03-26 00:00:00,99,2009,5.0,美国
4898,4898,成功的滋味,857.0,剧情,美国,1957-06-27 00:00:00,96,1957,7.7,美国
4899,4899,成功之道,144.0,喜剧,美国,1957-07-29 00:00:00,93,1957,7.3,美国
4900,4900,成吉思汗,48.0,冒险,中国,1986-06-08 00:00:00,195,1986,7.0,美国
4901,4901,成吉思汗,371.0,传记,其他,2005-04-25 00:00:00,49,2005,6.4,美国
4902,4902,成记茶楼,320.0,剧情,中国,1974-10-19 00:00:00,101,1974,7.0,香港
4903,4903,成龙的传奇,201.0,纪录片,中国,1998-11-17 00:00:00,72,1998,7.0,美国
4904,4904,成龙的特技 成龍的特,1144.0,纪录片,中国,1999-03-30 00:00:00,97,1999,8.2,美国
4905,4905,成名机会,564.0,喜剧,英国,2013-10-25 00:00:00,103,2013,7.0,英国
4906,4906,成名记,83.0,喜剧,美国,2014-05-12 00:00:00,96,2014,5.2,美国
4907,4907,成年单亲孩子,172.0,喜剧,美国,2013-10-04 00:00:00,90,2013,6.0,美国
4908,4908,成年礼,64.0,剧情,中国,2013-07-05 00:00:00,30,2013,6.7,美国
4909,4909,成年女性的动画时间：滑过河面的风 大人女子のアニメタイム 川面を滑,5168.0,剧情,日本,2011-01-06 00:00:00,25,2011,8.2,日本
4910,4910,成人初学者,492.0,剧情,美国,2014-09-08 00:00:00,90,2014,5.5,多伦多电影节
4911,4911,张博士,364.0,纪录片,中国,2006-06-28 00:00:00,60,2006,7.9,美国
4912,4912,成人记,91.0,喜剧,中国,2014-11-01 00:00:00,60,2014,3.9,美国
4913,4913,成人世界,597.0,喜剧,美国,2013-04-18 00:00:00,97,2013,6.3,翠贝卡电影节
4914,4914,成人式,461.0,剧情,美国,2006-07-05 00:00:00,90,2006,7.2,美国
4915,4915,成人式,183.0,剧情,美国,1999-10-27 00:00:00,95,1999,7.3,美国
4916,4916,成人之间,292.0,剧情,法国,2006-02-10 00:00:00,80,2006,6.1,美国
4917,4917,摩托日记,29635.0,剧情,阿根廷,2004-01-15 00:00:00,126,2004,8.5,圣丹斯电影节
4918,4918,成双不成对,115.0,喜剧,西班牙,1995-12-01 00:00:00,118,1995,6.3,美国
4919,4919,成为大人之前,39.0,剧情,意大利,1978-07-14 00:00:00,94,1978,5.8,美国
4920,4920,成为弗林,2536.0,剧情,美国,2012-03-02 00:00:00,102,2012,7.0,美国
4921,4921,某个旅人的日记 或る旅人の日,18537.0,动画,日本,2003-06-25 00:00:00,21,2003,8.5,美国
4922,4922,哪啊哪啊神去村 WOOD JOB,62365.0,剧情,日本,2014-05-10 00:00:00,116,2014,8.5,日本
4923,4923,成为朱莉娅,2410.0,剧情,加拿大,2004-10-28 00:00:00,104,2004,8.3,美国
4924,4924,成长的烦恼：电影版,1900.0,喜剧,美国,2000-11-05 00:00:00,95,2000,7.4,美国
4925,4925,成长的烦恼：希瓦家归来,1591.0,喜剧,美国,2004-10-16 00:00:00,120,2004,7.5,美国
4926,4926,发现少校,364.0,纪录片,中国,2009-07-01 00:00:00,60,2009,9.4,美国
4927,4927,南方公园,26160.0,喜剧,美国,1999-06-30 00:00:00,81,1999,8.5,美国
4928,4928,诚聘保姆,2749.0,惊悚,美国,2008-09-28 00:00:00,93,2008,5.5,美国
4929,4929,,363.0,音乐,美国,2011-11-25 00:00:00,60,2011,9.2,美国
4930,4930,诚实国度的爱丽丝,3731.0,剧情,韩国,2015-08-13 00:00:00,90,2015,7.5,韩国
4931,4931,承诺,85.0,悬疑,泰国,2004-07-15 00:00:00,92,2004,4.2,美国
4932,4932,城堡,438.0,剧情,德国,1997-09-06 00:00:00,123,1997,6.7,美国
4933,4933,城堡,562.0,剧情,德国,1968-03-09 00:00:00,88,1968,6.9,美国
